Tm,R,PA,H,HR,BB,SO,G,R_per_G,season
"Miami,Pittsburgh",61,622,136,21,29,170,149,0.40939597315436244,2024
"Miami,San Diego",87,703,207,4,24,30,157,0.554140127388535,2024
"Miami,San Francisco,Texas",19,172,39,7,5,56,53,0.3584905660377358,2024
Milwaukee,786,6249,1381,182,601,1471,164,4.7926829268292686,2024
Minnesota,742,6123,1352,183,473,1306,158,4.69620253164557,2024
New York,1636,12905,2802,459,1266,2820,175,9.348571428571429,2024
"New York,Oakland",13,157,31,4,12,39,46,0.2826086956521739,2024
"New York,Washington",70,540,116,15,70,110,155,0.45161290322580644,2024
Oakland,629,5845,1232,192,480,1452,159,3.9559748427672954,2024
Philadelphia,757,5926,1373,196,501,1321,166,4.5602409638554215,2024
Pittsburgh,627,5703,1201,156,478,1413,156,4.019230769230769,2024
"Pittsburgh,Toronto",53,496,125,8,16,78,133,0.39849624060150374,2024
San Diego,723,5761,1336,196,453,1093,165,4.381818181818182,2024
San Francisco,603,5282,1143,163,412,1265,154,3.9155844155844157,2024
Seattle,549,4993,957,163,477,1381,153,3.588235294117647,2024
"Seattle,Tampa Bay",77,648,120,20,73,169,154,0.5,2024
"Seattle,Toronto",66,605,134,12,62,112,139,0.4748201438848921,2024
"Seattle,Washington",44,295,78,4,21,53,91,0.4835164835164835,2024
St. Louis,653,5899,1325,163,459,1265,154,4.240259740259741,2024
"St. Louis,Tampa Bay",19,265,49,3,22,75,96,0.19791666666666666,2024
Tampa Bay,454,4389,892,107,361,1135,145,3.1310344827586207,2024
"Tampa Bay,Washington",28,246,62,2,5,50,73,0.3835616438356164,2024
Texas,654,5776,1242,168,464,1230,159,4.113207547169812,2024
Toronto,514,4644,1010,127,399,915,159,3.2327044025157234,2024
Washington,492,4507,1002,98,317,892,150,3.28,2024
