game_pk,date,game_time_utc,venue_id,venue_name,home_team,away_team,home_team_id,away_team_id,home_runs,away_runs,total_runs,home_sp_id,home_sp_name,away_sp_id,away_sp_name
778524,2025-03-30,2025-03-30T17:40:00Z,2523,George M. Steinbrenner Field,Tampa Bay Rays,Colorado Rockies,139,115,6,4,10,671737,Taj Bradley,663372,Ryan Feltner
778519,2025-03-30,2025-03-30T17:40:00Z,4169,loanDepot park,Miami Marlins,Pittsburgh Pirates,146,134,3,2,5,676974,Max Meyer,571760,Andrew Heaney
778510,2025-03-30,2025-03-30T18:10:00Z,7,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,118,114,2,6,8,608379,Michael Wacha,676440,Tanner Bibee
778527,2025-03-30,2025-03-30T18:10:00Z,4,Rate Field,Chicago White Sox,Los Angeles Angels,145,108,2,3,5,663436,Davis Martin,686799,Jack Kochanowicz
778517,2025-03-30,2025-03-30T18:15:00Z,2889,Busch Stadium,St. Louis Cardinals,Minnesota Twins,138,142,9,2,11,669467,Andre Pallante,641927,Bailey Ober
778516,2025-03-30,2025-03-30T18:35:00Z,5325,Globe Life Field,Texas Rangers,Boston Red Sox,140,111,3,2,5,594798,Jacob deGrom,690916,Richard Fitts
778515,2025-03-30,2025-03-30T20:10:00Z,15,Chase Field,Arizona Diamondbacks,Chicago Cubs,109,112,10,6,16,593958,Eduardo Rodriguez,571510,Matthew Boyd
778513,2025-03-30,2025-03-30T20:10:00Z,680,T-Mobile Park,Seattle Mariners,Athletics,136,133,2,1,3,693433,Bryan Woo,676664,JP Sears
778514,2025-03-30,2025-03-30T23:10:00Z,2680,Petco Park,San Diego Padres,Atlanta Braves,135,144,5,0,5,601713,Nick Pivetta,700363,AJ Smith-Shawver
778506,2025-03-31,2025-03-31T18:10:00Z,4,Rate Field,Chicago White Sox,Minnesota Twins,145,142,9,0,9,527048,Martín Pérez,663978,Chris Paddack
778504,2025-03-31,2025-03-31T18:10:00Z,32,American Family Field,Milwaukee Brewers,Kansas City Royals,158,118,1,11,12,660730,Elvin Rodríguez,663460,Kris Bubic
778512,2025-03-31,2025-03-31T18:35:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,110,111,8,5,13,700249,Cade Povich,656794,Sean Newcomb
778502,2025-03-31,2025-03-31T19:05:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,143,115,6,1,7,650911,Cristopher Sánchez,608566,Germán Márquez
778511,2025-03-31,2025-03-31T22:40:00Z,2602,Great American Ball Park,Cincinnati Reds,Texas Rangers,113,140,14,3,17,663903,Brady Singer,677958,Kumar Rocker
778509,2025-03-31,2025-03-31T22:40:00Z,4169,loanDepot park,Miami Marlins,New York Mets,146,121,4,10,14,615698,Cal Quantrill,656849,David Peterson
778508,2025-03-31,2025-03-31T23:05:00Z,2523,George M. Steinbrenner Field,Tampa Bay Rays,Pittsburgh Pirates,139,134,6,1,7,656876,Drew Rasmussen,669387,Carmen Mlodzinski
778507,2025-03-31,2025-03-31T23:07:00Z,14,Rogers Centre,Toronto Blue Jays,Washington Nationals,141,120,5,2,7,670102,Bowden Francis,647336,Michael Soroka
778503,2025-03-31,2025-03-31T23:45:00Z,2889,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,138,108,4,5,9,571945,Miles Mikolas,542881,Tyler Anderson
778505,2025-03-31,2025-04-01T00:10:00Z,2392,Daikin Park,Houston Astros,San Francisco Giants,117,137,2,7,9,669854,Ronel Blanco,663855,Jordan Hicks
778499,2025-03-31,2025-04-01T01:40:00Z,2680,Petco Park,San Diego Padres,Cleveland Guardians,135,114,7,2,9,606996,Kyle Hart,682847,Luis Ortiz
778496,2025-03-31,2025-04-01T01:40:00Z,680,T-Mobile Park,Seattle Mariners,Detroit Tigers,136,116,6,9,15,676106,Emerson Hancock,695549,Jackson Jobe
778501,2025-03-31,2025-04-01T02:05:00Z,2529,Sutter Health Park,Athletics,Chicago Cubs,133,112,3,18,21,683155,Joey Estes,676962,Ben Brown
778500,2025-03-31,2025-04-01T02:10:00Z,22,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,119,144,6,1,7,607192,Tyler Glasnow,656550,Grant Holmes
778498,2025-04-01,2025-04-01T22:40:00Z,2602,Great American Ball Park,Cincinnati Reds,Texas Rangers,113,140,0,1,1,686730,Carson Spiers,543135,Nathan Eovaldi
778497,2025-04-01,2025-04-01T22:40:00Z,4169,loanDepot park,Miami Marlins,New York Mets,146,121,4,2,6,645261,Sandy Alcantara,673540,Kodai Senga
778493,2025-04-01,2025-04-01T23:05:00Z,2523,George M. Steinbrenner Field,Tampa Bay Rays,Pittsburgh Pirates,139,134,7,0,7,669358,Shane Baz,802419,Thomas Harrington
778492,2025-04-01,2025-04-01T23:05:00Z,3313,Yankee Stadium,New York Yankees,Arizona Diamondbacks,147,109,5,7,12,701542,Will Warren,669203,Corbin Burnes
778491,2025-04-01,2025-04-01T23:07:00Z,14,Rogers Centre,Toronto Blue Jays,Washington Nationals,141,120,5,3,8,621244,José Berríos,592866,Trevor Williams
778490,2025-04-01,2025-04-01T23:40:00Z,4,Rate Field,Chicago White Sox,Minnesota Twins,145,142,3,8,11,681343,Shane Smith,680573,Simeon Woods Richardson
778488,2025-04-01,2025-04-01T23:40:00Z,32,American Family Field,Milwaukee Brewers,Kansas City Royals,158,118,5,0,5,694477,Chad Patrick,547179,Michael Lorenzen
778495,2025-04-01,2025-04-01T23:45:00Z,2889,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,138,108,7,9,16,669461,Matthew Liberatore,543294,Kyle Hendricks
778489,2025-04-01,2025-04-02T00:10:00Z,2392,Daikin Park,Houston Astros,San Francisco Giants,117,137,1,3,4,669713,Hayden Wesneski,657277,Logan Webb
778485,2025-04-01,2025-04-02T01:40:00Z,2680,Petco Park,San Diego Padres,Cleveland Guardians,135,114,7,0,7,650633,Michael King,671106,Logan Allen
778486,2025-04-01,2025-04-02T01:40:00Z,680,T-Mobile Park,Seattle Mariners,Detroit Tigers,136,116,1,4,5,669302,Logan Gilbert,663554,Casey Mize
778494,2025-04-01,2025-04-02T02:05:00Z,2529,Sutter Health Park,Athletics,Chicago Cubs,133,112,4,7,11,622663,Luis Severino,657006,Justin Steele
778487,2025-04-01,2025-04-02T02:10:00Z,22,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,119,144,3,1,4,669160,Dustin May,519242,Chris Sale
778480,2025-04-02,2025-04-02T16:40:00Z,2602,Great American Ball Park,Cincinnati Reds,Texas Rangers,113,140,0,1,1,668881,Hunter Greene,683004,Jack Leiter
778479,2025-04-02,2025-04-02T17:10:00Z,2523,George M. Steinbrenner Field,Tampa Bay Rays,Pittsburgh Pirates,139,134,2,4,6,686752,Ryan Pepiot,694973,Paul Skenes
778477,2025-04-02,2025-04-02T17:10:00Z,32,American Family Field,Milwaukee Brewers,Kansas City Royals,158,118,3,2,5,642547,Freddy Peralta,666142,Cole Ragans
778473,2025-04-02,2025-04-02T17:15:00Z,2889,Busch Stadium,St. Louis Cardinals,Los Angeles Angels,138,108,12,5,17,543243,Sonny Gray,579328,Yusei Kikuchi
778474,2025-04-02,2025-04-02T18:10:00Z,4,Rate Field,Chicago White Sox,Minnesota Twins,145,142,1,6,7,680732,Sean Burke,641154,Pablo López
778478,2025-04-02,2025-04-02T19:07:00Z,14,Rogers Centre,Toronto Blue Jays,Washington Nationals,141,120,4,2,6,687922,Easton Lucas,669022,MacKenzie Gore
778471,2025-04-02,2025-04-02T19:35:00Z,2529,Sutter Health Park,Athletics,Chicago Cubs,133,112,2,10,12,605488,Jeffrey Springs,592791,Jameson Taillon
778476,2025-04-02,2025-04-02T20:10:00Z,2680,Petco Park,San Diego Padres,Cleveland Guardians,135,114,5,2,7,656302,Dylan Cease,594902,Ben Lively
778469,2025-04-02,2025-04-02T20:10:00Z,680,T-Mobile Park,Seattle Mariners,Detroit Tigers,136,116,3,2,5,622491,Luis Castillo,669373,Tarik Skubal
778475,2025-04-02,2025-04-02T20:10:00Z,2392,Daikin Park,Houston Astros,San Francisco Giants,117,137,3,6,9,664285,Framber Valdez,694738,Landen Roupp
778481,2025-04-02,2025-04-02T20:40:00Z,4169,loanDepot park,Miami Marlins,New York Mets,146,121,5,6,11,687362,Connor Gillispie,605280,Clay Holmes
778483,2025-04-02,2025-04-02T22:35:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,110,111,0,3,3,621107,Zach Eflin,676979,Garrett Crochet
778482,2025-04-02,2025-04-02T22:45:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,143,115,5,1,6,554430,Zack Wheeler,607536,Kyle Freeland
778484,2025-04-02,2025-04-02T23:05:00Z,3313,Yankee Stadium,New York Yankees,Arizona Diamondbacks,147,109,3,4,7,607074,Carlos Rodón,668678,Zac Gallen
778472,2025-04-02,2025-04-03T00:38:00Z,22,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,119,144,6,5,11,605483,Blake Snell,693821,Bryce Elder
778470,2025-04-03,2025-04-03T17:05:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,110,111,4,8,12,450203,Charlie Morton,656557,Tanner Houck
778467,2025-04-03,2025-04-03T17:05:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,143,115,3,1,4,592836,Taijuan Walker,622608,Antonio Senzatela
778462,2025-04-03,2025-04-03T20:10:00Z,3312,Target Field,Minnesota Twins,Houston Astros,142,117,2,5,7,657746,Joe Ryan,686613,Hunter Brown
778466,2025-04-03,2025-04-03T23:05:00Z,3313,Yankee Stadium,New York Yankees,Arizona Diamondbacks,147,109,9,7,16,471911,Carlos Carrasco,518876,Merrill Kelly
778468,2025-04-03,2025-04-03T23:40:00Z,32,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,1,0,1,641482,Nestor Cortes,666157,Nick Lodolo
778458,2025-04-04,2025-04-04T17:10:00Z,2394,Comerica Park,Detroit Tigers,Chicago White Sox,116,145,7,4,11,656427,Jack Flaherty,686563,Jonathan Cannon
778463,2025-04-04,2025-04-04T18:10:00Z,3,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,13,9,22,621111,Walker Buehler,607200,Erick Fedde
778460,2025-04-04,2025-04-04T18:20:00Z,17,Wrigley Field,Chicago Cubs,San Diego Padres,112,135,3,1,4,684007,Shota Imanaga,681190,Randy Vásquez
778465,2025-04-04,2025-04-04T19:10:00Z,3289,Citi Field,New York Mets,Toronto Blue Jays,121,141,5,0,5,656731,Tylor Megill,592332,Kevin Gausman
778456,2025-04-04,2025-04-04T20:10:00Z,19,Coors Field,Colorado Rockies,Athletics,115,133,3,6,9,663372,Ryan Feltner,674370,Osvaldo Bido
778461,2025-04-04,2025-04-04T20:12:00Z,31,PNC Park,Pittsburgh Pirates,New York Yankees,134,147,4,9,13,656605,Mitch Keller,608331,Max Fried
778444,2025-04-04,2025-04-04T20:35:00Z,2395,Oracle Park,San Francisco Giants,Seattle Mariners,137,136,10,9,19,434378,Justin Verlander,622379,Luis F. Castillo
778457,2025-04-04,2025-04-04T22:45:00Z,3309,Nationals Park,Washington Nationals,Arizona Diamondbacks,120,109,4,6,10,663623,Jake Irvin,694297,Brandon Pfaadt
778459,2025-04-04,2025-04-04T22:45:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,143,119,3,2,5,666200,Jesús Luzardo,808967,Yoshinobu Yamamoto
778464,2025-04-04,2025-04-04T23:15:00Z,4705,Truist Park,Atlanta Braves,Miami Marlins,144,146,10,0,10,680885,Spencer Schwellenbach,676974,Max Meyer
778455,2025-04-04,2025-04-04T23:40:00Z,7,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,118,110,8,2,10,607625,Seth Lugo,665152,Dean Kremer
778454,2025-04-04,2025-04-05T00:05:00Z,5325,Globe Life Field,Texas Rangers,Tampa Bay Rays,140,139,5,2,7,641816,Tyler Mahle,641793,Zack Littell
778453,2025-04-04,2025-04-05T00:10:00Z,32,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,3,2,5,641302,Tyler Alexander,607259,Nick Martinez
778447,2025-04-04,2025-04-05T01:38:00Z,1,Angel Stadium,Los Angeles Angels,Cleveland Guardians,108,114,6,8,14,667755,José Soriano,668909,Gavin Williams
778445,2025-04-05,2025-04-05T17:10:00Z,2394,Comerica Park,Detroit Tigers,Chicago White Sox,116,145,7,2,9,681857,Reese Olson,663436,Davis Martin
778440,2025-04-05,2025-04-05T18:10:00Z,3312,Target Field,Minnesota Twins,Houston Astros,142,117,6,1,7,641927,Bailey Ober,681293,Spencer Arrighetti
778450,2025-04-05,2025-04-05T18:20:00Z,17,Wrigley Field,Chicago Cubs,San Diego Padres,112,135,7,1,8,571510,Matthew Boyd,601713,Nick Pivetta
778452,2025-04-05,2025-04-05T20:05:00Z,3309,Nationals Park,Washington Nationals,Arizona Diamondbacks,120,109,4,3,7,680730,Mitchell Parker,593958,Eduardo Rodriguez
778448,2025-04-05,2025-04-05T20:05:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,143,119,1,3,4,605400,Aaron Nola,808963,Roki Sasaki
778449,2025-04-05,2025-04-05T20:05:00Z,31,PNC Park,Pittsburgh Pirates,New York Yankees,134,147,4,10,14,663559,Bailey Falter,573186,Marcus Stroman
778441,2025-04-05,2025-04-05T20:10:00Z,7,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,118,110,1,8,9,608379,Michael Wacha,608372,Tomoyuki Sugano
778438,2025-04-05,2025-04-05T23:05:00Z,5325,Globe Life Field,Texas Rangers,Tampa Bay Rays,140,139,6,4,10,594798,Jacob deGrom,671737,Taj Bradley
778446,2025-04-05,2025-04-05T23:10:00Z,3289,Citi Field,New York Mets,Toronto Blue Jays,121,141,3,2,5,656288,Griffin Canning,605135,Chris Bassitt
778439,2025-04-05,2025-04-05T23:10:00Z,32,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,7,11,18,660730,Elvin Rodríguez,663903,Brady Singer
778451,2025-04-05,2025-04-05T23:15:00Z,4705,Truist Park,Atlanta Braves,Miami Marlins,144,146,0,4,4,700363,AJ Smith-Shawver,615698,Cal Quantrill
778442,2025-04-05,2025-04-06T00:10:00Z,19,Coors Field,Colorado Rockies,Athletics,115,133,4,7,11,608566,Germán Márquez,676664,JP Sears
778436,2025-04-05,2025-04-06T01:05:00Z,2395,Oracle Park,San Francisco Giants,Seattle Mariners,137,136,4,1,5,592662,Robbie Ray,682243,Bryce Miller
778437,2025-04-05,2025-04-06T01:38:00Z,1,Angel Stadium,Los Angeles Angels,Cleveland Guardians,108,114,10,4,14,686799,Jack Kochanowicz,676440,Tanner Bibee
778429,2025-04-06,2025-04-06T17:35:00Z,3309,Nationals Park,Washington Nationals,Arizona Diamondbacks,120,109,5,4,9,592866,Trevor Williams,669203,Corbin Burnes
778443,2025-04-06,2025-04-06T17:35:00Z,3,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,5,4,9,656794,Sean Newcomb,669467,Andre Pallante
778432,2025-04-06,2025-04-06T23:10:00Z,3,Fenway Park,Boston Red Sox,St. Louis Cardinals,111,138,18,7,25,690928,Hunter Dobbins,571945,Miles Mikolas
778434,2025-04-06,2025-04-06T17:35:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Los Angeles Dodgers,143,119,8,7,15,650911,Cristopher Sánchez,607192,Tyler Glasnow
778428,2025-04-06,2025-04-06T17:35:00Z,31,PNC Park,Pittsburgh Pirates,New York Yankees,134,147,5,4,9,571760,Andrew Heaney,701542,Will Warren
778435,2025-04-06,2025-04-06T17:40:00Z,3289,Citi Field,New York Mets,Toronto Blue Jays,121,141,2,1,3,656849,David Peterson,670102,Bowden Francis
778433,2025-04-06,2025-04-06T17:40:00Z,2394,Comerica Park,Detroit Tigers,Chicago White Sox,116,145,4,3,7,695549,Jackson Jobe,527048,Martín Pérez
778422,2025-04-06,2025-04-06T18:10:00Z,7,Kauffman Stadium,Kansas City Royals,Baltimore Orioles,118,110,4,1,5,663460,Kris Bubic,700249,Cade Povich
778419,2025-04-06,2025-04-06T18:10:00Z,3312,Target Field,Minnesota Twins,Houston Astros,142,117,7,9,16,663978,Chris Paddack,669854,Ronel Blanco
778421,2025-04-06,2025-04-06T18:10:00Z,32,American Family Field,Milwaukee Brewers,Cincinnati Reds,158,113,8,2,10,694477,Chad Patrick,686730,Carson Spiers
778430,2025-04-06,2025-04-06T18:20:00Z,17,Wrigley Field,Chicago Cubs,San Diego Padres,112,135,7,8,15,676962,Ben Brown,606996,Kyle Hart
778420,2025-04-06,2025-04-06T18:35:00Z,5325,Globe Life Field,Texas Rangers,Tampa Bay Rays,140,139,4,3,7,677958,Kumar Rocker,656876,Drew Rasmussen
778423,2025-04-06,2025-04-06T19:10:00Z,19,Coors Field,Colorado Rockies,Athletics,115,133,12,5,17,801403,Chase Dollander,683155,Joey Estes
778427,2025-04-06,2025-04-06T20:05:00Z,2395,Oracle Park,San Francisco Giants,Seattle Mariners,137,136,5,4,9,663855,Jordan Hicks,693433,Bryan Woo
778425,2025-04-06,2025-04-06T20:07:00Z,1,Angel Stadium,Los Angeles Angels,Cleveland Guardians,108,114,6,2,8,542881,Tyler Anderson,682847,Luis Ortiz
778424,2025-04-07,2025-04-07T19:10:00Z,2394,Comerica Park,Detroit Tigers,New York Yankees,116,147,6,2,8,663554,Casey Mize,607074,Carlos Rodón
778415,2025-04-07,2025-04-07T22:40:00Z,31,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,134,138,8,4,12,669387,Carmen Mlodzinski,669461,Matthew Liberatore
778418,2025-04-07,2025-04-07T22:45:00Z,3309,Nationals Park,Washington Nationals,Los Angeles Dodgers,120,119,6,4,10,669022,MacKenzie Gore,669160,Dustin May
778426,2025-04-07,2025-04-07T22:45:00Z,3,Fenway Park,Boston Red Sox,Toronto Blue Jays,111,141,2,6,8,690916,Richard Fitts,621244,José Berríos
778416,2025-04-07,2025-04-07T23:10:00Z,3289,Citi Field,New York Mets,Miami Marlins,121,146,2,0,2,673540,Kodai Senga,678368,Valente Bellozo
778411,2025-04-07,2025-04-07T23:40:00Z,17,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,7,0,7,657006,Justin Steele,543135,Nathan Eovaldi
778412,2025-04-07,2025-04-07T23:40:00Z,7,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,4,2,6,547179,Michael Lorenzen,680573,Simeon Woods Richardson
778413,2025-04-07,2025-04-08T01:40:00Z,15,Chase Field,Arizona Diamondbacks,Baltimore Orioles,109,110,1,5,6,668678,Zac Gallen,621107,Zach Eflin
778405,2025-04-07,2025-04-08T01:40:00Z,680,T-Mobile Park,Seattle Mariners,Houston Astros,136,117,4,3,7,669302,Logan Gilbert,669713,Hayden Wesneski
778410,2025-04-07,2025-04-08T01:45:00Z,2395,Oracle Park,San Francisco Giants,Cincinnati Reds,137,113,0,2,2,657277,Logan Webb,668881,Hunter Greene
778414,2025-04-07,2025-04-08T02:05:00Z,2529,Sutter Health Park,Athletics,San Diego Padres,133,135,4,5,9,622663,Luis Severino,650633,Michael King
778403,2025-04-08,2025-04-08T17:10:00Z,2394,Comerica Park,Detroit Tigers,New York Yankees,116,147,5,0,5,669373,Tarik Skubal,471911,Carlos Carrasco
778402,2025-04-08,2025-04-08T20:10:00Z,5,Progressive Field,Cleveland Guardians,Chicago White Sox,114,145,1,0,1,594902,Ben Lively,681343,Shane Smith
778407,2025-04-08,2025-04-08T20:10:00Z,3289,Citi Field,New York Mets,Miami Marlins,121,146,10,5,15,605280,Clay Holmes,687362,Connor Gillispie
778408,2025-04-08,2025-04-08T22:40:00Z,31,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,134,138,3,5,8,694973,Paul Skenes,543243,Sonny Gray
778409,2025-04-08,2025-04-08T22:45:00Z,3309,Nationals Park,Washington Nationals,Los Angeles Dodgers,120,119,8,2,10,695418,Brad Lord,680736,Justin Wrobleski
778404,2025-04-08,2025-04-08T22:45:00Z,3,Fenway Park,Boston Red Sox,Toronto Blue Jays,111,141,1,6,7,676979,Garrett Crochet,687922,Easton Lucas
