date,away_team_abbr,home_team_abbr,away_team,home_team,open_total,close_total,away_final,home_final,season
2018-04-02,CWS,TOR,Chicago White Sox,Toronto Blue Jays,9.5,9.0,2,4,2018
2018-04-02,BAL,HOU,Baltimore Orioles,Houston Astros,9.0,9.5,1,6,2018
2018-04-02,TEX,OAK,Texas Rangers,Oakland Athletics,9.0,9.0,1,3,2018
2018-04-02,CLE,LAA,Cleveland Guardians,Los Angeles Angels,9.0,8.0,6,0,2018
2018-04-02,MIN,PIT,Minnesota Twins,Pittsburgh Pirates,8.5,7.5,4,5,2018
2018-04-02,BOS,MIA,Boston Red Sox,Miami Marlins,9.0,8.5,7,3,2018
2018-04-03,PHI,NYM,Philadelphia Phillies,New York Mets,8.0,7.5,0,2,2018
2018-04-03,WAS,ATL,Washington Nationals,Atlanta Braves,9.0,9.5,6,13,2018
2018-04-03,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,9.0,9.5,4,5,2018
2018-04-03,LAD,ARI,Los Angeles Dodgers,Arizona Diamondbacks,7.5,7.5,1,6,2018
2018-04-03,COL,SDG,Colorado Rockies,San Diego Padres,8.5,8.0,4,8,2018
2018-04-03,KAN,DET,Kansas City Royals,Detroit Tigers,9.0,8.5,1,0,2018
2018-04-03,CWS,TOR,Chicago White Sox,Toronto Blue Jays,9.0,9.0,5,14,2018
2018-04-03,BAL,HOU,Baltimore Orioles,Houston Astros,9.0,9.0,6,10,2018
2018-04-03,TEX,OAK,Texas Rangers,Oakland Athletics,8.5,9.0,4,1,2018
2018-04-03,CLE,LAA,Cleveland Guardians,Los Angeles Angels,8.5,8.0,2,13,2018
2018-04-03,SEA,SFO,Seattle Mariners,San Francisco Giants,8.5,8.0,6,4,2018
2018-04-03,BOS,MIA,Boston Red Sox,Miami Marlins,7.5,7.5,4,2,2018
2018-04-03,TAM,NYY,Tampa Bay Rays,New York Yankees,8.5,7.0,4,11,2018
2018-04-04,WAS,ATL,Washington Nationals,Atlanta Braves,8.0,8.0,1,7,2018
2018-04-04,PHI,NYM,Philadelphia Phillies,New York Mets,7.0,7.0,2,4,2018
2018-04-04,LAD,ARI,Los Angeles Dodgers,Arizona Diamondbacks,8.5,8.0,0,3,2018
2018-04-04,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,9.0,9.5,6,0,2018
2018-04-04,COL,SDG,Colorado Rockies,San Diego Padres,7.5,7.0,5,2,2018
2018-04-04,TAM,NYY,Tampa Bay Rays,New York Yankees,8.0,8.5,2,7,2018
2018-04-04,BAL,HOU,Baltimore Orioles,Houston Astros,8.5,8.0,2,3,2018
2018-04-04,CLE,LAA,Cleveland Guardians,Los Angeles Angels,7.5,7.0,2,3,2018
2018-04-04,CWS,TOR,Chicago White Sox,Toronto Blue Jays,9.0,9.5,4,3,2018
2018-04-04,TEX,OAK,Texas Rangers,Oakland Athletics,8.5,8.5,2,6,2018
2018-04-04,MIN,PIT,Minnesota Twins,Pittsburgh Pirates,8.0,8.0,7,3,2018
2018-04-04,SEA,SFO,Seattle Mariners,San Francisco Giants,7.0,7.5,1,10,2018
2018-04-05,NYM,WAS,New York Mets,Washington Nationals,7.5,7.0,8,2,2018
2018-04-05,MIA,PHI,Miami Marlins,Philadelphia Phillies,9.0,8.0,0,5,2018
2018-04-05,COL,SDG,Colorado Rockies,San Diego Padres,8.5,7.5,3,1,2018
2018-04-05,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,8.5,8.0,2,5,2018
2018-04-05,ARI,STL,Arizona Diamondbacks,St. Louis Cardinals,8.0,8.0,3,1,2018
2018-04-05,CUB,MIL,Chicago Cubs,Milwaukee Brewers,9.0,9.0,8,0,2018
2018-04-05,TAM,BOS,Tampa Bay Rays,Boston Red Sox,8.5,9.0,2,3,2018
2018-04-05,TEX,OAK,Texas Rangers,Oakland Athletics,9.5,9.0,6,3,2018
2018-04-05,SEA,MIN,Seattle Mariners,Minnesota Twins,8.5,7.5,2,4,2018
2018-04-05,DET,CWS,Detroit Tigers,Chicago White Sox,9.5,8.5,9,7,2018
2018-04-05,BAL,NYY,Baltimore Orioles,New York Yankees,9.0,8.5,5,2,2018
2018-04-06,ATL,COL,Atlanta Braves,Colorado Rockies,11.0,9.0,8,3,2018
2018-04-06,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,8.0,8.0,3,14,2018
2018-04-06,CUB,MIL,Chicago Cubs,Milwaukee Brewers,9.0,8.5,4,5,2018
2018-04-06,KAN,CLE,Kansas City Royals,Cleveland Guardians,7.5,7.0,2,3,2018
2018-04-06,BAL,NYY,Baltimore Orioles,New York Yankees,9.5,9.5,7,3,2018
2018-04-06,TOR,TEX,Toronto Blue Jays,Texas Rangers,10.0,10.0,8,5,2018
2018-04-06,OAK,LAA,Oakland Athletics,Los Angeles Angels,9.0,9.0,9,13,2018
2018-04-06,SDG,HOU,San Diego Padres,Houston Astros,8.5,8.5,4,1,2018
2018-04-07,NYM,WAS,New York Mets,Washington Nationals,8.5,8.0,3,2,2018
2018-04-07,ARI,STL,Arizona Diamondbacks,St. Louis Cardinals,7.5,7.5,3,5,2018
2018-04-07,LAD,SFO,Los Angeles Dodgers,San Francisco Giants,7.5,8.0,5,7,2018
2018-04-07,CUB,MIL,Chicago Cubs,Milwaukee Brewers,9.0,9.0,5,2,2018
2018-04-07,MIA,PHI,Miami Marlins,Philadelphia Phillies,8.5,8.5,1,20,2018
2018-04-07,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,8.5,8.0,7,4,2018
2018-04-07,ATL,COL,Atlanta Braves,Colorado Rockies,11.5,11.0,2,3,2018
2018-04-07,BAL,NYY,Baltimore Orioles,New York Yankees,9.5,9.5,3,8,2018
2018-04-07,TAM,BOS,Tampa Bay Rays,Boston Red Sox,8.5,9.0,3,10,2018
2018-04-07,DET,CWS,Detroit Tigers,Chicago White Sox,8.5,8.0,6,1,2018
2018-04-07,SEA,MIN,Seattle Mariners,Minnesota Twins,8.5,8.0,11,4,2018
2018-04-07,KAN,CLE,Kansas City Royals,Cleveland Guardians,8.0,7.5,1,0,2018
2018-04-07,TOR,TEX,Toronto Blue Jays,Texas Rangers,9.5,8.5,1,5,2018
2018-04-07,OAK,LAA,Oakland Athletics,Los Angeles Angels,8.5,9.0,7,3,2018
2018-04-07,SDG,HOU,San Diego Padres,Houston Astros,8.5,9.0,0,1,2018
2018-04-08,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,7.5,7.5,0,5,2018
2018-04-08,MIA,PHI,Miami Marlins,Philadelphia Phillies,7.5,8.0,6,3,2018
2018-04-08,CUB,MIL,Chicago Cubs,Milwaukee Brewers,8.5,8.5,3,0,2018
2018-04-08,ARI,STL,Arizona Diamondbacks,St. Louis Cardinals,8.0,7.5,4,1,2018
2018-04-08,ATL,COL,Atlanta Braves,Colorado Rockies,11.5,11.0,4,0,2018
2018-04-08,LAD,SFO,Los Angeles Dodgers,San Francisco Giants,7.0,8.0,2,1,2018
2018-04-08,NYM,WAS,New York Mets,Washington Nationals,8.0,8.0,6,5,2018
2018-04-08,BAL,NYY,Baltimore Orioles,New York Yankees,9.5,8.5,8,7,2018
2018-04-08,TAM,BOS,Tampa Bay Rays,Boston Red Sox,9.5,8.0,7,8,2018
2018-04-08,KAN,CLE,Kansas City Royals,Cleveland Guardians,8.0,7.5,1,3,2018
2018-04-08,DET,CWS,Detroit Tigers,Chicago White Sox,9.0,8.0,1,0,2018
2018-04-08,TOR,TEX,Toronto Blue Jays,Texas Rangers,9.5,9.0,7,4,2018
2018-04-08,OAK,LAA,Oakland Athletics,Los Angeles Angels,8.5,9.0,1,6,2018
2018-04-08,SDG,HOU,San Diego Padres,Houston Astros,8.5,8.5,1,4,2018
2018-04-09,CIN,PHI,Cincinnati Reds,Philadelphia Phillies,8.5,9.0,5,6,2018
2018-04-09,ATL,WAS,Atlanta Braves,Washington Nationals,7.5,7.5,0,2,2018
2018-04-09,MIL,STL,Milwaukee Brewers,St. Louis Cardinals,8.5,8.0,5,4,2018
2018-04-09,NYM,MIA,New York Mets,Miami Marlins,7.5,7.5,4,2,2018
2018-04-09,SDG,COL,San Diego Padres,Colorado Rockies,10.5,9.5,7,6,2018
2018-04-09,ARI,SFO,Arizona Diamondbacks,San Francisco Giants,8.5,8.0,2,1,2018
2018-04-09,DET,CLE,Detroit Tigers,Cleveland Guardians,8.5,6.5,0,2,2018
2018-04-09,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,8.5,7.5,7,1,2018
2018-04-09,LAA,TEX,Los Angeles Angels,Texas Rangers,9.5,9.0,8,3,2018
2018-04-09,TAM,CWS,Tampa Bay Rays,Chicago White Sox,8.5,7.0,5,4,2018
2018-04-09,HOU,MIN,Houston Astros,Minnesota Twins,8.5,8.0,2,0,2018
2018-04-09,SEA,KAN,Seattle Mariners,Kansas City Royals,8.5,7.5,0,10,2018
2018-04-10,ATL,WAS,Atlanta Braves,Washington Nationals,7.5,7.0,1,4,2018
2018-04-10,CIN,PHI,Cincinnati Reds,Philadelphia Phillies,8.0,7.5,1,6,2018
2018-04-10,NYM,MIA,New York Mets,Miami Marlins,8.0,8.0,8,6,2018
2018-04-10,MIL,STL,Milwaukee Brewers,St. Louis Cardinals,8.0,7.5,3,5,2018
2018-04-10,SDG,COL,San Diego Padres,Colorado Rockies,10.0,10.5,5,2,2018
2018-04-10,ARI,SFO,Arizona Diamondbacks,San Francisco Giants,7.0,7.5,4,5,2018
2018-04-10,TAM,CWS,Tampa Bay Rays,Chicago White Sox,8.0,8.5,6,5,2018
2018-04-10,DET,CLE,Detroit Tigers,Cleveland Guardians,8.5,8.5,1,2,2018
2018-04-10,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,8.5,9.0,2,1,2018
2018-04-10,NYY,BOS,New York Yankees,Boston Red Sox,7.5,7.0,1,14,2018
2018-04-10,LAA,TEX,Los Angeles Angels,Texas Rangers,9.5,10.0,11,1,2018
2018-04-10,HOU,MIN,Houston Astros,Minnesota Twins,8.0,8.0,1,4,2018
2018-04-10,SEA,KAN,Seattle Mariners,Kansas City Royals,8.5,8.5,8,3,2018
2018-04-10,OAK,LAD,Oakland Athletics,Los Angeles Dodgers,7.5,8.5,0,4,2018
2018-04-10,PIT,CUB,Pittsburgh Pirates,Chicago Cubs,8.0,9.0,8,5,2018
2018-04-11,ATL,WAS,Atlanta Braves,Washington Nationals,8.5,9.0,5,3,2018
2018-04-11,MIL,STL,Milwaukee Brewers,St. Louis Cardinals,8.5,9.5,3,2,2018
2018-04-11,SDG,COL,San Diego Padres,Colorado Rockies,11.0,11.5,4,6,2018
2018-04-11,ARI,SFO,Arizona Diamondbacks,San Francisco Giants,7.0,7.5,7,3,2018
2018-04-11,CIN,PHI,Cincinnati Reds,Philadelphia Phillies,8.0,8.0,3,4,2018
2018-04-11,NYM,MIA,New York Mets,Miami Marlins,8.5,8.5,4,1,2018
2018-04-11,PIT,CUB,Pittsburgh Pirates,Chicago Cubs,8.5,8.0,5,13,2018
2018-04-11,HOU,MIN,Houston Astros,Minnesota Twins,8.0,8.0,8,9,2018
2018-04-11,TAM,CWS,Tampa Bay Rays,Chicago White Sox,8.5,9.0,1,2,2018
2018-04-11,SEA,KAN,Seattle Mariners,Kansas City Royals,7.5,8.5,4,2,2018
2018-04-11,DET,CLE,Detroit Tigers,Cleveland Guardians,8.0,8.0,1,5,2018
2018-04-11,TOR,BAL,Toronto Blue Jays,Baltimore Orioles,8.5,8.5,3,5,2018
2018-04-11,NYY,BOS,New York Yankees,Boston Red Sox,8.0,8.0,10,7,2018
2018-04-11,LAA,TEX,Los Angeles Angels,Texas Rangers,10.5,11.0,7,2,2018
2018-04-11,OAK,LAD,Oakland Athletics,Los Angeles Dodgers,8.0,7.5,16,6,2018
2018-04-12,PIT,CUB,Pittsburgh Pirates,Chicago Cubs,8.0,8.5,6,1,2018
2018-04-12,STL,CIN,St. Louis Cardinals,Cincinnati Reds,9.0,9.5,13,4,2018
2018-04-12,COL,WAS,Colorado Rockies,Washington Nationals,8.0,9.0,5,1,2018
2018-04-12,SFO,SDG,San Francisco Giants,San Diego Padres,8.0,8.5,7,0,2018
2018-04-12,DET,CLE,Detroit Tigers,Cleveland Guardians,7.5,8.5,3,9,2018
2018-04-12,NYY,BOS,New York Yankees,Boston Red Sox,9.0,9.0,3,6,2018
2018-04-12,CWS,MIN,Chicago White Sox,Minnesota Twins,8.5,8.5,0,4,2018
2018-04-12,LAA,KAN,Los Angeles Angels,Kansas City Royals,9.0,10.0,7,1,2018
2018-04-13,ATL,CUB,Atlanta Braves,Chicago Cubs,7.5,7.5,4,0,2018
2018-04-13,STL,CIN,St. Louis Cardinals,Cincinnati Reds,8.5,9.5,5,3,2018
2018-04-13,COL,WAS,Colorado Rockies,Washington Nationals,9.0,8.5,2,1,2018
2018-04-13,MIL,NYM,Milwaukee Brewers,New York Mets,8.5,8.5,5,6,2018
2018-04-13,PIT,MIA,Pittsburgh Pirates,Miami Marlins,9.0,8.0,2,7,2018
2018-04-13,SFO,SDG,San Francisco Giants,San Diego Padres,8.0,8.5,1,5,2018
2018-04-13,ARI,LAD,Arizona Diamondbacks,Los Angeles Dodgers,7.0,6.5,8,7,2018
2018-04-13,NYY,DET,New York Yankees,Detroit Tigers,9.0,9.0,8,6,2018
2018-04-13,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,8.0,8.5,8,4,2018
2018-04-13,BAL,BOS,Baltimore Orioles,Boston Red Sox,9.5,9.5,3,7,2018
2018-04-13,TEX,HOU,Texas Rangers,Houston Astros,8.0,8.5,2,3,2018
2018-04-13,LAA,KAN,Los Angeles Angels,Kansas City Royals,9.0,10.0,5,4,2018
2018-04-13,OAK,SEA,Oakland Athletics,Seattle Mariners,8.0,8.0,4,7,2018
2018-04-13,PHI,TAM,Philadelphia Phillies,Tampa Bay Rays,8.5,8.0,2,1,2018
2018-04-14,COL,WAS,Colorado Rockies,Washington Nationals,7.0,7.5,2,6,2018
2018-04-14,STL,CIN,St. Louis Cardinals,Cincinnati Reds,9.5,9.5,6,1,2018
2018-04-14,ATL,CUB,Atlanta Braves,Chicago Cubs,7.0,6.5,10,14,2018
2018-04-14,PIT,MIA,Pittsburgh Pirates,Miami Marlins,7.5,7.5,1,0,2018
2018-04-14,MIL,NYM,Milwaukee Brewers,New York Mets,8.0,8.0,5,1,2018
2018-04-14,SFO,SDG,San Francisco Giants,San Diego Padres,8.0,8.5,4,5,2018
2018-04-14,ARI,LAD,Arizona Diamondbacks,Los Angeles Dodgers,7.0,7.5,9,1,2018
2018-04-14,BAL,BOS,Baltimore Orioles,Boston Red Sox,9.5,9.0,3,10,2018
2018-04-14,TEX,HOU,Texas Rangers,Houston Astros,8.5,8.5,6,5,2018
2018-04-14,LAA,KAN,Los Angeles Angels,Kansas City Royals,8.5,7.5,5,3,2018
2018-04-14,OAK,SEA,Oakland Athletics,Seattle Mariners,8.5,9.0,8,10,2018
2018-04-14,PHI,TAM,Philadelphia Phillies,Tampa Bay Rays,7.5,7.0,9,4,2018
2018-04-15,STL,CIN,St. Louis Cardinals,Cincinnati Reds,9.0,8.5,3,2,2018
2018-04-15,PIT,MIA,Pittsburgh Pirates,Miami Marlins,8.5,8.5,7,3,2018
2018-04-15,MIL,NYM,Milwaukee Brewers,New York Mets,7.5,7.0,2,3,2018
2018-04-15,COL,WAS,Colorado Rockies,Washington Nationals,7.5,7.0,6,5,2018
2018-04-15,ARI,LAD,Arizona Diamondbacks,Los Angeles Dodgers,7.0,6.5,2,7,2018
2018-04-15,SFO,SDG,San Francisco Giants,San Diego Padres,8.0,8.0,1,10,2018
2018-04-15,BAL,BOS,Baltimore Orioles,Boston Red Sox,7.0,6.5,1,3,2018
2018-04-15,OAK,SEA,Oakland Athletics,Seattle Mariners,8.5,8.5,2,1,2018
2018-04-15,TEX,HOU,Texas Rangers,Houston Astros,8.5,8.0,3,1,2018
2018-04-15,PHI,TAM,Philadelphia Phillies,Tampa Bay Rays,8.0,8.0,10,4,2018
2018-04-16,COL,PIT,Colorado Rockies,Pittsburgh Pirates,8.5,8.0,6,2,2018
2018-04-16,WAS,NYM,Washington Nationals,New York Mets,8.0,7.5,8,6,2018
2018-04-16,PHI,ATL,Philadelphia Phillies,Atlanta Braves,8.0,8.5,1,2,2018
2018-04-16,CIN,MIL,Cincinnati Reds,Milwaukee Brewers,8.5,8.0,10,4,2018
2018-04-16,LAD,SDG,Los Angeles Dodgers,San Diego Padres,8.0,7.5,10,3,2018
2018-04-16,TEX,TAM,Texas Rangers,Tampa Bay Rays,8.5,7.5,4,8,2018
2018-04-16,CWS,OAK,Chicago White Sox,Oakland Athletics,8.5,8.5,1,8,2018
2018-04-16,HOU,SEA,Houston Astros,Seattle Mariners,8.0,7.0,1,2,2018
2018-04-16,MIA,NYY,Miami Marlins,New York Yankees,8.0,8.5,1,12,2018
2018-04-17,COL,PIT,Colorado Rockies,Pittsburgh Pirates,7.5,8.0,2,0,2018
2018-04-17,WAS,NYM,Washington Nationals,New York Mets,7.5,7.5,5,2,2018
2018-04-17,PHI,ATL,Philadelphia Phillies,Atlanta Braves,8.5,8.5,5,1,2018
2018-04-17,CIN,MIL,Cincinnati Reds,Milwaukee Brewers,8.5,9.0,0,2,2018
2018-04-17,STL,CUB,St. Louis Cardinals,Chicago Cubs,7.5,8.0,5,3,2018
2018-04-17,SFO,ARI,San Francisco Giants,Arizona Diamondbacks,8.5,8.0,0,1,2018
2018-04-17,LAD,SDG,Los Angeles Dodgers,San Diego Padres,8.0,7.5,7,3,2018
2018-04-17,BAL,DET,Baltimore Orioles,Detroit Tigers,8.0,9.0,2,4,2018
2018-04-17,KAN,TOR,Kansas City Royals,Toronto Blue Jays,8.5,9.0,4,5,2018
2018-04-17,CLE,MIN,Cleveland Guardians,Minnesota Twins,7.0,8.0,6,1,2018
2018-04-17,TEX,TAM,Texas Rangers,Tampa Bay Rays,8.0,8.5,7,2,2018
2018-04-17,CWS,OAK,Chicago White Sox,Oakland Athletics,9.0,8.5,2,10,2018
2018-04-17,BOS,LAA,Boston Red Sox,Los Angeles Angels,7.5,8.0,10,1,2018
2018-04-17,HOU,SEA,Houston Astros,Seattle Mariners,8.5,8.0,4,1,2018
2018-04-17,MIA,NYY,Miami Marlins,New York Yankees,8.5,9.0,9,1,2018
2018-04-17,KAN,TOR,Kansas City Royals,Toronto Blue Jays,9.0,9.0,3,11,2018
2018-04-18,COL,PIT,Colorado Rockies,Pittsburgh Pirates,8.5,7.5,2,10,2018
2018-04-18,CIN,MIL,Cincinnati Reds,Milwaukee Brewers,8.5,9.0,0,2,2018
2018-04-18,WAS,NYM,Washington Nationals,New York Mets,8.0,8.0,5,11,2018
2018-04-18,PHI,ATL,Philadelphia Phillies,Atlanta Braves,8.5,9.0,3,7,2018
2018-04-18,SFO,ARI,San Francisco Giants,Arizona Diamondbacks,8.5,8.0,4,3,2018
2018-04-18,LAD,SDG,Los Angeles Dodgers,San Diego Padres,8.0,7.0,13,4,2018
2018-04-18,TEX,TAM,Texas Rangers,Tampa Bay Rays,7.5,8.0,2,4,2018
2018-04-18,CWS,OAK,Chicago White Sox,Oakland Athletics,8.5,9.0,11,12,2018
2018-04-18,KAN,TOR,Kansas City Royals,Toronto Blue Jays,8.5,8.0,5,15,2018
2018-04-18,BAL,DET,Baltimore Orioles,Detroit Tigers,9.0,8.5,5,6,2018
2018-04-18,CLE,MIN,Cleveland Guardians,Minnesota Twins,7.5,8.0,1,2,2018
2018-04-18,BOS,LAA,Boston Red Sox,Los Angeles Angels,8.5,8.0,9,0,2018
2018-04-18,HOU,SEA,Houston Astros,Seattle Mariners,8.0,7.5,7,1,2018
2018-04-19,PIT,PHI,Pittsburgh Pirates,Philadelphia Phillies,7.5,7.0,0,7,2018
2018-04-19,NYM,ATL,New York Mets,Atlanta Braves,9.0,9.5,4,12,2018
2018-04-19,MIA,MIL,Miami Marlins,Milwaukee Brewers,8.5,9.0,3,12,2018
2018-04-19,SFO,ARI,San Francisco Giants,Arizona Diamondbacks,8.5,8.5,1,3,2018
2018-04-19,BAL,DET,Baltimore Orioles,Detroit Tigers,9.0,9.0,8,13,2018
2018-04-19,HOU,SEA,Houston Astros,Seattle Mariners,8.5,8.5,9,2,2018
2018-04-19,TOR,NYY,Toronto Blue Jays,New York Yankees,9.0,9.0,3,4,2018
2018-04-19,BOS,LAA,Boston Red Sox,Los Angeles Angels,8.5,8.5,8,2,2018
2018-04-19,STL,CUB,St. Louis Cardinals,Chicago Cubs,7.0,7.0,5,8,2018
2018-04-20,PIT,PHI,Pittsburgh Pirates,Philadelphia Phillies,8.5,8.0,1,2,2018
2018-04-20,NYM,ATL,New York Mets,Atlanta Braves,8.0,7.5,5,3,2018
2018-04-20,MIA,MIL,Miami Marlins,Milwaukee Brewers,9.0,9.0,0,8,2018
2018-04-20,CIN,STL,Cincinnati Reds,St. Louis Cardinals,8.0,8.5,2,4,2018
2018-04-20,CUB,COL,Chicago Cubs,Colorado Rockies,10.5,9.5,16,5,2018
2018-04-20,SDG,ARI,San Diego Padres,Arizona Diamondbacks,9.0,8.5,4,1,2018
2018-04-20,WAS,LAD,Washington Nationals,Los Angeles Dodgers,6.0,5.5,5,2,2018
2018-04-20,TOR,NYY,Toronto Blue Jays,New York Yankees,9.0,8.5,8,5,2018
2018-04-20,CLE,BAL,Cleveland Guardians,Baltimore Orioles,8.0,7.5,1,3,2018
2018-04-20,KAN,DET,Kansas City Royals,Detroit Tigers,9.0,8.0,3,2,2018
2018-04-20,MIN,TAM,Minnesota Twins,Tampa Bay Rays,7.5,8.0,7,8,2018
2018-04-20,SEA,TEX,Seattle Mariners,Texas Rangers,9.0,9.5,6,2,2018
2018-04-20,HOU,CWS,Houston Astros,Chicago White Sox,8.0,8.5,10,0,2018
2018-04-20,BOS,OAK,Boston Red Sox,Oakland Athletics,9.0,8.5,7,3,2018
2018-04-20,SFO,LAA,San Francisco Giants,Los Angeles Angels,9.0,8.5,8,1,2018
2018-04-20,KAN,DET,Kansas City Royals,Detroit Tigers,8.0,9.0,2,3,2018
2018-04-21,CIN,STL,Cincinnati Reds,St. Louis Cardinals,8.0,8.5,3,4,2018
2018-04-21,PIT,PHI,Pittsburgh Pirates,Philadelphia Phillies,8.0,8.0,2,6,2018
