date,away_team_abbr,home_team_abbr,away_team,home_team,open_total,close_total,away_final,home_final,season
2019-03-29,LAA,OAK,Los Angeles Angels,Oakland Athletics,8.0,8.5,6,2,2019
2019-03-29,BOS,SEA,Boston Red Sox,Seattle Mariners,8.0,8.0,7,6,2019
2019-03-30,NYM,WAS,New York Mets,Washington Nationals,7.0,7.5,11,8,2019
2019-03-30,ATL,PHI,Atlanta Braves,Philadelphia Phillies,8.5,9.0,6,8,2019
2019-03-30,COL,MIA,Colorado Rockies,Miami Marlins,8.0,7.5,3,7,2019
2019-03-30,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,8.5,9.0,2,4,2019
2019-03-30,SFO,SDG,San Francisco Giants,San Diego Padres,7.5,7.5,3,2,2019
2019-03-30,ARI,LAD,Arizona Diamondbacks,Los Angeles Dodgers,7.5,7.5,5,18,2019
2019-03-30,BAL,NYY,Baltimore Orioles,New York Yankees,8.5,8.5,5,3,2019
2019-03-30,CLE,MIN,Cleveland Guardians,Minnesota Twins,8.0,7.0,2,1,2019
2019-03-30,CWS,KAN,Chicago White Sox,Kansas City Royals,8.5,7.5,6,8,2019
2019-03-30,DET,TOR,Detroit Tigers,Toronto Blue Jays,9.0,8.5,0,3,2019
2019-03-30,HOU,TAM,Houston Astros,Tampa Bay Rays,7.5,8.0,1,3,2019
2019-03-30,LAA,OAK,Los Angeles Angels,Oakland Athletics,8.5,8.5,2,4,2019
2019-03-30,BOS,SEA,Boston Red Sox,Seattle Mariners,8.5,8.5,5,6,2019
2019-03-30,CUB,TEX,Chicago Cubs,Texas Rangers,9.5,9.5,6,8,2019
2019-03-31,PIT,CIN,Pittsburgh Pirates,Cincinnati Reds,8.5,8.0,5,0,2019
2019-03-31,COL,MIA,Colorado Rockies,Miami Marlins,7.5,7.5,0,3,2019
2019-03-31,NYM,WAS,New York Mets,Washington Nationals,7.5,7.0,5,6,2019
2019-03-31,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,8.0,9.0,4,5,2019
2019-03-31,ARI,LAD,Arizona Diamondbacks,Los Angeles Dodgers,7.5,7.5,7,8,2019
2019-03-31,SFO,SDG,San Francisco Giants,San Diego Padres,8.0,7.5,1,3,2019
2019-03-31,ATL,PHI,Atlanta Braves,Philadelphia Phillies,8.5,8.0,1,5,2019
2019-03-31,BAL,NYY,Baltimore Orioles,New York Yankees,9.0,8.5,7,5,2019
2019-03-31,DET,TOR,Detroit Tigers,Toronto Blue Jays,9.0,9.0,4,3,2019
2019-03-31,HOU,TAM,Houston Astros,Tampa Bay Rays,8.0,8.5,1,3,2019
2019-03-31,CLE,MIN,Cleveland Guardians,Minnesota Twins,7.0,7.0,3,9,2019
2019-03-31,CWS,KAN,Chicago White Sox,Kansas City Royals,9.0,8.0,6,3,2019
2019-03-31,LAA,OAK,Los Angeles Angels,Oakland Athletics,9.0,8.5,1,2,2019
2019-03-31,BOS,SEA,Boston Red Sox,Seattle Mariners,9.0,8.0,8,10,2019
2019-03-31,CUB,TEX,Chicago Cubs,Texas Rangers,9.5,8.5,10,11,2019
2019-04-01,STL,PIT,St. Louis Cardinals,Pittsburgh Pirates,8.0,7.5,6,5,2019
2019-04-01,MIL,CIN,Milwaukee Brewers,Cincinnati Reds,8.5,8.5,4,3,2019
2019-04-01,CUB,ATL,Chicago Cubs,Atlanta Braves,8.5,8.0,0,8,2019
2019-04-01,NYM,MIA,New York Mets,Miami Marlins,8.0,7.5,7,3,2019
2019-04-01,SFO,LAD,San Francisco Giants,Los Angeles Dodgers,8.0,7.5,4,2,2019
2019-04-01,ARI,SDG,Arizona Diamondbacks,San Diego Padres,7.5,7.5,10,3,2019
2019-04-01,CWS,CLE,Chicago White Sox,Cleveland Guardians,7.5,7.5,3,5,2019
2019-04-01,DET,NYY,Detroit Tigers,New York Yankees,9.0,8.5,1,3,2019
2019-04-01,BAL,TOR,Baltimore Orioles,Toronto Blue Jays,9.0,9.0,6,5,2019
2019-04-01,HOU,TEX,Houston Astros,Texas Rangers,9.5,9.5,2,1,2019
2019-04-01,BOS,OAK,Boston Red Sox,Oakland Athletics,8.0,9.0,0,7,2019
2019-04-01,LAA,SEA,Los Angeles Angels,Seattle Mariners,8.5,9.0,3,6,2019
2019-04-01,COL,TAM,Colorado Rockies,Tampa Bay Rays,9.0,8.5,1,7,2019
2019-04-02,MIL,CIN,Milwaukee Brewers,Cincinnati Reds,8.5,9.0,4,3,2019
2019-04-02,PHI,WAS,Philadelphia Phillies,Washington Nationals,7.0,7.0,8,2,2019
2019-04-02,NYM,MIA,New York Mets,Miami Marlins,8.0,8.0,6,5,2019
2019-04-02,ARI,SDG,Arizona Diamondbacks,San Diego Padres,7.0,7.5,8,5,2019
2019-04-02,SFO,LAD,San Francisco Giants,Los Angeles Dodgers,7.0,7.0,5,6,2019
2019-04-02,DET,NYY,Detroit Tigers,New York Yankees,8.0,7.5,3,1,2019
2019-04-02,BAL,TOR,Baltimore Orioles,Toronto Blue Jays,8.5,8.5,2,1,2019
2019-04-02,HOU,TEX,Houston Astros,Texas Rangers,9.0,9.0,4,6,2019
2019-04-02,MIN,KAN,Minnesota Twins,Kansas City Royals,7.5,7.0,5,4,2019
2019-04-02,BOS,OAK,Boston Red Sox,Oakland Athletics,7.0,8.0,0,1,2019
2019-04-02,LAA,SEA,Los Angeles Angels,Seattle Mariners,8.5,8.5,1,2,2019
2019-04-02,COL,TAM,Colorado Rockies,Tampa Bay Rays,7.0,7.0,0,4,2019
2019-04-03,MIL,CIN,Milwaukee Brewers,Cincinnati Reds,8.5,8.5,1,0,2019
2019-04-03,PHI,WAS,Philadelphia Phillies,Washington Nationals,7.5,8.0,8,9,2019
2019-04-03,ARI,SDG,Arizona Diamondbacks,San Diego Padres,7.5,7.0,1,4,2019
2019-04-03,NYM,MIA,New York Mets,Miami Marlins,7.0,6.5,6,4,2019
2019-04-03,STL,PIT,St. Louis Cardinals,Pittsburgh Pirates,7.5,7.5,5,4,2019
2019-04-03,CUB,ATL,Chicago Cubs,Atlanta Braves,8.5,9.0,4,6,2019
2019-04-03,SFO,LAD,San Francisco Giants,Los Angeles Dodgers,7.5,7.0,3,5,2019
2019-04-03,CWS,CLE,Chicago White Sox,Cleveland Guardians,7.0,6.5,8,3,2019
2019-04-03,MIN,KAN,Minnesota Twins,Kansas City Royals,8.5,8.5,7,6,2019
2019-04-03,DET,NYY,Detroit Tigers,New York Yankees,8.5,9.5,2,1,2019
2019-04-03,BAL,TOR,Baltimore Orioles,Toronto Blue Jays,9.0,8.5,3,5,2019
2019-04-03,HOU,TEX,Houston Astros,Texas Rangers,9.0,9.0,0,4,2019
2019-04-03,BOS,OAK,Boston Red Sox,Oakland Athletics,8.5,8.5,6,3,2019
2019-04-03,COL,TAM,Colorado Rockies,Tampa Bay Rays,7.0,6.5,1,0,2019
2019-04-04,WAS,NYM,Washington Nationals,New York Mets,6.5,6.5,4,0,2019
2019-04-04,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,7.5,8.0,0,2,2019
2019-04-04,CUB,ATL,Chicago Cubs,Atlanta Braves,9.0,9.0,4,9,2019
2019-04-04,KAN,DET,Kansas City Royals,Detroit Tigers,7.5,7.5,4,5,2019
2019-04-04,NYY,BAL,New York Yankees,Baltimore Orioles,8.0,7.5,8,4,2019
2019-04-04,BOS,OAK,Boston Red Sox,Oakland Athletics,8.5,8.0,3,7,2019
2019-04-04,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,7.0,6.5,1,4,2019
2019-04-04,TEX,LAA,Texas Rangers,Los Angeles Angels,8.0,9.0,11,4,2019
2019-04-05,LAD,COL,Los Angeles Dodgers,Colorado Rockies,10.5,11.0,10,6,2019
2019-04-05,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,8.0,8.0,0,2,2019
2019-04-05,MIA,ATL,Miami Marlins,Atlanta Braves,8.5,8.0,0,4,2019
2019-04-05,CUB,MIL,Chicago Cubs,Milwaukee Brewers,8.5,8.5,10,13,2019
2019-04-05,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,7.0,7.5,2,3,2019
2019-04-05,OAK,HOU,Oakland Athletics,Houston Astros,8.5,8.5,2,3,2019
2019-04-05,TEX,LAA,Texas Rangers,Los Angeles Angels,8.5,8.5,1,3,2019
2019-04-05,TAM,SFO,Tampa Bay Rays,San Francisco Giants,7.0,7.0,5,2,2019
2019-04-05,MIN,PHI,Minnesota Twins,Philadelphia Phillies,8.0,8.0,4,10,2019
2019-04-05,BOS,ARI,Boston Red Sox,Arizona Diamondbacks,9.0,9.0,8,15,2019
2019-04-05,SEA,CWS,Seattle Mariners,Chicago White Sox,7.5,8.5,8,10,2019
2019-04-05,SDG,STL,San Diego Padres,St. Louis Cardinals,7.5,8.0,5,3,2019
2019-04-06,WAS,NYM,Washington Nationals,New York Mets,7.0,7.0,5,6,2019
2019-04-06,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,7.0,8.0,5,6,2019
2019-04-06,SDG,STL,San Diego Padres,St. Louis Cardinals,7.5,7.5,6,4,2019
2019-04-06,CUB,MIL,Chicago Cubs,Milwaukee Brewers,8.5,8.5,14,8,2019
2019-04-06,MIA,ATL,Miami Marlins,Atlanta Braves,8.0,8.5,4,2,2019
2019-04-06,LAD,COL,Los Angeles Dodgers,Colorado Rockies,10.0,10.0,7,2,2019
2019-04-06,KAN,DET,Kansas City Royals,Detroit Tigers,8.5,9.0,4,7,2019
2019-04-06,SEA,CWS,Seattle Mariners,Chicago White Sox,8.5,9.0,9,2,2019
2019-04-06,TEX,LAA,Texas Rangers,Los Angeles Angels,8.5,8.5,1,5,2019
2019-04-06,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,7.0,8.0,2,7,2019
2019-04-06,NYY,BAL,New York Yankees,Baltimore Orioles,8.5,8.5,6,4,2019
2019-04-06,OAK,HOU,Oakland Athletics,Houston Astros,8.5,9.5,0,6,2019
2019-04-06,MIN,PHI,Minnesota Twins,Philadelphia Phillies,8.0,8.5,6,2,2019
2019-04-06,TAM,SFO,Tampa Bay Rays,San Francisco Giants,7.0,7.5,4,6,2019
2019-04-06,BOS,ARI,Boston Red Sox,Arizona Diamondbacks,9.0,9.0,4,5,2019
2019-04-07,WAS,NYM,Washington Nationals,New York Mets,6.5,6.5,12,9,2019
2019-04-07,MIA,ATL,Miami Marlins,Atlanta Braves,8.5,8.5,3,4,2019
2019-04-07,CIN,PIT,Cincinnati Reds,Pittsburgh Pirates,7.5,7.5,5,7,2019
2019-04-07,CUB,MIL,Chicago Cubs,Milwaukee Brewers,9.0,9.0,2,4,2019
2019-04-07,SDG,STL,San Diego Padres,St. Louis Cardinals,8.5,9.0,1,4,2019
2019-04-07,LAD,COL,Los Angeles Dodgers,Colorado Rockies,11.0,11.5,12,6,2019
2019-04-07,NYY,BAL,New York Yankees,Baltimore Orioles,9.0,9.0,15,3,2019
2019-04-07,TOR,CLE,Toronto Blue Jays,Cleveland Guardians,7.0,7.5,1,3,2019
2019-04-07,KAN,DET,Kansas City Royals,Detroit Tigers,8.5,9.0,1,3,2019
2019-04-07,OAK,HOU,Oakland Athletics,Houston Astros,9.0,9.0,8,9,2019
2019-04-07,SEA,CWS,Seattle Mariners,Chicago White Sox,9.0,9.0,12,5,2019
2019-04-07,TEX,LAA,Texas Rangers,Los Angeles Angels,9.0,9.5,2,7,2019
2019-04-07,MIN,PHI,Minnesota Twins,Philadelphia Phillies,8.5,8.5,1,2,2019
2019-04-07,TAM,SFO,Tampa Bay Rays,San Francisco Giants,7.5,7.0,3,0,2019
2019-04-07,BOS,ARI,Boston Red Sox,Arizona Diamondbacks,9.5,9.5,1,0,2019
2019-04-08,PIT,CUB,Pittsburgh Pirates,Chicago Cubs,8.0,8.5,0,10,2019
2019-04-08,WAS,PHI,Washington Nationals,Philadelphia Phillies,9.0,9.5,3,4,2019
2019-04-08,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,8.5,8.0,3,4,2019
2019-04-08,ATL,COL,Atlanta Braves,Colorado Rockies,10.0,10.5,8,6,2019
2019-04-08,SDG,SFO,San Diego Padres,San Francisco Giants,7.0,7.0,6,5,2019
2019-04-08,TAM,CWS,Tampa Bay Rays,Chicago White Sox,7.5,7.5,5,1,2019
2019-04-08,OAK,BAL,Oakland Athletics,Baltimore Orioles,9.0,10.0,4,12,2019
2019-04-08,NYY,HOU,New York Yankees,Houston Astros,7.5,7.5,3,4,2019
2019-04-08,SEA,KAN,Seattle Mariners,Kansas City Royals,9.0,10.0,13,5,2019
2019-04-08,MIL,LAA,Milwaukee Brewers,Los Angeles Angels,8.5,9.0,2,5,2019
2019-04-09,MIA,CIN,Miami Marlins,Cincinnati Reds,8.0,8.5,0,14,2019
2019-04-09,WAS,PHI,Washington Nationals,Philadelphia Phillies,7.0,8.0,10,6,2019
2019-04-09,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,8.5,8.5,0,4,2019
2019-04-09,ATL,COL,Atlanta Braves,Colorado Rockies,10.5,10.5,7,1,2019
2019-04-09,SDG,SFO,San Diego Padres,San Francisco Giants,7.5,7.5,2,7,2019
2019-04-09,CLE,DET,Cleveland Guardians,Detroit Tigers,7.0,8.0,8,2,2019
2019-04-09,TOR,BOS,Toronto Blue Jays,Boston Red Sox,7.5,8.0,7,5,2019
2019-04-09,TAM,CWS,Tampa Bay Rays,Chicago White Sox,8.0,8.5,10,5,2019
2019-04-09,OAK,BAL,Oakland Athletics,Baltimore Orioles,9.0,9.5,13,2,2019
2019-04-09,NYY,HOU,New York Yankees,Houston Astros,8.5,8.0,3,6,2019
2019-04-09,SEA,KAN,Seattle Mariners,Kansas City Royals,9.0,9.0,6,3,2019
2019-04-09,MIN,NYM,Minnesota Twins,New York Mets,6.5,6.5,14,8,2019
2019-04-09,TEX,ARI,Texas Rangers,Arizona Diamondbacks,8.5,8.5,4,5,2019
2019-04-09,MIL,LAA,Milwaukee Brewers,Los Angeles Angels,8.5,8.5,8,11,2019
2019-04-10,SDG,SFO,San Diego Padres,San Francisco Giants,7.5,8.0,3,1,2019
2019-04-10,MIA,CIN,Miami Marlins,Cincinnati Reds,8.5,9.0,1,2,2019
2019-04-10,WAS,PHI,Washington Nationals,Philadelphia Phillies,9.0,9.0,15,1,2019
2019-04-10,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,8.5,8.0,2,7,2019
2019-04-10,PIT,CUB,Pittsburgh Pirates,Chicago Cubs,7.0,7.5,5,2,2019
2019-04-10,CLE,DET,Cleveland Guardians,Detroit Tigers,7.5,7.0,1,4,2019
2019-04-10,TAM,CWS,Tampa Bay Rays,Chicago White Sox,8.5,8.5,9,1,2019
2019-04-10,OAK,BAL,Oakland Athletics,Baltimore Orioles,9.5,9.5,10,3,2019
2019-04-10,NYY,HOU,New York Yankees,Houston Astros,8.0,8.0,6,8,2019
2019-04-10,SEA,KAN,Seattle Mariners,Kansas City Royals,9.0,9.5,6,5,2019
2019-04-10,MIN,NYM,Minnesota Twins,New York Mets,7.0,7.0,6,9,2019
2019-04-10,TEX,ARI,Texas Rangers,Arizona Diamondbacks,8.5,8.0,5,2,2019
2019-04-10,MIL,LAA,Milwaukee Brewers,Los Angeles Angels,8.5,8.0,2,4,2019
2019-04-11,MIA,CIN,Miami Marlins,Cincinnati Reds,8.5,8.5,0,5,2019
2019-04-11,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,8.0,8.5,7,11,2019
2019-04-11,NYM,ATL,New York Mets,Atlanta Braves,8.5,9.0,6,3,2019
2019-04-11,PIT,CUB,Pittsburgh Pirates,Chicago Cubs,10.5,9.0,0,2,2019
2019-04-11,SDG,ARI,San Diego Padres,Arizona Diamondbacks,9.0,9.0,7,6,2019
2019-04-11,COL,SFO,Colorado Rockies,San Francisco Giants,7.5,7.5,0,1,2019
2019-04-11,OAK,BAL,Oakland Athletics,Baltimore Orioles,9.5,8.5,8,5,2019
2019-04-11,CLE,DET,Cleveland Guardians,Detroit Tigers,8.0,7.5,4,0,2019
2019-04-11,SEA,KAN,Seattle Mariners,Kansas City Royals,9.5,10.0,7,6,2019
2019-04-11,TOR,BOS,Toronto Blue Jays,Boston Red Sox,9.0,9.0,6,7,2019
2019-04-12,PIT,WAS,Pittsburgh Pirates,Washington Nationals,8.0,8.0,6,3,2019
2019-04-12,PHI,MIA,Philadelphia Phillies,Miami Marlins,7.5,8.5,9,1,2019
2019-04-12,NYM,ATL,New York Mets,Atlanta Braves,9.0,9.5,6,2,2019
2019-04-12,SDG,ARI,San Diego Padres,Arizona Diamondbacks,8.5,8.0,2,1,2019
2019-04-12,MIL,LAD,Milwaukee Brewers,Los Angeles Dodgers,8.0,8.5,8,5,2019
2019-04-12,COL,SFO,Colorado Rockies,San Francisco Giants,7.5,7.5,2,3,2019
2019-04-12,CWS,NYY,Chicago White Sox,New York Yankees,9.0,9.5,7,6,2019
2019-04-12,TAM,TOR,Tampa Bay Rays,Toronto Blue Jays,8.5,8.5,11,7,2019
2019-04-12,BAL,BOS,Baltimore Orioles,Boston Red Sox,9.5,10.0,4,6,2019
2019-04-12,OAK,TEX,Oakland Athletics,Texas Rangers,10.0,11.0,8,6,2019
2019-04-12,CLE,KAN,Cleveland Guardians,Kansas City Royals,8.0,7.5,1,8,2019
2019-04-12,HOU,SEA,Houston Astros,Seattle Mariners,9.0,9.0,10,6,2019
2019-04-12,LAA,CUB,Los Angeles Angels,Chicago Cubs,10.5,10.5,1,5,2019
2019-04-13,PIT,WAS,Pittsburgh Pirates,Washington Nationals,8.5,9.0,2,3,2019
2019-04-13,COL,SFO,Colorado Rockies,San Francisco Giants,7.0,7.0,2,5,2019
2019-04-13,PHI,MIA,Philadelphia Phillies,Miami Marlins,8.0,7.5,3,10,2019
2019-04-13,STL,CIN,St. Louis Cardinals,Cincinnati Reds,9.0,11.0,2,5,2019
2019-04-13,NYM,ATL,New York Mets,Atlanta Braves,9.0,10.0,7,11,2019
2019-04-13,SDG,ARI,San Diego Padres,Arizona Diamondbacks,9.0,9.0,5,4,2019
2019-04-13,MIL,LAD,Milwaukee Brewers,Los Angeles Dodgers,8.5,9.0,4,1,2019
2019-04-13,CWS,NYY,Chicago White Sox,New York Yankees,9.0,10.0,0,4,2019
2019-04-13,BAL,BOS,Baltimore Orioles,Boston Red Sox,9.5,11.0,9,5,2019
2019-04-13,DET,MIN,Detroit Tigers,Minnesota Twins,7.5,8.0,3,4,2019
2019-04-13,TAM,TOR,Tampa Bay Rays,Toronto Blue Jays,7.5,8.0,1,3,2019
2019-04-13,CLE,KAN,Cleveland Guardians,Kansas City Royals,9.0,9.0,0,3,2019
2019-04-13,HOU,SEA,Houston Astros,Seattle Mariners,8.5,8.5,3,1,2019
2019-04-13,LAA,CUB,Los Angeles Angels,Chicago Cubs,9.0,9.0,6,5,2019
2019-04-14,PHI,MIA,Philadelphia Phillies,Miami Marlins,8.5,8.5,3,1,2019
2019-04-14,PIT,WAS,Pittsburgh Pirates,Washington Nationals,7.0,8.0,4,3,2019
2019-04-14,STL,CIN,St. Louis Cardinals,Cincinnati Reds,10.5,10.0,9,5,2019
2019-04-14,COL,SFO,Colorado Rockies,San Francisco Giants,7.0,7.0,4,0,2019
2019-04-14,SDG,ARI,San Diego Padres,Arizona Diamondbacks,8.5,8.0,4,8,2019
2019-04-14,MIL,LAD,Milwaukee Brewers,Los Angeles Dodgers,8.5,9.0,1,7,2019
2019-04-14,NYM,ATL,New York Mets,Atlanta Braves,8.0,8.5,3,7,2019
2019-04-14,CWS,NYY,Chicago White Sox,New York Yankees,8.5,9.0,5,2,2019
2019-04-14,BAL,BOS,Baltimore Orioles,Boston Red Sox,10.5,9.5,0,4,2019
2019-04-14,TAM,TOR,Tampa Bay Rays,Toronto Blue Jays,8.0,8.0,8,4,2019
2019-04-14,DET,MIN,Detroit Tigers,Minnesota Twins,8.0,8.0,4,6,2019
2019-04-14,CLE,KAN,Cleveland Guardians,Kansas City Royals,7.5,7.5,8,9,2019
2019-04-14,OAK,TEX,Oakland Athletics,Texas Rangers,11.0,10.0,7,8,2019
2019-04-14,HOU,SEA,Houston Astros,Seattle Mariners,8.5,7.5,3,2,2019
2019-04-15,NYM,PHI,New York Mets,Philadelphia Phillies,7.5,7.5,7,6,2019
2019-04-15,CUB,MIA,Chicago Cubs,Miami Marlins,8.5,8.0,7,2,2019
2019-04-15,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,9.0,9.5,7,10,2019
2019-04-15,CIN,LAD,Cincinnati Reds,Los Angeles Dodgers,7.0,7.5,3,4,2019
2019-04-15,COL,SDG,Colorado Rockies,San Diego Padres,7.0,7.5,5,2,2019
2019-04-15,BAL,BOS,Baltimore Orioles,Boston Red Sox,10.5,11.0,8,1,2019
2019-04-15,TOR,MIN,Toronto Blue Jays,Minnesota Twins,8.5,8.5,5,3,2019
2019-04-15,LAA,TEX,Los Angeles Angels,Texas Rangers,10.5,10.5,7,12,2019
2019-04-15,KAN,CWS,Kansas City Royals,Chicago White Sox,9.0,9.5,4,5,2019
2019-04-15,CLE,SEA,Cleveland Guardians,Seattle Mariners,7.5,7.0,6,4,2019
2019-04-16,NYM,PHI,New York Mets,Philadelphia Phillies,9.0,9.0,3,14,2019
2019-04-16,SFO,WAS,San Francisco Giants,Washington Nationals,7.5,8.0,7,3,2019
2019-04-16,CUB,MIA,Chicago Cubs,Miami Marlins,8.0,8.0,4,0,2019
2019-04-16,ARI,ATL,Arizona Diamondbacks,Atlanta Braves,8.0,8.5,9,6,2019
2019-04-16,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,9.0,9.0,4,8,2019
2019-04-16,COL,SDG,Colorado Rockies,San Diego Padres,7.0,7.5,8,2,2019
2019-04-16,CIN,LAD,Cincinnati Reds,Los Angeles Dodgers,8.5,8.5,1,6,2019
2019-04-16,BOS,NYY,Boston Red Sox,New York Yankees,8.5,8.5,0,8,2019
2019-04-16,BAL,TAM,Baltimore Orioles,Tampa Bay Rays,8.0,8.0,2,4,2019
2019-04-16,TOR,MIN,Toronto Blue Jays,Minnesota Twins,8.0,9.0,6,5,2019
2019-04-16,LAA,TEX,Los Angeles Angels,Texas Rangers,10.5,10.0,0,5,2019
2019-04-16,KAN,CWS,Kansas City Royals,Chicago White Sox,9.0,9.0,1,5,2019
2019-04-16,HOU,OAK,Houston Astros,Oakland Athletics,8.5,9.0,9,1,2019
2019-04-16,CLE,SEA,Cleveland Guardians,Seattle Mariners,8.0,8.0,4,2,2019
2019-04-16,PIT,DET,Pittsburgh Pirates,Detroit Tigers,8.0,7.5,5,3,2019
2019-04-17,NYM,PHI,New York Mets,Philadelphia Phillies,9.0,8.5,2,3,2019
2019-04-17,STL,MIL,St. Louis Cardinals,Milwaukee Brewers,9.0,10.0,6,3,2019
2019-04-17,CIN,LAD,Cincinnati Reds,Los Angeles Dodgers,8.0,8.0,2,3,2019
2019-04-17,SFO,WAS,San Francisco Giants,Washington Nationals,9.0,8.5,6,9,2019
2019-04-17,CUB,MIA,Chicago Cubs,Miami Marlins,8.0,8.0,6,0,2019
2019-04-17,ARI,ATL,Arizona Diamondbacks,Atlanta Braves,9.0,9.0,3,2,2019
2019-04-17,KAN,CWS,Kansas City Royals,Chicago White Sox,9.5,8.5,4,3,2019
2019-04-17,BOS,NYY,Boston Red Sox,New York Yankees,9.5,9.0,3,5,2019
2019-04-17,CLE,SEA,Cleveland Guardians,Seattle Mariners,8.5,7.5,1,0,2019
2019-04-17,BAL,TAM,Baltimore Orioles,Tampa Bay Rays,8.5,8.0,1,8,2019
2019-04-17,TOR,MIN,Toronto Blue Jays,Minnesota Twins,9.0,8.5,1,4,2019
2019-04-17,LAA,TEX,Los Angeles Angels,Texas Rangers,11.0,10.5,4,5,2019
2019-04-17,HOU,OAK,Houston Astros,Oakland Athletics,9.0,8.5,1,2,2019
2019-04-17,PIT,DET,Pittsburgh Pirates,Detroit Tigers,8.0,8.5,3,2,2019
2019-04-18,ARI,ATL,Arizona Diamondbacks,Atlanta Braves,9.0,8.5,4,1,2019
2019-04-18,SFO,WAS,San Francisco Giants,Washington Nationals,8.0,7.5,2,4,2019
2019-04-18,LAD,MIL,Los Angeles Dodgers,Milwaukee Brewers,9.5,9.5,3,1,2019
2019-04-18,PHI,COL,Philadelphia Phillies,Colorado Rockies,10.5,10.5,2,6,2019
2019-04-18,CIN,SDG,Cincinnati Reds,San Diego Padres,7.5,7.5,4,1,2019
2019-04-18,CWS,DET,Chicago White Sox,Detroit Tigers,8.5,8.5,7,9,2019
2019-04-18,TOR,MIN,Toronto Blue Jays,Minnesota Twins,8.0,8.0,7,4,2019
2019-04-18,KAN,NYY,Kansas City Royals,New York Yankees,9.0,9.0,6,1,2019
2019-04-18,BAL,TAM,Baltimore Orioles,Tampa Bay Rays,8.5,8.5,6,5,2019
2019-04-18,SEA,LAA,Seattle Mariners,Los Angeles Angels,9.0,10.0,11,10,2019
2019-04-19,ARI,CUB,Arizona Diamondbacks,Chicago Cubs,7.0,7.0,1,5,2019
2019-04-19,SFO,PIT,San Francisco Giants,Pittsburgh Pirates,7.0,7.0,1,4,2019
2019-04-19,WAS,MIA,Washington Nationals,Miami Marlins,8.5,7.5,2,3,2019
2019-04-19,LAD,MIL,Los Angeles Dodgers,Milwaukee Brewers,9.5,9.5,5,3,2019
2019-04-19,NYM,STL,New York Mets,St. Louis Cardinals,9.5,9.0,5,4,2019
2019-04-19,PHI,COL,Philadelphia Phillies,Colorado Rockies,10.0,10.5,3,4,2019
2019-04-19,CIN,SDG,Cincinnati Reds,San Diego Padres,7.5,8.0,3,2,2019
