date,away_team_abbr,home_team_abbr,away_team,home_team,open_total,close_total,away_final,home_final,season
2021-04-10,CUB,PIT,Chicago Cubs,Pittsburgh Pirates,8.0,8.5,2,8,2021
2021-04-10,PHI,ATL,Philadelphia Phillies,Atlanta Braves,8.0,8.0,4,5,2021
2021-04-10,CIN,ARI,Cincinnati Reds,Arizona Diamondbacks,9.5,9.5,3,8,2021
2021-04-10,WAS,LAD,Washington Nationals,Los Angeles Dodgers,7.5,7.5,5,9,2021
2021-04-10,NYY,TAM,New York Yankees,Tampa Bay Rays,8.5,9.5,0,4,2021
2021-04-10,SEA,MIN,Seattle Mariners,Minnesota Twins,8.5,8.0,4,3,2021
2021-04-10,LAA,TOR,Los Angeles Angels,Toronto Blue Jays,11.0,10.5,1,15,2021
2021-04-10,OAK,HOU,Oakland Athletics,Houston Astros,9.0,9.0,7,3,2021
2021-04-10,DET,CLE,Detroit Tigers,Cleveland Guardians,9.0,8.5,3,11,2021
2021-04-10,BOS,BAL,Boston Red Sox,Baltimore Orioles,9.5,9.5,6,4,2021
2021-04-10,SDG,TEX,San Diego Padres,Texas Rangers,9.0,9.0,7,4,2021
2021-04-11,CUB,PIT,Chicago Cubs,Pittsburgh Pirates,8.5,8.0,1,7,2021
2021-04-11,MIL,STL,Milwaukee Brewers,St. Louis Cardinals,8.5,8.5,9,3,2021
2021-04-11,COL,SFO,Colorado Rockies,San Francisco Giants,8.0,7.5,0,4,2021
2021-04-11,WAS,LAD,Washington Nationals,Los Angeles Dodgers,7.5,7.5,0,3,2021
2021-04-11,CIN,ARI,Cincinnati Reds,Arizona Diamondbacks,9.0,9.0,0,7,2021
2021-04-11,PHI,ATL,Philadelphia Phillies,Atlanta Braves,8.5,9.0,7,6,2021
2021-04-11,BOS,BAL,Boston Red Sox,Baltimore Orioles,9.5,9.5,14,9,2021
2021-04-11,DET,CLE,Detroit Tigers,Cleveland Guardians,9.0,9.5,2,5,2021
2021-04-11,NYY,TAM,New York Yankees,Tampa Bay Rays,9.0,8.5,8,4,2021
2021-04-11,SEA,MIN,Seattle Mariners,Minnesota Twins,8.5,8.5,8,6,2021
2021-04-11,KAN,CWS,Kansas City Royals,Chicago White Sox,9.0,8.5,4,3,2021
2021-04-11,SDG,TEX,San Diego Padres,Texas Rangers,9.0,9.0,2,0,2021
2021-04-12,SDG,PIT,San Diego Padres,Pittsburgh Pirates,8.5,7.5,6,2,2021
2021-04-12,MIA,ATL,Miami Marlins,Atlanta Braves,8.5,8.5,5,3,2021
2021-04-12,CUB,MIL,Chicago Cubs,Milwaukee Brewers,8.5,8.5,3,6,2021
2021-04-12,WAS,STL,Washington Nationals,St. Louis Cardinals,8.5,8.5,5,2,2021
2021-04-12,CIN,SFO,Cincinnati Reds,San Francisco Giants,8.5,8.5,3,0,2021
2021-04-12,NYY,TOR,New York Yankees,Toronto Blue Jays,9.0,9.0,3,1,2021
2021-04-12,TEX,TAM,Texas Rangers,Tampa Bay Rays,7.5,7.0,0,1,2021
2021-04-12,CLE,CWS,Cleveland Guardians,Chicago White Sox,8.5,8.5,3,4,2021
2021-04-12,LAA,KAN,Los Angeles Angels,Kansas City Royals,9.0,9.0,10,3,2021
2021-04-12,DET,HOU,Detroit Tigers,Houston Astros,8.5,9.0,6,2,2021
2021-04-12,OAK,ARI,Oakland Athletics,Arizona Diamondbacks,9.5,9.5,9,5,2021
2021-04-13,SDG,PIT,San Diego Padres,Pittsburgh Pirates,7.5,8.0,4,8,2021
2021-04-13,PHI,NYM,Philadelphia Phillies,New York Mets,7.5,6.5,3,4,2021
2021-04-13,MIA,ATL,Miami Marlins,Atlanta Braves,8.0,7.5,14,8,2021
2021-04-13,CUB,MIL,Chicago Cubs,Milwaukee Brewers,7.5,7.5,3,2,2021
2021-04-13,WAS,STL,Washington Nationals,St. Louis Cardinals,7.5,7.0,3,14,2021
2021-04-13,CIN,SFO,Cincinnati Reds,San Francisco Giants,7.5,7.5,6,7,2021
2021-04-13,COL,LAD,Colorado Rockies,Los Angeles Dodgers,8.0,8.0,0,7,2021
2021-04-13,BOS,MIN,Boston Red Sox,Minnesota Twins,8.5,9.0,4,2,2021
2021-04-13,SEA,BAL,Seattle Mariners,Baltimore Orioles,9.0,7.0,6,7,2021
2021-04-13,NYY,TOR,New York Yankees,Toronto Blue Jays,9.0,9.0,3,7,2021
2021-04-13,TEX,TAM,Texas Rangers,Tampa Bay Rays,8.0,8.0,8,3,2021
2021-04-13,LAA,KAN,Los Angeles Angels,Kansas City Royals,9.0,8.5,2,3,2021
2021-04-13,CLE,CWS,Cleveland Guardians,Chicago White Sox,7.0,6.5,2,0,2021
2021-04-13,DET,HOU,Detroit Tigers,Houston Astros,9.0,9.5,8,2,2021
2021-04-13,OAK,ARI,Oakland Athletics,Arizona Diamondbacks,9.0,8.5,7,5,2021
2021-04-13,PHI,NYM,Philadelphia Phillies,New York Mets,5.5,5.5,0,4,2021
2021-04-13,SEA,BAL,Seattle Mariners,Baltimore Orioles,6.0,6.0,4,3,2021
2021-04-14,WAS,STL,Washington Nationals,St. Louis Cardinals,8.5,8.5,6,0,2021
2021-04-14,CUB,MIL,Chicago Cubs,Milwaukee Brewers,7.5,7.5,0,7,2021
2021-04-14,CIN,SFO,Cincinnati Reds,San Francisco Giants,7.5,8.5,0,3,2021
2021-04-14,SDG,PIT,San Diego Padres,Pittsburgh Pirates,8.0,7.5,1,5,2021
2021-04-14,PHI,NYM,Philadelphia Phillies,New York Mets,8.0,8.0,1,5,2021
2021-04-14,MIA,ATL,Miami Marlins,Atlanta Braves,8.5,8.5,6,5,2021
2021-04-14,COL,LAD,Colorado Rockies,Los Angeles Dodgers,7.5,7.5,2,4,2021
2021-04-14,NYY,TOR,New York Yankees,Toronto Blue Jays,10.5,10.5,4,5,2021
2021-04-14,LAA,KAN,Los Angeles Angels,Kansas City Royals,9.5,8.5,1,6,2021
2021-04-14,BOS,MIN,Boston Red Sox,Minnesota Twins,6.0,6.0,3,2,2021
2021-04-14,TEX,TAM,Texas Rangers,Tampa Bay Rays,8.5,8.0,5,1,2021
2021-04-14,DET,HOU,Detroit Tigers,Houston Astros,9.0,8.0,6,4,2021
2021-04-14,CLE,CWS,Cleveland Guardians,Chicago White Sox,7.5,7.5,0,8,2021
2021-04-14,BOS,MIN,Boston Red Sox,Minnesota Twins,6.0,6.0,7,1,2021
2021-04-15,MIA,ATL,Miami Marlins,Atlanta Braves,8.0,8.0,6,7,2021
2021-04-15,SDG,PIT,San Diego Padres,Pittsburgh Pirates,8.0,7.5,8,3,2021
2021-04-15,ARI,WAS,Arizona Diamondbacks,Washington Nationals,9.0,8.5,11,6,2021
2021-04-15,COL,LAD,Colorado Rockies,Los Angeles Dodgers,7.5,7.5,5,7,2021
2021-04-15,BOS,MIN,Boston Red Sox,Minnesota Twins,8.5,8.5,3,4,2021
2021-04-15,CLE,CWS,Cleveland Guardians,Chicago White Sox,7.5,7.5,4,2,2021
2021-04-15,TEX,TAM,Texas Rangers,Tampa Bay Rays,8.0,8.0,6,4,2021
2021-04-15,TOR,KAN,Toronto Blue Jays,Kansas City Royals,9.0,9.0,5,7,2021
2021-04-15,DET,OAK,Detroit Tigers,Oakland Athletics,8.5,8.5,4,8,2021
2021-04-15,SEA,BAL,Seattle Mariners,Baltimore Orioles,7.5,7.0,4,2,2021
2021-04-15,SEA,BAL,Seattle Mariners,Baltimore Orioles,7.5,7.0,2,1,2021
2021-04-16,ATL,CUB,Atlanta Braves,Chicago Cubs,7.5,8.0,5,2,2021
2021-04-16,ARI,WAS,Arizona Diamondbacks,Washington Nationals,8.0,8.5,0,1,2021
2021-04-16,STL,PHI,St. Louis Cardinals,Philadelphia Phillies,9.0,8.0,2,9,2021
2021-04-16,SFO,MIA,San Francisco Giants,Miami Marlins,8.5,8.5,1,4,2021
2021-04-16,PIT,MIL,Pittsburgh Pirates,Milwaukee Brewers,8.5,8.0,6,1,2021
2021-04-16,LAD,SDG,Los Angeles Dodgers,San Diego Padres,7.5,8.0,11,6,2021
2021-04-16,TAM,NYY,Tampa Bay Rays,New York Yankees,,9.5,8,2,2021
2021-04-16,BAL,TEX,Baltimore Orioles,Texas Rangers,9.0,8.5,5,2,2021
2021-04-16,MIN,LAA,Minnesota Twins,Los Angeles Angels,9.0,9.0,3,10,2021
2021-04-16,DET,OAK,Detroit Tigers,Oakland Athletics,8.5,8.5,0,3,2021
2021-04-16,HOU,SEA,Houston Astros,Seattle Mariners,8.0,8.0,5,6,2021
2021-04-16,CLE,CIN,Cleveland Guardians,Cincinnati Reds,9.0,9.0,3,10,2021
2021-04-17,ARI,WAS,Arizona Diamondbacks,Washington Nationals,9.0,8.5,2,6,2021
2021-04-17,ATL,CUB,Atlanta Braves,Chicago Cubs,8.5,7.5,4,13,2021
2021-04-17,STL,PHI,St. Louis Cardinals,Philadelphia Phillies,8.5,8.5,9,4,2021
2021-04-17,SFO,MIA,San Francisco Giants,Miami Marlins,7.5,7.5,6,7,2021
2021-04-17,PIT,MIL,Pittsburgh Pirates,Milwaukee Brewers,8.5,8.0,1,7,2021
2021-04-17,NYM,COL,New York Mets,Colorado Rockies,10.5,8.0,2,7,2021
2021-04-17,LAD,SDG,Los Angeles Dodgers,San Diego Padres,7.5,7.0,2,0,2021
2021-04-17,TAM,NYY,Tampa Bay Rays,New York Yankees,8.5,7.5,6,3,2021
2021-04-17,TOR,KAN,Toronto Blue Jays,Kansas City Royals,9.0,6.5,5,1,2021
2021-04-17,CWS,BOS,Chicago White Sox,Boston Red Sox,9.0,9.0,4,7,2021
2021-04-17,DET,OAK,Detroit Tigers,Oakland Athletics,9.0,9.0,0,7,2021
2021-04-17,BAL,TEX,Baltimore Orioles,Texas Rangers,8.0,8.5,6,1,2021
2021-04-17,HOU,SEA,Houston Astros,Seattle Mariners,8.0,8.5,1,0,2021
2021-04-17,CLE,CIN,Cleveland Guardians,Cincinnati Reds,8.5,8.0,2,3,2021
2021-04-17,NYM,COL,New York Mets,Colorado Rockies,7.0,6.5,4,3,2021
2021-04-17,TOR,KAN,Toronto Blue Jays,Kansas City Royals,7.5,7.5,2,3,2021
2021-04-18,STL,PHI,St. Louis Cardinals,Philadelphia Phillies,8.0,8.0,0,2,2021
2021-04-18,ARI,WAS,Arizona Diamondbacks,Washington Nationals,8.5,9.5,5,2,2021
2021-04-18,SFO,MIA,San Francisco Giants,Miami Marlins,8.0,8.0,1,0,2021
2021-04-18,PIT,MIL,Pittsburgh Pirates,Milwaukee Brewers,8.5,7.5,6,5,2021
2021-04-18,NYM,COL,New York Mets,Colorado Rockies,10.0,11.0,2,1,2021
2021-04-18,LAD,SDG,Los Angeles Dodgers,San Diego Padres,8.0,7.5,2,5,2021
2021-04-18,ATL,CUB,Atlanta Braves,Chicago Cubs,9.0,9.0,13,4,2021
2021-04-18,TAM,NYY,Tampa Bay Rays,New York Yankees,8.0,7.5,4,2,2021
2021-04-18,CWS,BOS,Chicago White Sox,Boston Red Sox,7.0,7.0,3,2,2021
2021-04-18,TOR,KAN,Toronto Blue Jays,Kansas City Royals,9.0,8.5,0,2,2021
2021-04-18,BAL,TEX,Baltimore Orioles,Texas Rangers,8.5,8.0,0,1,2021
2021-04-18,DET,OAK,Detroit Tigers,Oakland Athletics,8.5,8.5,2,3,2021
2021-04-18,HOU,SEA,Houston Astros,Seattle Mariners,9.0,9.0,2,7,2021
2021-04-18,CLE,CIN,Cleveland Guardians,Cincinnati Reds,7.5,7.0,6,3,2021
2021-04-18,CWS,BOS,Chicago White Sox,Boston Red Sox,7.0,7.0,5,1,2021
2021-04-19,STL,WAS,St. Louis Cardinals,Washington Nationals,8.0,8.0,12,5,2021
2021-04-19,SFO,PHI,San Francisco Giants,Philadelphia Phillies,8.5,8.5,2,0,2021
2021-04-19,MIL,SDG,Milwaukee Brewers,San Diego Padres,7.0,6.5,3,1,2021
2021-04-19,CWS,BOS,Chicago White Sox,Boston Red Sox,8.0,7.5,4,11,2021
2021-04-19,TAM,KAN,Tampa Bay Rays,Kansas City Royals,8.5,7.5,4,1,2021
2021-04-19,TEX,LAA,Texas Rangers,Los Angeles Angels,8.0,8.5,6,4,2021
2021-04-19,LAD,SEA,Los Angeles Dodgers,Seattle Mariners,8.5,8.5,3,4,2021
2021-04-20,ARI,CIN,Arizona Diamondbacks,Cincinnati Reds,8.0,7.5,3,4,2021
2021-04-20,STL,WAS,St. Louis Cardinals,Washington Nationals,9.0,9.0,2,3,2021
2021-04-20,SFO,PHI,San Francisco Giants,Philadelphia Phillies,8.5,8.5,10,7,2021
2021-04-20,NYM,CUB,New York Mets,Chicago Cubs,7.5,7.5,1,3,2021
2021-04-20,MIL,SDG,Milwaukee Brewers,San Diego Padres,7.0,6.5,6,0,2021
2021-04-20,CWS,CLE,Chicago White Sox,Cleveland Guardians,8.0,7.0,8,5,2021
2021-04-20,TOR,BOS,Toronto Blue Jays,Boston Red Sox,8.5,8.0,2,4,2021
2021-04-20,TAM,KAN,Tampa Bay Rays,Kansas City Royals,8.5,8.0,14,7,2021
2021-04-20,TEX,LAA,Texas Rangers,Los Angeles Angels,8.5,8.5,2,6,2021
2021-04-20,MIN,OAK,Minnesota Twins,Oakland Athletics,6.0,5.5,0,1,2021
2021-04-20,LAD,SEA,Los Angeles Dodgers,Seattle Mariners,8.5,8.0,1,0,2021
2021-04-20,ATL,NYY,Atlanta Braves,New York Yankees,9.0,8.5,1,3,2021
2021-04-20,BAL,MIA,Baltimore Orioles,Miami Marlins,8.0,8.5,7,5,2021
2021-04-20,HOU,COL,Houston Astros,Colorado Rockies,10.5,10.0,2,6,2021
2021-04-20,MIN,OAK,Minnesota Twins,Oakland Athletics,6.5,6.5,0,7,2021
2021-04-21,SFO,PHI,San Francisco Giants,Philadelphia Phillies,8.0,8.0,5,6,2021
2021-04-21,STL,WAS,St. Louis Cardinals,Washington Nationals,8.5,7.5,0,1,2021
2021-04-21,MIL,SDG,Milwaukee Brewers,San Diego Padres,7.5,7.5,4,2,2021
2021-04-21,ARI,CIN,Arizona Diamondbacks,Cincinnati Reds,9.0,8.0,8,5,2021
2021-04-21,NYM,CUB,New York Mets,Chicago Cubs,7.5,7.5,4,16,2021
2021-04-21,MIN,OAK,Minnesota Twins,Oakland Athletics,8.0,7.5,12,13,2021
2021-04-21,TEX,LAA,Texas Rangers,Los Angeles Angels,9.0,9.0,7,4,2021
2021-04-21,TOR,BOS,Toronto Blue Jays,Boston Red Sox,10.0,9.5,6,3,2021
2021-04-21,TAM,KAN,Tampa Bay Rays,Kansas City Royals,8.5,8.0,8,9,2021
2021-04-21,BAL,MIA,Baltimore Orioles,Miami Marlins,8.0,7.5,0,3,2021
2021-04-21,HOU,COL,Houston Astros,Colorado Rockies,10.5,10.0,3,6,2021
2021-04-21,ATL,NYY,Atlanta Braves,New York Yankees,9.0,9.0,4,1,2021
2021-04-21,PIT,DET,Pittsburgh Pirates,Detroit Tigers,6.0,6.0,3,2,2021
2021-04-21,PIT,DET,Pittsburgh Pirates,Detroit Tigers,6.0,6.5,2,5,2021
2021-04-22,ARI,CIN,Arizona Diamondbacks,Cincinnati Reds,8.5,8.5,14,11,2021
2021-04-22,NYM,CUB,New York Mets,Chicago Cubs,9.5,9.5,3,4,2021
2021-04-22,MIA,SFO,Miami Marlins,San Francisco Giants,8.0,8.0,0,3,2021
2021-04-22,SDG,LAD,San Diego Padres,Los Angeles Dodgers,7.5,7.5,3,2,2021
2021-04-22,NYY,CLE,New York Yankees,Cleveland Guardians,8.5,8.0,6,3,2021
2021-04-22,SEA,BOS,Seattle Mariners,Boston Red Sox,9.5,9.5,7,3,2021
2021-04-22,LAA,HOU,Los Angeles Angels,Houston Astros,9.0,9.0,2,8,2021
2021-04-22,PIT,DET,Pittsburgh Pirates,Detroit Tigers,8.5,8.5,4,2,2021
2021-04-23,MIL,CUB,Milwaukee Brewers,Chicago Cubs,10.0,9.0,2,15,2021
2021-04-23,WAS,NYM,Washington Nationals,New York Mets,7.0,7.0,0,6,2021
2021-04-23,ARI,ATL,Arizona Diamondbacks,Atlanta Braves,8.5,8.5,4,5,2021
2021-04-23,CIN,STL,Cincinnati Reds,St. Louis Cardinals,8.0,8.0,4,5,2021
2021-04-23,PHI,COL,Philadelphia Phillies,Colorado Rockies,10.5,10.5,4,5,2021
2021-04-23,MIA,SFO,Miami Marlins,San Francisco Giants,7.5,7.0,3,5,2021
2021-04-23,SDG,LAD,San Diego Padres,Los Angeles Dodgers,7.0,6.5,6,1,2021
2021-04-23,OAK,BAL,Oakland Athletics,Baltimore Orioles,9.0,9.0,3,1,2021
2021-04-23,SEA,BOS,Seattle Mariners,Boston Red Sox,9.0,9.0,5,6,2021
2021-04-23,NYY,CLE,New York Yankees,Cleveland Guardians,8.5,8.5,5,3,2021
2021-04-23,KAN,DET,Kansas City Royals,Detroit Tigers,8.5,8.5,6,2,2021
2021-04-23,TOR,TAM,Toronto Blue Jays,Tampa Bay Rays,7.0,7.0,5,3,2021
2021-04-23,LAA,HOU,Los Angeles Angels,Houston Astros,8.5,8.0,4,5,2021
2021-04-23,TEX,CWS,Texas Rangers,Chicago White Sox,9.0,8.0,7,9,2021
