Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Dustin May,25,1123,Maj-NL,Los Angeles,9,9,4.0,1.0,,48.0,29,14,14,16,34,1,2,2.63,168,10,0,0,3,1,4,1,0,187,736,0.64,0.17,0.06,0.44,0.24,0.04,0.938,0.209,6.4,2.13,669160,2023
Mike Mayers,31,1092,Maj-AL,Kansas City,6,2,1.0,2.0,,26.1,34,19,18,10,17,4,0,6.15,108,5,1,0,4,1,0,1,0,119,455,0.63,0.16,0.08,0.45,0.23,0.05,1.671,0.341,5.8,1.7,594577,2023
James McArthur,26,986,Maj-AL,Kansas City,18,2,1.0,,4.0,23.1,20,12,12,2,23,2,1,4.63,85,7,1,0,2,2,0,0,0,90,341,0.69,0.22,0.11,0.59,0.17,0.05,0.943,0.29,8.9,11.5,663704,2023
Shane McClanahan,26,1046,Maj-AL,Tampa Bay,21,21,11.0,2.0,,115.0,95,42,42,41,121,15,0,3.29,428,20,3,0,9,0,7,1,0,469,1821,0.67,0.16,0.16,0.45,0.23,0.07,1.183,0.274,9.5,2.95,663556,2023
Easton McGee,25,1141,Maj-AL,Seattle,1,1,,,,6.2,1,0,0,1,2,0,0,0.0,21,1,0,0,0,0,0,0,0,22,64,0.7,0.16,0.08,0.47,0.21,0.05,0.3,0.053,2.7,2.0,668834,2023
Scott McGough,33,1003,Maj-NL,Arizona,63,1,2.0,7.0,9.0,70.1,60,40,37,30,86,14,2,4.73,266,15,0,2,3,3,1,1,0,301,1234,0.64,0.16,0.14,0.49,0.22,0.05,1.28,0.272,11.0,2.87,543518,2023
Collin McHugh,36,1012,Maj-NL,Atlanta,41,1,4.0,1.0,,58.2,70,34,28,22,47,5,4,4.3,239,10,0,1,5,0,3,1,0,268,1018,0.64,0.17,0.11,0.45,0.29,0.05,1.568,0.348,7.2,2.14,543521,2023
Triston McKenzie,25,987,Maj-AL,Cleveland,4,4,,3.0,,16.0,12,9,9,13,16,1,0,5.06,60,4,1,0,0,0,6,0,0,73,300,0.59,0.14,0.1,0.34,0.2,0.11,1.563,0.256,9.0,1.23,663474,2023
John Means,30,988,Maj-AL,Baltimore,4,4,1.0,2.0,,23.2,13,7,7,4,10,4,1,2.66,82,4,0,0,0,1,0,0,0,88,339,0.69,0.17,0.08,0.29,0.26,0.14,0.718,0.13,3.8,2.5,607644,2023
Luis Medina,24,989,Maj-AL,Oakland,23,17,3.0,10.0,,109.2,109,73,66,57,106,14,8,5.42,427,31,3,2,9,3,7,3,2,495,1945,0.61,0.15,0.11,0.44,0.27,0.06,1.514,0.306,8.7,1.86,665622,2023
Trevor Megill,29,983,Maj-NL,Milwaukee,32,2,1.0,,,35.2,35,14,14,12,55,2,1,3.53,135,8,1,0,2,3,12,0,0,151,614,0.66,0.19,0.14,0.33,0.34,0.1,1.318,0.407,13.9,4.58,656730,2023
Tylor Megill,27,987,Maj-NL,New York,25,25,9.0,8.0,,126.1,141,76,66,58,105,18,6,4.7,500,25,0,0,19,2,11,3,4,567,2235,0.6,0.15,0.09,0.44,0.24,0.05,1.575,0.325,7.5,1.81,656731,2023
Miles Mikolas,34,986,Maj-NL,St. Louis,35,35,9.0,13.0,,201.1,226,110,107,39,137,26,8,4.78,802,50,5,0,14,8,12,5,1,860,3197,0.67,0.18,0.07,0.39,0.27,0.07,1.316,0.309,6.1,3.51,571945,2023
Wade Miley,36,990,Maj-NL,Milwaukee,23,23,9.0,4.0,,120.1,99,44,42,38,79,16,3,3.14,443,22,1,0,14,3,2,3,4,490,1873,0.63,0.18,0.08,0.47,0.19,0.08,1.139,0.236,5.9,2.08,489119,2023
Bobby Miller,24,978,Maj-NL,Los Angeles,23,23,11.0,5.0,,126.0,109,56,55,34,120,12,6,3.93,471,22,3,0,9,4,15,1,1,516,2013,0.65,0.17,0.11,0.47,0.24,0.05,1.135,0.283,8.6,3.53,676272,2023
Bryce Miller,24,990,Maj-AL,Seattle,25,25,8.0,7.0,,131.1,124,64,63,26,119,18,7,4.32,501,36,0,0,9,2,6,4,2,537,2095,0.67,0.15,0.11,0.35,0.28,0.08,1.142,0.29,8.2,4.58,682243,2023
Mason Miller,24,986,Maj-AL,Oakland,10,6,,3.0,,33.1,24,15,14,16,38,2,3,3.78,118,4,1,0,1,2,1,2,0,139,609,0.61,0.14,0.11,0.26,0.26,0.15,1.2,0.275,10.3,2.38,695243,2023
Shelby Miller,32,980,Maj-NL,Los Angeles,37,1,3.0,,1.0,44.0,20,8,8,19,45,3,2,1.64,148,6,0,2,1,0,8,1,1,170,690,0.62,0.19,0.1,0.39,0.21,0.12,0.886,0.17,9.2,2.37,571946,2023
Tommy Milone,36,1074,Maj-AL,Seattle,2,2,,1.0,,9.0,7,3,2,6,3,1,0,2.0,33,0,0,0,1,1,0,0,0,40,163,0.63,0.15,0.07,0.35,0.19,0.03,1.444,0.2,3.0,0.5,543548,2023
Carmen Mlodzinski,24,988,Maj-NL,Pittsburgh,35,1,3.0,3.0,1.0,36.0,28,14,9,18,34,3,1,2.25,131,4,0,1,1,2,3,1,0,152,617,0.62,0.17,0.08,0.47,0.25,0.08,1.278,0.26,8.5,1.89,669387,2023
Sam Moll,31,987,"Maj-AL,Maj-NL","Cincinnati,Oakland",70,1,2.0,3.0,1.0,62.1,47,22,21,30,68,2,7,3.03,228,9,2,8,6,2,12,1,1,268,1026,0.64,0.2,0.09,0.52,0.19,0.06,1.235,0.281,9.8,2.27,594580,2023
Jordan Montgomery,30,959,"Maj-AL,Maj-NL","St. Louis,Texas",38,37,13.0,12.0,,219.2,214,86,77,53,183,21,4,3.15,845,52,3,1,21,6,15,1,2,912,3378,0.64,0.16,0.11,0.44,0.27,0.07,1.215,0.298,7.5,3.45,656756,2023
Adrian Morejon,24,1064,Maj-NL,San Diego,8,1,,,,9.0,14,7,7,5,8,1,0,7.0,38,4,0,0,2,0,1,0,0,44,161,0.61,0.17,0.06,0.52,0.16,0.0,2.111,0.448,8.0,1.6,670970,2023
Charlie Morton,39,995,Maj-NL,Atlanta,30,30,14.0,12.0,,163.1,150,70,66,83,183,14,12,3.64,615,30,3,2,15,3,16,3,3,716,2847,0.61,0.18,0.13,0.44,0.26,0.05,1.427,0.323,10.1,2.2,450203,2023
Kyle Muller,25,986,Maj-AL,Oakland,21,13,1.0,5.0,,77.0,112,65,65,39,56,16,3,7.6,324,22,1,1,6,4,10,3,4,372,1455,0.62,0.13,0.09,0.43,0.23,0.05,1.961,0.375,6.5,1.44,666205,2023
Joe Musgrove,30,1051,Maj-NL,San Diego,17,17,10.0,3.0,,97.1,90,35,33,21,97,10,9,3.05,365,17,0,1,11,4,5,2,1,399,1550,0.67,0.17,0.11,0.46,0.24,0.06,1.14,0.305,9.0,4.62,605397,2023
Zach Neal,34,986,Maj-AL,Oakland,14,2,1.0,1.0,,27.0,30,22,20,14,25,8,2,6.67,107,9,0,1,2,0,0,1,0,124,462,0.65,0.15,0.11,0.35,0.34,0.05,1.63,0.297,8.3,1.79,594943,2023
Kyle Nelson,26,956,Maj-NL,Arizona,73,2,7.0,4.0,,61.0,65,34,28,16,68,14,1,4.13,241,12,0,1,3,0,1,0,0,261,970,0.66,0.15,0.15,0.43,0.22,0.11,1.328,0.321,10.0,4.25,669459,2023
Ryne Nelson,25,956,Maj-NL,Arizona,32,27,8.0,8.0,,150.1,169,91,89,47,103,25,1,5.33,587,39,10,0,15,11,2,4,0,649,2467,0.65,0.15,0.09,0.38,0.23,0.09,1.437,0.306,6.2,2.19,669194,2023
Sean Newcomb,30,1002,Maj-AL,Oakland,7,2,1.0,1.0,,15.0,8,5,5,9,17,1,2,3.0,50,2,0,0,3,0,1,0,0,61,280,0.63,0.18,0.08,0.42,0.18,0.18,1.133,0.219,10.2,1.89,656794,2023
Aaron Nola,30,964,Maj-NL,Philadelphia,36,36,15.0,10.0,,216.2,196,111,102,49,225,34,2,4.24,825,39,4,0,18,4,22,6,3,882,3437,0.67,0.18,0.12,0.44,0.24,0.06,1.131,0.284,9.3,4.59,605400,2023
Bailey Ober,27,977,Maj-AL,Minnesota,28,27,8.0,7.0,,148.2,133,64,61,30,150,26,8,3.69,560,25,1,0,8,2,3,6,1,600,2408,0.67,0.14,0.14,0.34,0.2,0.09,1.096,0.277,9.1,5.0,641927,2023
Shohei Ohtani,28,1025,Maj-AL,Los Angeles,23,23,10.0,5.0,,132.0,85,50,46,55,167,18,11,3.14,463,15,0,0,16,1,5,3,1,531,2089,0.64,0.17,0.13,0.46,0.21,0.08,1.061,0.24,11.4,3.04,660271,2023
Steven Okert,31,984,Maj-NL,Miami,65,2,3.0,2.0,,59.2,52,32,30,24,74,9,2,4.53,223,15,1,0,2,1,9,0,0,252,1036,0.64,0.17,0.13,0.26,0.3,0.11,1.274,0.305,11.2,3.08,595345,2023
Adam Oller,28,1137,Maj-AL,Oakland,9,1,1.0,1.0,,19.2,29,24,22,12,13,5,1,10.07,85,5,0,0,0,3,0,1,0,101,412,0.57,0.13,0.08,0.31,0.31,0.08,2.085,0.343,5.9,1.08,670124,2023
Reese Olson,23,991,Maj-AL,Detroit,21,18,5.0,7.0,,103.2,83,49,46,33,103,14,1,3.99,386,13,3,0,9,2,4,3,1,422,1743,0.63,0.17,0.12,0.42,0.26,0.07,1.119,0.255,8.9,3.12,681857,2023
Kaleb Ort,31,1075,Maj-AL,Boston,21,2,1.0,2.0,,23.0,27,19,16,9,24,6,1,6.26,93,6,0,1,1,1,4,0,1,107,387,0.63,0.15,0.08,0.33,0.16,0.12,1.565,0.328,9.4,2.67,672391,2023
Luis Ortiz,24,989,Maj-NL,Pittsburgh,18,15,5.0,5.0,,86.2,99,50,46,48,59,13,2,4.78,344,14,1,0,11,6,5,0,2,400,1460,0.61,0.15,0.09,0.48,0.24,0.02,1.696,0.309,6.1,1.23,682847,2023
Connor Overton,29,1156,Maj-NL,Cincinnati,3,3,,1.0,,11.0,19,14,14,7,9,3,0,11.45,47,4,2,0,1,1,1,1,0,55,200,0.63,0.16,0.13,0.44,0.21,0.08,2.364,0.444,7.4,1.29,656818,2023
Johan Oviedo,25,990,Maj-NL,Pittsburgh,32,32,9.0,14.0,,177.2,161,91,85,83,158,19,13,4.31,678,41,5,1,12,4,9,3,0,781,2980,0.62,0.15,0.11,0.45,0.25,0.07,1.373,0.281,8.0,1.9,670912,2023
Emilio Pagan,32,977,Maj-AL,Minnesota,68,1,5.0,2.0,1.0,71.1,45,26,23,22,66,5,1,2.9,254,12,2,2,2,2,3,2,0,280,1090,0.67,0.12,0.12,0.31,0.22,0.11,0.939,0.216,8.3,3.0,641941,2023
Wes Parsons,30,986,Maj-AL,Toronto,1,1,,1.0,,4.0,10,9,9,3,3,2,1,20.25,22,1,0,0,0,0,1,0,0,26,89,0.62,0.19,0.08,0.37,0.37,0.11,3.25,0.471,6.8,1.0,641149,2023
Luis Patino,23,987,Maj-AL,"Chicago,Tampa Bay",9,1,,1.0,,21.2,21,12,11,14,18,3,0,4.57,85,2,0,0,1,0,2,1,0,99,383,0.57,0.15,0.08,0.4,0.28,0.09,1.615,0.281,7.5,1.29,672715,2023
James Paxton,34,1016,Maj-AL,Boston,19,19,7.0,5.0,,96.0,93,51,48,33,101,18,2,4.5,372,19,1,0,6,2,4,0,0,411,1692,0.65,0.14,0.13,0.43,0.23,0.08,1.313,0.294,9.5,3.06,572020,2023
Ryan Pepiot,25,986,Maj-NL,Los Angeles,8,3,2.0,1.0,,42.0,27,10,10,5,38,7,3,2.14,151,7,0,0,1,0,1,1,1,159,654,0.67,0.17,0.12,0.38,0.21,0.12,0.762,0.189,8.1,7.6,686752,2023
Freddy Peralta,27,983,Maj-NL,Milwaukee,31,31,12.0,11.0,,170.2,134,81,75,56,215,27,6,3.96,635,31,0,0,7,1,7,0,0,700,2924,0.63,0.15,0.14,0.42,0.2,0.1,1.113,0.272,11.3,3.84,642547,2023
Eury Perez,20,997,Maj-NL,Miami,19,19,5.0,6.0,,91.1,72,35,32,31,108,15,2,3.15,337,22,2,0,5,2,11,1,0,374,1534,0.64,0.14,0.16,0.27,0.23,0.12,1.128,0.264,10.6,3.48,691587,2023
Francisco Perez,25,988,Maj-AL,Oakland,17,1,1.0,2.0,,16.2,17,12,11,8,14,0,1,5.94,64,4,2,1,1,1,3,1,1,74,308,0.6,0.13,0.1,0.37,0.29,0.12,1.5,0.333,7.6,1.75,660906,2023
Martin Perez,32,959,Maj-AL,Texas,38,20,10.0,4.0,,146.1,159,79,75,52,95,21,4,4.61,568,26,2,1,18,5,3,1,0,632,2310,0.64,0.18,0.07,0.47,0.23,0.06,1.442,0.302,5.8,1.83,527048,2023
David Peterson,27,989,Maj-NL,New York,27,21,3.0,8.0,,111.0,124,64,62,50,128,16,6,5.03,432,17,4,0,14,3,4,5,8,492,1966,0.62,0.16,0.13,0.55,0.23,0.05,1.568,0.371,10.4,2.56,656849,2023
Brandon Pfaadt,24,957,Maj-NL,Arizona,24,23,3.0,10.0,,118.0,128,71,69,31,120,25,3,5.26,466,30,3,0,8,5,8,4,0,508,1942,0.66,0.16,0.12,0.34,0.25,0.07,1.347,0.316,9.2,3.87,694297,2023
Connor Phillips,22,987,Maj-NL,Cincinnati,5,5,1.0,1.0,,20.2,18,16,16,13,26,5,1,6.97,82,1,0,0,0,0,2,0,0,96,381,0.6,0.18,0.09,0.34,0.18,0.09,1.5,0.255,11.3,2.0,683175,2023
Nick Pivetta,30,988,Maj-AL,Boston,38,16,10.0,9.0,1.0,142.2,110,69,64,50,183,23,6,4.04,528,31,1,1,7,2,12,2,1,587,2380,0.65,0.16,0.13,0.37,0.27,0.04,1.121,0.269,11.5,3.66,601713,2023
Michael Plassmeyer,26,987,Maj-NL,Philadelphia,1,1,,1.0,,3.2,8,10,9,0,4,3,3,22.09,20,1,0,0,0,0,0,0,0,23,85,0.67,0.12,0.14,0.31,0.13,0.13,2.182,0.385,9.8,,674681,2023
Zach Plesac,28,1141,Maj-AL,Cleveland,5,5,1.0,1.0,,21.1,37,20,18,5,14,3,0,7.59,99,11,0,0,1,0,1,0,1,105,373,0.69,0.14,0.1,0.52,0.24,0.05,1.969,0.415,5.9,2.8,668676,2023
Quinn Priester,22,987,Maj-NL,Pittsburgh,10,8,3.0,3.0,,50.0,58,43,43,27,36,12,3,7.74,200,17,0,0,4,3,2,0,0,234,866,0.61,0.16,0.1,0.53,0.23,0.06,1.7,0.297,6.5,1.33,682990,2023
Austin Pruitt,33,1032,Maj-AL,Oakland,38,6,2.0,6.0,,48.1,44,18,16,12,30,5,1,2.98,181,6,1,1,4,2,2,1,0,196,760,0.64,0.15,0.08,0.37,0.25,0.1,1.159,0.264,5.6,2.5,643493,2023
Cal Quantrill,28,988,Maj-AL,Cleveland,19,19,4.0,7.0,,99.2,111,59,58,35,58,11,7,5.24,398,22,4,0,10,4,10,1,1,444,1711,0.62,0.15,0.08,0.4,0.28,0.07,1.465,0.3,5.2,1.66,615698,2023
Jose Quintana,34,987,Maj-NL,New York,13,13,3.0,6.0,,75.2,75,33,30,24,60,5,1,3.57,289,11,2,0,9,4,5,1,0,319,1229,0.62,0.17,0.09,0.42,0.26,0.05,1.308,0.307,7.1,2.5,500779,2023
Cole Ragans,25,989,Maj-AL,"Kansas City,Texas",29,12,7.0,5.0,,96.0,70,40,37,41,113,7,2,3.47,346,10,2,1,8,3,3,2,0,392,1586,0.64,0.14,0.14,0.44,0.24,0.05,1.156,0.275,10.6,2.76,666142,2023
Erasmo Ramirez,33,988,"Maj-AL,Maj-NL","Tampa Bay,Washington",38,2,3.0,3.0,,60.1,82,47,43,13,43,11,4,6.41,250,13,1,0,5,7,1,2,0,274,964,0.66,0.15,0.1,0.44,0.26,0.03,1.575,0.35,6.4,3.31,541640,2023
Drew Rasmussen,27,1129,Maj-AL,Tampa Bay,8,8,4.0,2.0,,44.2,36,13,13,11,47,2,1,2.62,163,6,0,0,4,1,3,2,1,177,674,0.69,0.19,0.11,0.53,0.23,0.08,1.052,0.296,9.5,4.27,656876,2023
Robbie Ray,31,1170,Maj-AL,Seattle,1,1,,1.0,,3.1,4,5,3,5,3,0,0,8.1,13,1,0,0,0,1,2,0,0,19,91,0.56,0.08,0.11,0.64,0.09,0.09,2.7,0.364,8.1,0.6,592662,2023
Colin Rea,32,988,Maj-NL,Milwaukee,26,22,6.0,6.0,,124.2,110,65,63,38,110,23,4,4.55,468,18,3,0,9,4,17,2,0,517,2018,0.66,0.18,0.1,0.44,0.23,0.07,1.187,0.257,7.9,2.89,607067,2023
Denyi Reyes,26,986,Maj-NL,New York,9,3,,2.0,,19.2,25,17,17,8,17,3,1,7.78,81,3,1,0,2,0,4,0,0,90,364,0.63,0.1,0.11,0.41,0.3,0.06,1.678,0.361,7.8,2.13,660593,2023
Trevor Richards,30,986,Maj-AL,Toronto,56,3,2.0,1.0,,72.2,63,41,40,35,105,13,2,4.95,276,13,1,3,3,2,2,0,1,315,1353,0.64,0.16,0.17,0.32,0.23,0.07,1.349,0.313,13.0,3.0,670950,2023
Lyon Richardson,23,1011,Maj-NL,Cincinnati,4,4,,2.0,,16.2,17,16,16,15,12,6,0,8.64,66,3,0,0,2,0,1,0,0,81,331,0.6,0.15,0.07,0.48,0.2,0.04,1.92,0.229,6.5,0.8,680689,2023
Nick Robertson,24,986,"Maj-AL,Maj-NL","Boston,Los Angeles",18,1,,1.0,,22.1,30,19,15,9,26,3,0,6.04,95,7,2,2,3,1,2,0,0,106,393,0.67,0.16,0.13,0.47,0.23,0.04,1.746,0.403,10.5,2.89,687798,2023
Carlos Rodon,30,988,Maj-AL,New York,14,14,3.0,8.0,,64.1,65,51,49,28,64,15,4,6.85,249,14,0,0,3,4,5,1,1,286,1129,0.65,0.12,0.13,0.28,0.26,0.07,1.446,0.287,9.0,2.29,607074,2023
Eduardo Rodriguez,30,986,Maj-AL,Detroit,26,26,13.0,9.0,,152.2,128,59,56,48,143,15,3,3.3,563,25,2,0,11,6,10,5,0,621,2445,0.65,0.18,0.1,0.43,0.27,0.07,1.153,0.275,8.4,2.98,593958,2023
Grayson Rodriguez,23,979,Maj-AL,Baltimore,24,24,7.0,5.0,,123.2,127,67,64,46,131,16,2,4.66,478,19,4,0,14,3,4,2,1,530,2163,0.66,0.15,0.12,0.47,0.25,0.04,1.399,0.332,9.5,2.85,680570,2023
Yerry Rodriguez,25,1051,Maj-AL,Texas,13,1,,1.0,,13.2,20,12,12,6,15,1,0,7.9,59,7,0,1,0,1,0,0,0,66,278,0.65,0.15,0.13,0.29,0.38,0.04,1.902,0.432,9.9,2.5,666720,2023
Trevor Rogers,25,1151,Maj-NL,Miami,4,4,1.0,2.0,,18.0,16,9,8,6,19,2,3,4.0,70,1,0,0,0,0,0,0,1,79,330,0.64,0.16,0.12,0.53,0.2,0.02,1.222,0.286,9.5,3.17,669432,2023
Drew Rom,23,987,Maj-NL,St. Louis,8,8,1.0,4.0,,33.2,51,34,30,19,32,7,0,8.02,150,14,3,0,2,1,2,1,0,170,671,0.62,0.19,0.06,0.39,0.22,0.07,2.079,0.393,8.6,1.68,680723,2023
Kenny Rosenberg,27,987,Maj-AL,Los Angeles,7,3,2.0,2.0,,33.0,35,14,14,14,29,3,1,3.82,131,7,0,1,1,0,3,3,3,146,543,0.61,0.14,0.1,0.44,0.21,0.11,1.485,0.323,7.9,2.07,670046,2023
Drew Rucinski,34,1125,Maj-AL,Oakland,4,4,,4.0,,18.0,27,22,18,14,6,5,1,9.0,78,5,0,0,2,2,0,1,0,95,350,0.57,0.17,0.07,0.43,0.23,0.05,2.278,0.319,3.0,0.43,607968,2023
Jose Ruiz,28,1056,"Maj-AL,Maj-NL","Arizona,Chicago",38,1,2.0,1.0,,44.1,52,31,29,21,39,10,6,5.89,178,9,1,1,4,2,4,2,0,207,820,0.6,0.14,0.12,0.38,0.27,0.08,1.647,0.321,7.9,1.86,614179,2023
Jackson Rutledge,24,986,Maj-NL,Washington,4,4,1.0,1.0,,20.0,24,15,15,6,12,4,2,6.75,79,5,0,0,1,1,1,1,0,88,346,0.62,0.13,0.09,0.26,0.25,0.15,1.5,0.313,5.4,2.0,671131,2023
Joe Ryan,27,976,Maj-AL,Minnesota,30,30,11.0,10.0,,163.2,157,84,82,34,198,33,6,4.51,634,30,1,0,7,6,7,3,0,680,2711,0.69,0.14,0.14,0.33,0.23,0.09,1.167,0.303,10.9,5.82,657746,2023
Hyun Jin Ryu,36,987,Maj-AL,Toronto,11,11,3.0,3.0,,52.0,53,25,20,14,38,9,1,3.46,206,12,0,0,4,1,3,1,0,224,830,0.66,0.18,0.1,0.46,0.24,0.06,1.288,0.275,6.6,2.71,547943,2023
Chris Sale,34,989,Maj-AL,Boston,20,20,6.0,5.0,,102.2,87,52,49,29,125,15,8,4.3,384,24,2,0,7,3,8,1,0,425,1670,0.65,0.17,0.13,0.38,0.23,0.08,1.13,0.291,11.0,4.31,519242,2023
Cristopher Sanchez,26,967,Maj-NL,Philadelphia,20,19,3.0,5.0,,101.2,90,46,39,17,97,16,3,3.45,385,18,2,0,13,1,7,2,2,407,1498,0.67,0.19,0.11,0.58,0.2,0.02,1.052,0.271,8.6,5.71,650911,2023
Patrick Sandoval,26,992,Maj-AL,Los Angeles,28,28,7.0,13.0,,144.2,145,89,66,74,128,12,4,4.11,567,29,1,2,12,3,7,3,3,652,2621,0.62,0.16,0.12,0.47,0.28,0.06,1.514,0.309,8.0,1.73,663776,2023
Max Scherzer,38,957,"Maj-AL,Maj-NL","New York,Texas",30,30,13.0,7.0,,162.1,137,72,71,50,181,30,5,3.94,606,25,1,1,10,2,10,1,0,663,2609,0.66,0.15,0.13,0.34,0.22,0.11,1.152,0.27,10.0,3.62,453286,2023
Clarke Schmidt,27,987,Maj-AL,New York,33,32,9.0,9.0,,159.0,169,91,82,46,149,24,11,4.64,630,41,1,0,13,7,8,3,0,694,2713,0.65,0.18,0.1,0.44,0.24,0.08,1.352,0.313,8.4,3.24,657376,2023
Jesse Scholtens,29,997,Maj-AL,Chicago,26,11,1.0,9.0,1.0,85.0,100,54,50,30,58,15,2,5.29,343,12,0,1,8,2,7,3,0,377,1447,0.62,0.17,0.09,0.41,0.24,0.06,1.529,0.313,6.1,1.93,669947,2023
John Schreiber,29,986,Maj-AL,Boston,46,2,2.0,1.0,1.0,46.2,41,22,20,25,53,6,4,3.86,173,8,1,2,4,2,0,0,0,204,818,0.63,0.18,0.11,0.43,0.23,0.07,1.414,0.302,10.2,2.12,670167,2023
Tayler Scott,31,1030,"Maj-AL,Maj-NL","Boston,Los Angeles,Oakland",18,2,,,,17.2,23,12,11,10,17,3,3,5.6,74,10,0,2,1,1,4,0,0,88,338,0.61,0.15,0.09,0.38,0.22,0.03,1.868,0.364,8.7,1.7,605463,2023
Connor Seabold,27,986,Maj-NL,Colorado,27,13,1.0,7.0,,87.1,116,76,73,28,67,19,7,7.52,366,27,3,1,5,5,1,0,0,408,1563,0.66,0.15,0.1,0.34,0.26,0.08,1.649,0.34,6.9,2.39,657756,2023
JP Sears,27,986,Maj-AL,Oakland,32,32,5.0,14.0,,172.1,165,90,87,53,161,34,16,4.54,662,33,4,2,9,3,15,8,3,735,2867,0.65,0.14,0.11,0.3,0.22,0.12,1.265,0.279,8.4,3.04,676664,2023
Colin Selby,25,988,Maj-NL,Pittsburgh,21,5,2.0,2.0,,24.0,29,24,24,15,30,4,0,9.0,98,2,0,1,2,0,1,0,0,114,437,0.62,0.19,0.12,0.49,0.25,0.06,1.833,0.391,11.3,2.0,681882,2023
Kodai Senga,30,990,Maj-NL,New York,29,29,12.0,7.0,,166.1,126,60,55,77,202,17,5,2.98,606,21,0,0,13,4,11,3,1,694,2792,0.61,0.16,0.13,0.44,0.22,0.09,1.22,0.279,10.9,2.62,673540,2023
Antonio Senzatela,28,1130,Maj-NL,Colorado,2,2,,1.0,,7.2,7,4,4,2,4,3,0,4.7,28,1,0,0,0,0,0,1,0,30,120,0.61,0.13,0.08,0.54,0.17,0.08,1.174,0.19,4.7,2.0,622608,2023
Luis Severino,29,1009,Maj-AL,New York,19,18,4.0,8.0,,89.1,113,73,66,34,79,23,5,6.65,375,22,2,1,3,1,9,1,6,417,1636,0.66,0.15,0.09,0.43,0.26,0.06,1.646,0.328,8.0,2.32,622663,2023
Emmet Sheehan,23,980,Maj-NL,Los Angeles,14,11,4.0,1.0,1.0,64.0,50,36,36,28,68,12,2,5.06,233,11,1,0,5,3,4,1,0,266,1102,0.64,0.13,0.14,0.33,0.21,0.08,1.219,0.244,9.6,2.43,686218,2023
Jared Shuster,24,1001,Maj-NL,Atlanta,11,11,4.0,3.0,,52.2,53,34,34,26,30,7,1,5.81,201,10,2,0,4,2,9,3,0,230,864,0.62,0.16,0.09,0.36,0.23,0.12,1.5,0.277,5.1,1.15,694363,2023
Chase Silseth,23,988,Maj-AL,Los Angeles,16,8,4.0,1.0,,52.1,41,26,23,26,56,9,2,3.96,193,9,0,0,6,0,3,0,1,221,888,0.61,0.17,0.11,0.49,0.23,0.04,1.28,0.25,9.6,2.15,681217,2023
Brady Singer,26,999,Maj-AL,Kansas City,29,29,8.0,11.0,,159.2,182,102,98,49,133,20,8,5.52,634,44,5,0,13,10,11,3,0,702,2613,0.64,0.18,0.1,0.5,0.24,0.04,1.447,0.33,7.5,2.71,663903,2023
Tarik Skubal,26,990,Maj-AL,Detroit,15,15,7.0,3.0,,80.1,58,28,25,14,102,4,3,2.8,292,11,3,0,8,1,4,0,1,310,1219,0.69,0.16,0.15,0.52,0.2,0.09,0.896,0.289,11.4,7.29,669373,2023
Devin Smeltzer,27,1010,Maj-NL,Miami,9,1,,1.0,,22.1,29,18,16,4,16,7,4,6.45,92,6,0,0,2,0,0,1,0,100,362,0.66,0.19,0.09,0.36,0.24,0.08,1.478,0.319,6.4,4.0,656970,2023
AJ Smith-Shawver,20,976,Maj-NL,Atlanta,7,5,1.0,,,28.0,20,17,15,12,23,10,1,4.82,104,1,0,0,1,0,5,1,0,117,507,0.58,0.14,0.09,0.35,0.19,0.1,1.143,0.141,7.4,1.92,700363,2023
Drew Smyly,34,986,Maj-NL,Chicago,41,23,11.0,11.0,,142.1,147,89,79,56,141,26,6,5.0,554,36,2,0,10,7,15,5,5,626,2403,0.63,0.16,0.11,0.36,0.24,0.12,1.426,0.307,8.9,2.52,592767,2023
Blake Snell,30,992,Maj-NL,San Diego,32,32,14.0,9.0,,180.0,115,47,45,99,234,15,3,2.25,636,22,0,0,13,3,25,1,1,742,3169,0.58,0.15,0.15,0.44,0.26,0.05,1.189,0.256,11.7,2.36,605483,2023
Collin Snider,27,987,Maj-AL,Kansas City,20,1,,,1.0,20.1,24,12,11,13,11,3,0,4.87,81,5,0,0,3,1,2,0,0,95,367,0.58,0.18,0.07,0.54,0.18,0.06,1.82,0.309,4.9,0.85,676092,2023
George Soriano,24,984,Maj-NL,Miami,27,1,,,1.0,53.0,46,26,22,23,53,6,5,3.74,200,9,0,1,4,2,0,0,0,231,900,0.62,0.17,0.12,0.43,0.23,0.08,1.302,0.28,9.0,2.3,666277,2023
Michael Soroka,25,1012,Maj-NL,Atlanta,7,6,2.0,2.0,,32.1,36,23,23,12,29,9,4,6.4,128,8,0,0,4,0,0,0,0,145,537,0.62,0.17,0.1,0.46,0.27,0.05,1.485,0.3,8.1,2.42,647336,2023
Carson Spiers,25,988,Maj-NL,Cincinnati,4,2,,1.0,1.0,13.0,18,12,10,7,12,1,0,6.92,56,3,0,0,1,1,1,0,0,64,291,0.63,0.14,0.1,0.27,0.31,0.13,1.923,0.386,8.3,1.71,686730,2023
