Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Kendry Rojas,23,21,Maj-AL,Minnesota,5,1,1.0,,,14.1,11,2,2,10,14,0,1,1.26,49,2,0,0,3,0,0,0,1,61,227,0.59,0.15,0.12,0.44,0.22,0.11,1.465,0.314,8.8,1.4,696070,2026
Landen Roupp,27,1,Maj-NL,San Francisco,14,14,5.0,7.0,,74.1,64,39,35,32,82,4,2,4.24,276,18,2,0,8,2,1,2,0,313,1342,0.6,0.18,0.1,0.51,0.26,0.05,1.291,0.313,9.9,2.56,694738,2026
Joe Ryan,30,1,Maj-AL,Minnesota,15,15,4.0,3.0,,82.1,66,34,29,16,92,8,5,3.17,309,16,0,0,2,2,13,3,1,332,1334,0.68,0.18,0.11,0.36,0.22,0.12,0.996,0.275,10.1,5.75,657746,2026
Chris Sale,37,3,Maj-NL,Atlanta,13,13,8.0,5.0,,78.1,62,22,20,20,92,6,8,2.3,289,10,0,0,4,1,6,2,1,319,1250,0.67,0.18,0.14,0.45,0.27,0.05,1.047,0.292,10.6,4.6,519242,2026
Tyler Samaniego,27,11,Maj-AL,Boston,20,1,,3.0,,20.1,22,8,6,8,17,1,2,2.66,77,2,0,0,1,1,1,1,0,90,315,0.62,0.18,0.08,0.49,0.24,0.06,1.475,0.35,7.5,2.13,701719,2026
Cristopher Sanchez,29,5,Maj-NL,Philadelphia,14,14,8.0,2.0,,93.1,81,21,16,18,113,4,1,1.54,354,18,0,0,5,1,2,1,1,375,1344,0.68,0.17,0.16,0.58,0.21,0.04,1.061,0.324,10.9,6.28,650911,2026
David Sandlin,25,6,Maj-AL,Chicago,3,2,1.0,1.0,,13.1,12,12,12,7,14,4,0,8.1,51,1,0,0,0,0,3,0,0,58,222,0.61,0.14,0.1,0.41,0.27,0.03,1.425,0.242,9.5,2.0,689818,2026
Roki Sasaki,24,1,Maj-NL,Los Angeles,12,12,3.0,4.0,,62.1,59,34,33,24,64,11,4,4.76,241,14,0,0,4,0,5,0,0,270,1085,0.64,0.14,0.13,0.46,0.2,0.08,1.332,0.289,9.2,2.67,808963,2026
Max Scherzer,41,3,Maj-AL,Toronto,6,6,1.0,4.0,,22.0,27,25,25,11,14,9,1,10.23,89,2,0,0,1,1,2,0,1,102,425,0.64,0.13,0.08,0.32,0.21,0.17,1.727,0.269,5.7,1.27,453286,2026
Cam Schlittler,25,0,Maj-AL,New York,15,15,7.0,3.0,,89.0,63,21,18,18,96,5,1,1.82,323,13,2,0,6,2,3,1,0,346,1349,0.68,0.14,0.13,0.45,0.23,0.07,0.91,0.259,9.7,5.33,693645,2026
Jesse Scholtens,32,19,Maj-AL,Tampa Bay,9,2,5.0,3.0,,37.2,37,18,16,11,30,8,3,3.82,149,8,1,1,2,1,0,1,0,164,601,0.65,0.16,0.09,0.37,0.24,0.13,1.274,0.259,7.2,2.73,669947,2026
Noah Schultz,22,20,Maj-AL,Chicago,8,8,2.0,4.0,,38.2,30,26,25,22,33,4,4,5.82,139,9,2,0,2,1,4,3,0,168,652,0.6,0.19,0.08,0.37,0.26,0.12,1.345,0.252,7.7,1.5,702273,2026
Paxton Schultz,28,1,Maj-NL,Washington,21,1,,2.0,1.0,27.1,33,21,18,10,28,5,1,5.93,113,3,1,1,0,1,5,1,0,127,491,0.63,0.19,0.08,0.32,0.21,0.08,1.573,0.346,9.2,2.8,687606,2026
Christian Scott,27,2,Maj-NL,New York,9,9,2.0,,,40.2,36,15,14,19,47,4,5,3.1,154,9,0,0,3,0,2,1,0,178,745,0.63,0.15,0.1,0.3,0.35,0.07,1.352,0.311,10.4,2.47,681035,2026
Kodai Senga,33,48,Maj-NL,New York,5,5,,4.0,,20.0,26,21,20,13,23,5,1,9.0,83,4,0,0,2,0,1,0,0,97,367,0.6,0.14,0.12,0.32,0.32,0.05,1.95,0.382,10.4,1.77,673540,2026
Luis Severino,32,15,Maj-AL,Athletics,12,12,2.0,6.0,,62.2,61,33,29,31,65,9,2,4.16,236,10,2,0,9,0,3,1,2,271,1086,0.64,0.16,0.09,0.45,0.24,0.05,1.468,0.321,9.3,2.1,622663,2026
Ian Seymour,27,5,Maj-AL,Tampa Bay,27,2,3.0,,2.0,35.0,28,21,19,16,38,5,1,4.89,126,7,1,4,2,3,3,0,0,148,558,0.67,0.19,0.14,0.32,0.23,0.12,1.257,0.267,9.8,2.38,693855,2026
Emmet Sheehan,26,6,Maj-NL,Los Angeles,12,12,3.0,3.0,,59.1,56,31,31,16,64,11,3,4.7,227,16,0,0,1,2,2,1,1,248,1018,0.65,0.14,0.15,0.38,0.24,0.1,1.213,0.292,9.7,4.0,686218,2026
Brady Singer,29,3,Maj-NL,Cincinnati,13,13,2.0,6.0,,61.0,80,42,38,20,47,17,3,5.61,257,12,2,0,2,1,6,2,2,282,1098,0.61,0.17,0.09,0.42,0.27,0.03,1.639,0.325,6.9,2.35,663903,2026
Paul Skenes,24,4,Maj-NL,Pittsburgh,14,14,6.0,5.0,,76.0,56,30,24,15,89,6,4,2.84,280,13,1,0,2,2,0,1,0,303,1248,0.65,0.14,0.12,0.45,0.25,0.09,0.934,0.267,10.5,5.93,694973,2026
Tarik Skubal,29,0,Maj-AL,Detroit,8,8,3.0,3.0,,48.0,40,17,15,7,49,3,2,2.81,176,10,1,0,9,1,4,0,0,187,706,0.67,0.16,0.14,0.49,0.24,0.04,0.979,0.296,9.2,7.0,669373,2026
Burch Smith,36,23,Maj-AL,Detroit,13,1,,2.0,,17.0,18,8,6,7,20,2,0,3.18,65,6,0,0,3,0,1,0,1,73,287,0.64,0.18,0.09,0.52,0.2,0.02,1.471,0.372,10.6,2.86,572143,2026
Shane Smith,26,67,Maj-AL,Chicago,3,3,,2.0,,8.1,12,12,10,9,11,1,1,10.8,38,4,0,0,0,0,0,0,1,49,225,0.61,0.19,0.1,0.44,0.3,0.04,2.52,0.423,11.9,1.22,681343,2026
Blake Snell,33,35,Maj-NL,Los Angeles,1,1,,1.0,,3.0,6,5,4,2,5,0,0,12.0,16,0,0,0,0,0,2,0,0,18,77,0.65,0.13,0.21,0.64,0.27,0.0,2.667,0.545,15.0,2.5,605483,2026
Robby Snelling,22,36,Maj-NL,Miami,1,1,,1.0,,5.0,5,3,3,4,2,1,0,5.4,18,1,0,0,2,0,0,0,0,22,86,0.63,0.14,0.12,0.5,0.31,0.06,1.8,0.267,3.6,0.5,702281,2026
Jose Soriano,27,0,Maj-AL,Los Angeles,15,15,8.0,4.0,,87.0,65,29,27,42,92,9,3,2.79,313,4,0,1,8,1,3,3,1,360,1427,0.62,0.15,0.14,0.54,0.19,0.03,1.23,0.263,9.5,2.19,667755,2026
Michael Soroka,28,0,Maj-NL,Arizona,14,14,8.0,3.0,,81.0,70,28,28,17,79,6,5,3.11,305,17,2,0,3,1,10,3,0,329,1281,0.67,0.17,0.1,0.39,0.25,0.09,1.074,0.29,8.8,4.65,647336,2026
Jeffrey Springs,33,5,Maj-AL,Athletics,14,14,3.0,6.0,,75.0,74,43,39,23,63,16,2,4.68,292,13,3,0,4,3,4,1,2,320,1241,0.64,0.18,0.09,0.36,0.25,0.07,1.293,0.269,7.6,2.74,605488,2026
Brandon Sproat,25,3,Maj-NL,Milwaukee,13,11,1.0,4.0,,60.0,59,38,38,30,57,12,5,5.7,224,11,0,0,7,0,6,4,3,261,1032,0.61,0.17,0.09,0.44,0.22,0.05,1.483,0.303,8.6,1.9,687075,2026
Spencer Strider,27,1,Maj-NL,Atlanta,8,8,4.0,2.0,,39.0,33,24,23,20,46,9,1,5.31,142,9,1,0,2,2,6,2,1,165,691,0.62,0.15,0.12,0.3,0.22,0.1,1.359,0.27,10.6,2.3,675911,2026
Jose Suarez,28,0,"Maj-AL,Maj-NL","Athletics,Atlanta,Seattle",22,1,1.0,2.0,1.0,34.2,45,23,22,19,40,1,3,5.71,140,12,0,1,4,1,1,1,0,165,651,0.62,0.13,0.12,0.45,0.32,0.07,1.846,0.44,10.4,2.11,660761,2026
Ranger Suarez,30,0,Maj-AL,Boston,13,13,2.0,3.0,,70.0,61,25,25,21,70,4,2,3.21,261,14,1,0,5,2,3,0,1,286,1103,0.63,0.17,0.1,0.39,0.3,0.09,1.171,0.302,9.0,3.33,624133,2026
Tomoyuki Sugano,36,4,Maj-NL,Colorado,13,13,6.0,4.0,,68.1,68,31,31,20,39,12,2,4.08,260,22,0,0,4,5,8,2,1,287,1113,0.61,0.16,0.07,0.38,0.27,0.04,1.288,0.262,5.1,1.95,608372,2026
Sean Sullivan,23,1,Maj-NL,Colorado,1,1,,,,3.0,2,0,0,0,2,0,1,0.0,11,1,0,0,0,0,0,0,0,12,49,0.67,0.08,0.08,0.2,0.1,0.3,0.667,0.222,6.0,,807743,2026
Cole Sulser,36,0,Maj-AL,Tampa Bay,24,1,1.0,,2.0,26.1,35,21,19,12,25,4,0,6.49,110,10,0,3,0,1,4,1,0,125,501,0.6,0.12,0.12,0.39,0.23,0.09,1.785,0.378,8.5,2.08,642121,2026
Brent Suter,36,0,Maj-AL,Los Angeles,26,2,1.0,2.0,,38.2,37,22,19,13,33,4,0,4.42,147,5,3,1,2,0,2,2,4,161,654,0.66,0.19,0.09,0.52,0.21,0.07,1.293,0.3,7.7,2.54,608718,2026
Jameson Taillon,34,6,Maj-NL,Chicago,13,13,2.0,5.0,,67.2,65,40,39,23,59,20,2,5.19,262,8,0,1,4,0,8,2,0,287,1129,0.63,0.17,0.11,0.35,0.21,0.06,1.3,0.246,7.8,2.57,592791,2026
Grant Taylor,24,4,Maj-AL,Chicago,26,4,2.0,,2.0,34.2,27,11,7,9,51,1,0,1.82,130,7,0,0,1,1,2,0,0,140,580,0.69,0.18,0.14,0.38,0.26,0.04,1.038,0.329,13.2,5.67,691799,2026
Kai-Wei Teng,27,4,Maj-AL,Houston,20,7,3.0,5.0,,51.0,41,24,21,24,49,6,4,3.71,187,8,1,0,4,0,0,1,1,215,852,0.63,0.19,0.11,0.46,0.25,0.06,1.275,0.265,8.6,2.04,678906,2026
Zach Thornton,24,24,Maj-NL,New York,1,1,,1.0,,4.1,4,4,4,2,3,1,0,8.31,17,1,0,0,0,0,1,0,0,19,80,0.66,0.18,0.08,0.43,0.14,0.0,1.385,0.231,6.2,1.5,804267,2026
Payton Tolle,23,4,Maj-AL,Boston,9,9,3.0,3.0,,53.1,42,20,16,14,54,3,2,2.7,198,12,0,0,0,0,1,2,2,215,782,0.7,0.14,0.13,0.35,0.23,0.15,1.05,0.277,9.1,3.86,801139,2026
Walbert Urena,22,4,Maj-AL,Los Angeles,12,10,4.0,4.0,,55.1,42,21,15,33,55,4,3,2.44,204,9,0,1,5,2,3,1,0,242,967,0.59,0.16,0.11,0.51,0.19,0.06,1.355,0.259,8.9,1.67,700712,2026
Framber Valdez,32,3,Maj-AL,Detroit,14,14,3.0,5.0,,77.2,75,42,38,29,61,9,8,4.4,301,11,1,0,8,2,12,0,1,340,1248,0.65,0.18,0.09,0.5,0.21,0.03,1.339,0.283,7.1,2.1,664285,2026
Randy Vasquez,27,0,Maj-NL,San Diego,14,14,6.0,4.0,,74.1,76,30,30,22,58,11,3,3.63,284,15,2,1,7,3,6,3,1,313,1230,0.64,0.15,0.1,0.36,0.27,0.06,1.318,0.298,7.0,2.64,681190,2026
Justin Verlander,43,75,Maj-AL,Detroit,1,1,,1.0,,3.2,6,5,5,2,1,1,0,12.27,17,1,1,0,0,0,0,0,0,19,80,0.66,0.18,0.08,0.19,0.38,0.06,2.182,0.333,2.5,0.5,434378,2026
Michael Wacha,34,2,Maj-AL,Kansas City,14,14,4.0,5.0,,88.0,75,37,35,27,69,10,3,3.58,324,20,2,1,9,0,3,2,1,356,1276,0.64,0.16,0.09,0.39,0.26,0.07,1.159,0.265,7.1,2.56,608379,2026
Matt Waldron,29,30,Maj-NL,San Diego,6,3,1.0,2.0,,23.1,33,22,22,7,22,5,2,8.49,99,7,2,0,2,1,0,0,0,110,399,0.66,0.17,0.08,0.47,0.16,0.09,1.714,0.384,8.5,3.14,663362,2026
Taijuan Walker,33,52,Maj-NL,Philadelphia,5,4,1.0,4.0,,22.2,36,25,23,11,17,8,1,9.13,102,5,1,0,2,1,0,2,3,115,424,0.62,0.17,0.06,0.4,0.22,0.05,2.074,0.359,6.8,1.55,592836,2026
Austin Warren,30,0,Maj-NL,New York,18,2,1.0,3.0,,25.1,21,9,8,11,27,3,1,2.84,94,6,0,0,1,1,1,0,0,107,442,0.63,0.21,0.11,0.34,0.35,0.03,1.263,0.277,9.6,2.45,681810,2026
Will Warren,27,5,Maj-AL,New York,13,13,7.0,1.0,,68.2,62,34,26,21,75,7,2,3.41,264,12,0,0,4,2,1,0,2,291,1146,0.63,0.19,0.1,0.44,0.22,0.07,1.209,0.299,9.8,3.57,701542,2026
Ryan Weathers,26,1,Maj-AL,New York,13,13,2.0,5.0,,74.1,66,38,36,21,81,15,1,4.36,282,4,2,0,2,0,1,2,2,305,1199,0.64,0.2,0.11,0.43,0.23,0.06,1.17,0.274,9.8,3.86,677960,2026
Logan Webb,29,5,Maj-NL,San Francisco,11,11,3.0,4.0,,67.1,61,31,29,19,58,4,4,3.88,254,10,2,0,6,0,8,2,0,278,1011,0.65,0.18,0.09,0.58,0.26,0.02,1.188,0.297,7.8,3.05,657277,2026
Ryan Weiss,29,40,Maj-AL,Houston,9,2,,3.0,,26.0,35,24,22,20,30,8,0,7.62,111,2,1,0,2,0,1,0,0,131,530,0.61,0.16,0.1,0.33,0.31,0.09,2.115,0.37,10.4,1.5,680802,2026
Zack Wheeler,36,4,Maj-NL,Philadelphia,9,9,5.0,1.0,,56.2,36,14,14,12,53,7,2,2.22,198,10,0,0,6,1,1,1,0,213,850,0.65,0.14,0.11,0.45,0.2,0.1,0.847,0.209,8.4,4.42,554430,2026
Jordan Wicks,26,13,Maj-NL,Chicago,2,2,,2.0,,6.1,13,11,11,1,6,1,1,15.63,32,2,0,0,0,0,1,0,0,34,129,0.67,0.14,0.12,0.42,0.31,0.08,2.211,0.48,8.5,6.0,696136,2026
Gavin Williams,26,5,Maj-AL,Cleveland,14,14,9.0,3.0,,86.2,67,34,32,28,99,13,2,3.32,315,16,1,0,7,0,6,4,4,345,1330,0.67,0.18,0.14,0.47,0.23,0.07,1.096,0.266,10.3,3.54,668909,2026
Brandon Williamson,28,45,Maj-NL,Cincinnati,6,6,2.0,3.0,,28.0,26,19,19,20,19,4,3,6.11,102,4,1,0,5,3,0,0,0,128,518,0.58,0.14,0.1,0.34,0.23,0.1,1.643,0.268,6.1,0.95,682227,2026
Bryan Woo,26,2,Maj-AL,Seattle,14,14,5.0,5.0,,81.2,70,41,39,15,79,9,3,4.3,308,10,1,1,4,3,2,0,1,329,1208,0.68,0.14,0.12,0.36,0.22,0.1,1.041,0.274,8.7,5.27,693433,2026
Brandon Woodruff,33,44,Maj-NL,Milwaukee,6,6,2.0,1.0,,30.0,24,13,12,7,25,4,1,3.6,111,5,0,1,1,2,2,1,0,121,414,0.69,0.17,0.11,0.31,0.19,0.1,1.033,0.238,7.5,3.57,605540,2026
Simeon Woods Richardson,25,5,Maj-AL,"Minnesota,Toronto",13,10,,7.0,,51.2,66,46,41,25,29,9,2,7.14,210,16,0,0,8,1,5,2,0,240,909,0.6,0.16,0.07,0.4,0.23,0.09,1.761,0.329,5.1,1.16,680573,2026
Justin Wrobleski,25,2,Maj-NL,Los Angeles,12,11,7.0,2.0,,73.1,61,24,24,16,45,6,2,2.95,276,12,0,0,6,1,0,1,0,295,1072,0.66,0.17,0.08,0.39,0.25,0.04,1.05,0.243,5.5,2.81,680736,2026
Yoshinobu Yamamoto,27,0,Maj-NL,Los Angeles,13,13,7.0,4.0,,85.2,57,25,24,15,80,10,3,2.52,304,10,1,0,6,1,2,2,0,323,1265,0.66,0.15,0.13,0.47,0.24,0.05,0.84,0.219,8.4,5.33,808967,2026
Trey Yesavage,22,1,Maj-AL,Toronto,9,9,3.0,3.0,,47.2,35,20,20,25,47,3,1,3.78,169,14,0,0,4,2,2,0,0,198,788,0.62,0.13,0.13,0.37,0.25,0.12,1.259,0.264,8.9,1.88,702056,2026
Brandon Young,27,3,Maj-AL,Baltimore,10,10,5.0,1.0,,56.1,51,27,19,19,42,6,1,3.04,214,9,0,0,1,4,2,2,0,239,865,0.65,0.15,0.1,0.4,0.24,0.1,1.243,0.265,6.7,2.21,687064,2026
