Tm,R,PA,H,HR,BB,SO,G,R_per_G,season
Oakland,609,5575,1265,124,414,1033,155,3.9290322580645163,2015
"Oakland,Texas",24,192,32,6,19,39,69,0.34782608695652173,2015
"Oakland,Toronto",59,378,100,18,29,80,103,0.5728155339805825,2015
Philadelphia,545,5213,1176,124,339,1162,151,3.609271523178808,2015
"Philadelphia,Tampa Bay",24,296,69,6,20,60,97,0.24742268041237114,2015
"Philadelphia,Texas",2,46,7,0,0,17,20,0.1,2015
"Philadelphia,Toronto",84,634,181,2,32,64,151,0.5562913907284768,2015
Pittsburgh,666,5866,1375,131,424,1234,157,4.24203821656051,2015
"Pittsburgh,San Francisco",6,72,13,1,9,20,41,0.14634146341463414,2015
"Pittsburgh,Seattle",1,27,2,0,1,13,12,0.08333333333333333,2015
San Diego,610,5649,1240,142,396,1235,154,3.961038961038961,2015
"San Diego,Texas",40,390,85,6,37,94,132,0.30303030303030304,2015
San Francisco,663,5761,1402,129,427,1059,150,4.42,2015
Seattle,538,5002,1117,169,401,1066,161,3.341614906832298,2015
St. Louis,636,5988,1353,133,489,1225,155,4.103225806451613,2015
Tampa Bay,590,5465,1252,155,387,1188,160,3.6875,2015
"Tampa Bay,Texas",8,147,25,1,11,39,48,0.16666666666666666,2015
Texas,702,5727,1341,161,444,1105,160,4.3875,2015
Toronto,750,5197,1220,211,505,981,158,4.746835443037975,2015
Washington,703,6117,1363,177,539,1344,156,4.506410256410256,2015
