game_pk,date,game_time_utc,venue_id,venue_name,home_team,away_team,home_team_id,away_team_id,home_runs,away_runs,total_runs,home_sp_id,home_sp_name,away_sp_id,away_sp_name
718758,2023-04-01,2023-04-01T18:20:00Z,17,Wrigley Field,Chicago Cubs,Milwaukee Brewers,112,158,1,3,4,657006,Justin Steele,605540,Brandon Woodruff
718752,2023-04-01,2023-04-01T20:05:00Z,5325,Globe Life Field,Texas Rangers,Philadelphia Phillies,140,143,16,3,19,543135,Nathan Eovaldi,554430,Zack Wheeler
718753,2023-04-01,2023-04-01T20:05:00Z,3309,Nationals Park,Washington Nationals,Atlanta Braves,120,144,1,7,8,680686,Josiah Gray,675911,Spencer Strider
718762,2023-04-01,2023-04-01T20:05:00Z,3313,Yankee Stadium,New York Yankees,San Francisco Giants,147,137,5,7,12,657376,Clarke Schmidt,502171,Alex Cobb
718757,2023-04-01,2023-04-01T20:07:00Z,10,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,133,108,1,13,14,660261,Shintaro Fujinami,663776,Patrick Sandoval
718761,2023-04-01,2023-04-01T20:10:00Z,3,Fenway Park,Boston Red Sox,Baltimore Orioles,111,110,9,8,17,519242,Chris Sale,665152,Dean Kremer
718756,2023-04-01,2023-04-01T20:10:00Z,2602,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,113,134,6,2,8,666157,Nick Lodolo,448179,Rich Hill
718754,2023-04-01,2023-04-01T20:10:00Z,12,Tropicana Field,Tampa Bay Rays,Detroit Tigers,139,116,12,2,14,621107,Zach Eflin,605513,Spencer Turnbull
718751,2023-04-01,2023-04-01T20:10:00Z,7,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,0,2,2,543475,Jordan Lyles,543243,Sonny Gray
718755,2023-04-01,2023-04-01T20:10:00Z,4169,loanDepot park,Miami Marlins,New York Mets,146,121,2,6,8,665795,Edward Cabrera,656731,Tylor Megill
718750,2023-04-01,2023-04-02T00:40:00Z,2680,Petco Park,San Diego Padres,Colorado Rockies,135,115,8,4,12,608379,Michael Wacha,570632,José Ureña
718749,2023-04-01,2023-04-02T01:10:00Z,22,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,119,109,10,1,11,477132,Clayton Kershaw,518516,Madison Bumgarner
718746,2023-04-01,2023-04-02T01:40:00Z,680,T-Mobile Park,Seattle Mariners,Cleveland Guardians,136,114,0,2,2,669302,Logan Gilbert,650644,Aaron Civale
718742,2023-04-02,2023-04-02T17:10:00Z,12,Tropicana Field,Tampa Bay Rays,Detroit Tigers,139,116,5,1,6,605488,Jeffrey Springs,666214,Joey Wentz
718748,2023-04-02,2023-04-02T17:35:00Z,3,Fenway Park,Boston Red Sox,Baltimore Orioles,111,110,9,5,14,656557,Tanner Houck,608344,Cole Irvin
718743,2023-04-02,2023-04-02T17:35:00Z,3309,Nationals Park,Washington Nationals,Atlanta Braves,120,144,4,1,5,669022,MacKenzie Gore,694363,Jared Shuster
718747,2023-04-02,2023-04-02T17:35:00Z,3313,Yankee Stadium,New York Yankees,San Francisco Giants,147,137,6,0,6,666745,Jhony Brito,548389,Ross Stripling
718744,2023-04-02,2023-04-02T17:40:00Z,2602,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,113,134,3,1,4,668933,Graham Ashcraft,592826,Vince Velasquez
718741,2023-04-02,2023-04-02T17:40:00Z,4169,loanDepot park,Miami Marlins,New York Mets,146,121,1,5,6,669432,Trevor Rogers,673540,Kodai Senga
718745,2023-04-02,2023-04-02T18:10:00Z,7,Kauffman Stadium,Kansas City Royals,Minnesota Twins,118,142,4,7,11,641745,Brad Keller,657746,Joe Ryan
718740,2023-04-02,2023-04-02T18:10:00Z,2392,Minute Maid Park,Houston Astros,Chicago White Sox,117,145,3,6,9,677651,Luis Garcia,605182,Mike Clevinger
718737,2023-04-02,2023-04-02T18:15:00Z,2889,Busch Stadium,St. Louis Cardinals,Toronto Blue Jays,138,141,9,4,13,656756,Jordan Montgomery,605135,Chris Bassitt
718738,2023-04-02,2023-04-02T18:20:00Z,17,Wrigley Field,Chicago Cubs,Milwaukee Brewers,112,158,5,9,14,592791,Jameson Taillon,641778,Eric Lauer
718734,2023-04-02,2023-04-02T20:07:00Z,10,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,133,108,0,6,6,686610,Ken Waldichuk,542881,Tyler Anderson
718736,2023-04-02,2023-04-02T20:10:00Z,22,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,119,109,1,2,3,592789,Noah Syndergaard,605200,Zach Davies
718733,2023-04-02,2023-04-02T20:10:00Z,2680,Petco Park,San Diego Padres,Colorado Rockies,135,115,3,1,4,607625,Seth Lugo,596295,Austin Gomber
718735,2023-04-02,2023-04-02T20:10:00Z,680,T-Mobile Park,Seattle Mariners,Cleveland Guardians,136,114,5,6,11,594835,Marco Gonzales,615698,Cal Quantrill
718739,2023-04-02,2023-04-02T23:08:00Z,5325,Globe Life Field,Texas Rangers,Philadelphia Phillies,140,143,2,1,3,527048,Martín Pérez,663559,Bailey Falter
718731,2023-04-03,2023-04-03T18:10:00Z,32,American Family Field,Milwaukee Brewers,New York Mets,158,121,10,0,10,642547,Freddy Peralta,471911,Carlos Carrasco
718730,2023-04-03,2023-04-03T19:10:00Z,4,Guaranteed Rate Field,Chicago White Sox,San Francisco Giants,145,137,3,12,15,656629,Michael Kopech,543101,Anthony DeSclafani
718728,2023-04-03,2023-04-03T22:40:00Z,2602,Great American Ball Park,Cincinnati Reds,Chicago Cubs,113,112,7,6,13,656818,Connor Overton,592767,Drew Smyly
718729,2023-04-03,2023-04-03T22:40:00Z,4169,loanDepot park,Miami Marlins,Minnesota Twins,146,142,1,11,12,456501,Johnny Cueto,641816,Tyler Mahle
718732,2023-04-03,2023-04-03T23:05:00Z,3309,Nationals Park,Washington Nationals,Tampa Bay Rays,120,139,2,6,8,592866,Trevor Williams,656876,Drew Rasmussen
718725,2023-04-03,2023-04-03T23:05:00Z,3313,Yankee Stadium,New York Yankees,Philadelphia Phillies,147,143,8,1,9,641482,Nestor Cortes,592836,Taijuan Walker
718724,2023-04-03,2023-04-03T23:10:00Z,3,Fenway Park,Boston Red Sox,Pittsburgh Pirates,111,134,6,7,13,676710,Kutter Crawford,670912,Johan Oviedo
718719,2023-04-03,2023-04-03T23:40:00Z,7,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,118,141,9,5,14,663903,Brady Singer,621244,José Berríos
718727,2023-04-03,2023-04-03T23:45:00Z,2889,Busch Stadium,St. Louis Cardinals,Atlanta Braves,138,144,4,8,12,663765,Jake Woodford,450203,Charlie Morton
718726,2023-04-03,2023-04-04T00:05:00Z,5325,Globe Life Field,Texas Rangers,Baltimore Orioles,140,110,0,2,2,592351,Jon Gray,680694,Kyle Bradish
718723,2023-04-03,2023-04-04T00:10:00Z,2392,Minute Maid Park,Houston Astros,Detroit Tigers,117,116,6,7,13,686613,Hunter Brown,571510,Matthew Boyd
718721,2023-04-03,2023-04-04T01:40:00Z,10,Oakland Coliseum,Oakland Athletics,Cleveland Guardians,133,114,11,12,23,621076,James Kaprielian,668676,Zach Plesac
718722,2023-04-03,2023-04-04T01:40:00Z,2680,Petco Park,San Diego Padres,Arizona Diamondbacks,135,109,5,4,9,677960,Ryan Weathers,669194,Ryne Nelson
718720,2023-04-03,2023-04-04T01:40:00Z,680,T-Mobile Park,Seattle Mariners,Los Angeles Angels,136,108,3,7,10,669923,George Kirby,672282,Reid Detmers
718718,2023-04-03,2023-04-04T02:10:00Z,22,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,119,115,13,4,17,675627,Michael Grove,663372,Ryan Feltner
718717,2023-04-04,2023-04-04T20:10:00Z,2680,Petco Park,San Diego Padres,Arizona Diamondbacks,135,109,6,8,14,506433,Yu Darvish,668678,Zac Gallen
718716,2023-04-04,2023-04-04T22:40:00Z,2602,Great American Ball Park,Cincinnati Reds,Chicago Cubs,113,112,5,12,17,570666,Luis Cessa,669713,Hayden Wesneski
718714,2023-04-04,2023-04-04T22:40:00Z,4169,loanDepot park,Miami Marlins,Minnesota Twins,146,142,1,0,1,645261,Sandy Alcantara,628317,Kenta Maeda
718715,2023-04-04,2023-04-04T23:05:00Z,3309,Nationals Park,Washington Nationals,Tampa Bay Rays,120,139,6,10,16,641771,Chad Kuhl,676596,Josh Fleming
718710,2023-04-04,2023-04-04T23:05:00Z,3313,Yankee Stadium,New York Yankees,Philadelphia Phillies,147,143,1,4,5,593334,Domingo Germán,621381,Matt Strahm
718713,2023-04-04,2023-04-04T23:10:00Z,3,Fenway Park,Boston Red Sox,Pittsburgh Pirates,111,134,1,4,5,601713,Nick Pivetta,672710,Roansy Contreras
718708,2023-04-04,2023-04-04T23:40:00Z,7,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,118,141,1,4,5,663460,Kris Bubic,579328,Yusei Kikuchi
718712,2023-04-04,2023-04-04T23:40:00Z,32,American Family Field,Milwaukee Brewers,New York Mets,158,121,9,0,9,489119,Wade Miley,453286,Max Scherzer
718711,2023-04-04,2023-04-04T23:45:00Z,2889,Busch Stadium,St. Louis Cardinals,Atlanta Braves,138,144,1,4,5,571927,Steven Matz,689266,Dylan Dodd
718709,2023-04-04,2023-04-05T00:05:00Z,5325,Globe Life Field,Texas Rangers,Baltimore Orioles,140,110,2,7,9,571760,Andrew Heaney,502043,Kyle Gibson
718705,2023-04-04,2023-04-05T00:10:00Z,2392,Minute Maid Park,Houston Astros,Detroit Tigers,117,116,3,6,9,664285,Framber Valdez,666159,Matt Manning
718707,2023-04-04,2023-04-05T01:40:00Z,10,Oakland Coliseum,Oakland Athletics,Cleveland Guardians,133,114,4,3,7,676664,JP Sears,669456,Shane Bieber
718706,2023-04-04,2023-04-05T01:40:00Z,680,T-Mobile Park,Seattle Mariners,Los Angeles Angels,136,108,11,2,13,622491,Luis Castillo,660761,José Suarez
718703,2023-04-04,2023-04-05T02:10:00Z,22,Dodger Stadium,Los Angeles Dodgers,Colorado Rockies,119,115,5,2,7,628711,Julio Urías,608566,Germán Márquez
718704,2023-04-05,2023-04-05T17:05:00Z,3309,Nationals Park,Washington Nationals,Tampa Bay Rays,120,139,2,7,9,571578,Patrick Corbin,663556,Shane McClanahan
718699,2023-04-05,2023-04-05T17:05:00Z,3313,Yankee Stadium,New York Yankees,Philadelphia Phillies,147,143,4,2,6,543037,Gerrit Cole,605400,Aaron Nola
718701,2023-04-05,2023-04-05T17:10:00Z,4169,loanDepot park,Miami Marlins,Minnesota Twins,146,142,5,2,7,666200,Jesús Luzardo,641154,Pablo López
718697,2023-04-05,2023-04-05T17:15:00Z,2889,Busch Stadium,St. Louis Cardinals,Atlanta Braves,138,144,2,5,7,571945,Miles Mikolas,693821,Bryce Elder
718702,2023-04-05,2023-04-05T17:35:00Z,3,Fenway Park,Boston Red Sox,Pittsburgh Pirates,111,134,1,4,5,446372,Corey Kluber,656605,Mitch Keller
718698,2023-04-05,2023-04-05T17:40:00Z,32,American Family Field,Milwaukee Brewers,New York Mets,158,121,7,6,13,669203,Corbin Burnes,656849,David Peterson
718694,2023-04-05,2023-04-05T18:05:00Z,5325,Globe Life Field,Texas Rangers,Baltimore Orioles,140,110,5,2,7,594798,Jacob deGrom,680570,Grayson Rodriguez
718696,2023-04-05,2023-04-05T18:10:00Z,2392,Minute Maid Park,Houston Astros,Detroit Tigers,117,116,8,2,10,664299,Cristian Javier,593958,Eduardo Rodriguez
718695,2023-04-05,2023-04-05T18:10:00Z,4,Guaranteed Rate Field,Chicago White Sox,San Francisco Giants,145,137,7,3,10,656302,Dylan Cease,657277,Logan Webb
718689,2023-04-05,2023-04-05T19:37:00Z,10,Oakland Coliseum,Oakland Athletics,Cleveland Guardians,133,114,4,6,10,666205,Kyle Muller,683769,Hunter Gaddis
718691,2023-04-05,2023-04-05T20:10:00Z,680,T-Mobile Park,Seattle Mariners,Los Angeles Angels,136,108,3,4,7,623167,Chris Flexen,660271,Shohei Ohtani
718692,2023-04-05,2023-04-05T23:40:00Z,7,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,118,141,0,3,3,425844,Zack Greinke,666201,Alek Manoah
718690,2023-04-06,2023-04-06T17:10:00Z,2394,Comerica Park,Detroit Tigers,Boston Red Sox,116,111,3,6,9,605513,Spencer Turnbull,519242,Chris Sale
718686,2023-04-06,2023-04-06T18:10:00Z,7,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,118,141,3,6,9,543475,Jordan Lyles,592332,Kevin Gausman
718687,2023-04-06,2023-04-06T18:10:00Z,4,Guaranteed Rate Field,Chicago White Sox,San Francisco Giants,145,137,6,16,22,458681,Lance Lynn,622072,Alex Wood
718682,2023-04-06,2023-04-06T20:10:00Z,19,Coors Field,Colorado Rockies,Washington Nationals,115,120,1,0,1,607536,Kyle Freeland,680686,Josiah Gray
718681,2023-04-06,2023-04-06T23:20:00Z,4705,Truist Park,Atlanta Braves,San Diego Padres,144,135,7,6,13,675911,Spencer Strider,605483,Blake Snell
718683,2023-04-06,2023-04-07T02:10:00Z,15,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,2,5,7,518876,Merrill Kelly,669160,Dustin May
718693,2023-04-07,2023-04-07T17:10:00Z,3289,Citi Field,New York Mets,Miami Marlins,121,146,9,3,12,656731,Tylor Megill,665795,Edward Cabrera
718675,2023-04-07,2023-04-07T18:20:00Z,17,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,2,0,2,573186,Marcus Stroman,543135,Nathan Eovaldi
718685,2023-04-07,2023-04-07T19:05:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Cincinnati Reds,143,113,5,2,7,554430,Zack Wheeler,668881,Hunter Greene
718688,2023-04-07,2023-04-07T19:05:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,110,147,7,6,13,665152,Dean Kremer,657376,Clarke Schmidt
718677,2023-04-07,2023-04-07T20:10:00Z,5,Progressive Field,Cleveland Guardians,Seattle Mariners,114,136,3,5,8,650644,Aaron Civale,669302,Logan Gilbert
718684,2023-04-07,2023-04-07T20:10:00Z,3312,Target Field,Minnesota Twins,Houston Astros,142,117,3,2,5,543243,Sonny Gray,664353,José Urquidy
718679,2023-04-07,2023-04-07T20:12:00Z,31,PNC Park,Pittsburgh Pirates,Chicago White Sox,134,145,13,9,22,448179,Rich Hill,608337,Lucas Giolito
718680,2023-04-07,2023-04-07T20:35:00Z,2395,Oracle Park,San Francisco Giants,Kansas City Royals,137,118,1,3,4,502171,Alex Cobb,641745,Brad Keller
718678,2023-04-07,2023-04-07T22:40:00Z,12,Tropicana Field,Tampa Bay Rays,Oakland Athletics,139,133,9,5,14,621107,Zach Eflin,686610,Ken Waldichuk
718676,2023-04-07,2023-04-07T23:20:00Z,4705,Truist Park,Atlanta Braves,San Diego Padres,144,135,4,5,9,694363,Jared Shuster,607259,Nick Martinez
718674,2023-04-07,2023-04-08T00:10:00Z,32,American Family Field,Milwaukee Brewers,St. Louis Cardinals,158,138,4,0,4,605540,Brandon Woodruff,656427,Jack Flaherty
718673,2023-04-07,2023-04-08T00:40:00Z,19,Coors Field,Colorado Rockies,Washington Nationals,115,120,5,10,15,570632,José Ureña,669022,MacKenzie Gore
718670,2023-04-07,2023-04-08T01:38:00Z,1,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,108,141,3,4,7,663776,Patrick Sandoval,605135,Chris Bassitt
718671,2023-04-07,2023-04-08T01:40:00Z,15,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,6,3,9,518516,Madison Bumgarner,477132,Clayton Kershaw
718666,2023-04-08,2023-04-08T18:10:00Z,3312,Target Field,Minnesota Twins,Houston Astros,142,117,9,6,15,657746,Joe Ryan,677651,Luis Garcia
718672,2023-04-08,2023-04-08T20:05:00Z,2395,Oracle Park,San Francisco Giants,Kansas City Royals,137,118,5,6,11,640455,Sean Manaea,663903,Brady Singer
718669,2023-04-08,2023-04-08T20:05:00Z,17,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,10,3,13,657006,Justin Steele,527048,Martín Pérez
718668,2023-04-08,2023-04-08T20:05:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Cincinnati Reds,143,113,3,2,5,663559,Bailey Falter,666157,Nick Lodolo
718667,2023-04-08,2023-04-08T20:10:00Z,2394,Comerica Park,Detroit Tigers,Boston Red Sox,116,111,5,14,19,666214,Joey Wentz,656557,Tanner Houck
718665,2023-04-08,2023-04-08T20:10:00Z,12,Tropicana Field,Tampa Bay Rays,Oakland Athletics,139,133,11,0,11,605488,Jeffrey Springs,660261,Shintaro Fujinami
718661,2023-04-08,2023-04-08T20:10:00Z,3289,Citi Field,New York Mets,Miami Marlins,121,146,5,2,7,673540,Kodai Senga,669432,Trevor Rogers
718663,2023-04-08,2023-04-08T22:10:00Z,5,Progressive Field,Cleveland Guardians,Seattle Mariners,114,136,2,3,5,615698,Cal Quantrill,594835,Marco Gonzales
718662,2023-04-08,2023-04-08T22:35:00Z,31,PNC Park,Pittsburgh Pirates,Chicago White Sox,134,145,5,11,16,592826,Vince Velasquez,605182,Mike Clevinger
718664,2023-04-08,2023-04-08T23:05:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,110,147,1,4,5,608344,Cole Irvin,666745,Jhony Brito
718660,2023-04-08,2023-04-08T23:10:00Z,32,American Family Field,Milwaukee Brewers,St. Louis Cardinals,158,138,0,6,6,641778,Eric Lauer,656756,Jordan Montgomery
718659,2023-04-08,2023-04-08T23:20:00Z,4705,Truist Park,Atlanta Braves,San Diego Padres,144,135,1,4,5,450203,Charlie Morton,608379,Michael Wacha
718656,2023-04-08,2023-04-09T00:10:00Z,15,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,12,8,20,605200,Zach Davies,592789,Noah Syndergaard
718658,2023-04-08,2023-04-09T00:10:00Z,19,Coors Field,Colorado Rockies,Washington Nationals,115,120,6,7,13,596295,Austin Gomber,592866,Trevor Williams
718657,2023-04-08,2023-04-09T01:07:00Z,1,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,108,141,9,5,14,542881,Tyler Anderson,621244,José Berríos
718652,2023-04-09,2023-04-09T17:05:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Cincinnati Reds,143,113,4,6,10,592836,Taijuan Walker,656818,Connor Overton
718654,2023-04-09,2023-04-09T17:10:00Z,2394,Comerica Park,Detroit Tigers,Boston Red Sox,116,111,1,4,5,571510,Matthew Boyd,676710,Kutter Crawford
718655,2023-04-09,2023-04-09T17:10:00Z,12,Tropicana Field,Tampa Bay Rays,Oakland Athletics,139,133,11,0,11,656876,Drew Rasmussen,621076,James Kaprielian
718653,2023-04-09,2023-04-09T17:35:00Z,31,PNC Park,Pittsburgh Pirates,Chicago White Sox,134,145,1,0,1,670912,Johan Oviedo,656629,Michael Kopech
718651,2023-04-09,2023-04-09T17:35:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,110,147,3,5,8,669330,Tyler Wells,641482,Nestor Cortes
718646,2023-04-09,2023-04-09T17:40:00Z,5,Progressive Field,Cleveland Guardians,Seattle Mariners,114,136,7,6,13,668676,Zach Plesac,669923,George Kirby
718647,2023-04-09,2023-04-09T17:40:00Z,3289,Citi Field,New York Mets,Miami Marlins,121,146,2,7,9,471911,Carlos Carrasco,666129,Braxton Garrett
718649,2023-04-09,2023-04-09T18:10:00Z,3312,Target Field,Minnesota Twins,Houston Astros,142,117,1,5,6,641816,Tyler Mahle,686613,Hunter Brown
718650,2023-04-09,2023-04-09T18:10:00Z,32,American Family Field,Milwaukee Brewers,St. Louis Cardinals,158,138,6,1,7,642547,Freddy Peralta,663765,Jake Woodford
718642,2023-04-09,2023-04-09T18:20:00Z,17,Wrigley Field,Chicago Cubs,Texas Rangers,112,140,2,8,10,592791,Jameson Taillon,592351,Jon Gray
718645,2023-04-09,2023-04-09T19:10:00Z,19,Coors Field,Colorado Rockies,Washington Nationals,115,120,7,6,13,663372,Ryan Feltner,641771,Chad Kuhl
718643,2023-04-09,2023-04-09T20:05:00Z,2395,Oracle Park,San Francisco Giants,Kansas City Royals,137,118,3,1,4,543101,Anthony DeSclafani,663460,Kris Bubic
718644,2023-04-09,2023-04-09T20:07:00Z,1,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,108,141,11,12,23,672282,Reid Detmers,579328,Yusei Kikuchi
718639,2023-04-09,2023-04-09T20:10:00Z,15,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,109,119,11,6,17,669194,Ryne Nelson,675627,Michael Grove
718648,2023-04-09,2023-04-09T23:10:00Z,4705,Truist Park,Atlanta Braves,San Diego Padres,144,135,2,10,12,689266,Dylan Dodd,607625,Seth Lugo
718640,2023-04-10,2023-04-10T18:10:00Z,3312,Target Field,Minnesota Twins,Chicago White Sox,142,145,3,4,7,628317,Kenta Maeda,656302,Dylan Cease
718637,2023-04-10,2023-04-10T22:10:00Z,5,Progressive Field,Cleveland Guardians,New York Yankees,114,147,3,2,5,669456,Shane Bieber,593334,Domingo Germán
718635,2023-04-10,2023-04-10T22:35:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,110,133,5,1,6,502043,Kyle Gibson,676664,JP Sears
718632,2023-04-10,2023-04-10T22:35:00Z,31,PNC Park,Pittsburgh Pirates,Houston Astros,134,117,2,8,10,672710,Roansy Contreras,664285,Framber Valdez
718638,2023-04-10,2023-04-10T22:40:00Z,12,Tropicana Field,Tampa Bay Rays,Boston Red Sox,139,111,1,0,1,656222,Jalen Beeks,601713,Nick Pivetta
718633,2023-04-10,2023-04-10T22:40:00Z,2681,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,143,146,15,3,18,621381,Matt Strahm,645261,Sandy Alcantara
718634,2023-04-10,2023-04-10T23:10:00Z,3289,Citi Field,New York Mets,San Diego Padres,121,135,5,0,5,453286,Max Scherzer,506433,Yu Darvish
718636,2023-04-10,2023-04-10T23:20:00Z,4705,Truist Park,Atlanta Braves,Cincinnati Reds,144,113,5,4,9,693821,Bryce Elder,668933,Graham Ashcraft
718628,2023-04-10,2023-04-10T23:40:00Z,17,Wrigley Field,Chicago Cubs,Seattle Mariners,112,136,3,2,5,592767,Drew Smyly,622491,Luis Castillo
718630,2023-04-10,2023-04-11T00:05:00Z,5325,Globe Life Field,Texas Rangers,Kansas City Royals,140,118,11,2,13,571760,Andrew Heaney,425844,Zack Greinke
718629,2023-04-10,2023-04-11T00:40:00Z,19,Coors Field,Colorado Rockies,St. Louis Cardinals,115,138,7,4,11,608566,Germán Márquez,571927,Steven Matz
718631,2023-04-10,2023-04-11T01:38:00Z,1,Angel Stadium,Los Angeles Angels,Washington Nationals,108,120,4,6,10,660761,José Suarez,571578,Patrick Corbin
718627,2023-04-10,2023-04-11T01:40:00Z,15,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,109,158,3,0,3,668678,Zac Gallen,489119,Wade Miley
718641,2023-04-10,2023-04-11T01:45:00Z,2395,Oracle Park,San Francisco Giants,Los Angeles Dodgers,137,119,1,9,10,657277,Logan Webb,628711,Julio Urías
718626,2023-04-11,2023-04-11T22:10:00Z,5,Progressive Field,Cleveland Guardians,New York Yankees,114,147,2,11,13,683769,Hunter Gaddis,543037,Gerrit Cole
718618,2023-04-11,2023-04-11T22:35:00Z,2,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,110,133,12,8,20,680570,Grayson Rodriguez,666205,Kyle Muller
718623,2023-04-11,2023-04-11T22:35:00Z,31,PNC Park,Pittsburgh Pirates,Houston Astros,134,117,7,4,11,656605,Mitch Keller,664299,Cristian Javier
