game_pk,date,venue_name,temp_f,wind_mph,wind_deg,wind_out,is_dome
490845,2017-05-28,AT&T Park,,,,False,False
490838,2017-05-27,Yankee Stadium,,,,False,False
490842,2017-05-27,Target Field,,,,False,False
490839,2017-05-27,Nationals Park,,,,False,False
490840,2017-05-27,Fenway Park,,,,False,False
490124,2017-05-27,Guaranteed Rate Field,,,,False,False
490834,2017-05-27,Guaranteed Rate Field,,,,False,False
490835,2017-05-27,Progressive Field,,,,False,False
490832,2017-05-27,Dodger Stadium,,,,False,False
490873,2017-05-29,AT&T Park,,,,False,False
490833,2017-05-27,Citizens Bank Park,,,,False,False
490841,2017-05-27,Coors Field,,,,False,False
490837,2017-05-27,PNC Park,,,,False,False
490863,2017-05-29,Rogers Centre,,0.0,,False,True
490870,2017-05-29,Marlins Park,,0.0,,False,True
490853,2017-05-28,Yankee Stadium,,,,False,False
490850,2017-05-28,Progressive Field,,,,False,False
490860,2017-05-29,Angel Stadium of Anaheim,,,,False,False
490854,2017-05-28,Nationals Park,,,,False,False
490848,2017-05-28,Citizens Bank Park,,,,False,False
490855,2017-05-28,Fenway Park,,,,False,False
490857,2017-05-28,Target Field,,,,False,False
490878,2017-05-30,Rogers Centre,,0.0,,False,True
490849,2017-05-28,Guaranteed Rate Field,,,,False,False
490885,2017-05-30,Marlins Park,,0.0,,False,True
490856,2017-05-28,Coors Field,,,,False,False
490847,2017-05-28,Dodger Stadium,,,,False,False
490868,2017-05-29,Oriole Park at Camden Yards,,,,False,False
490852,2017-05-28,PNC Park,,,,False,False
490865,2017-05-29,Target Field,,,,False,False
490875,2017-05-30,Angel Stadium of Anaheim,,,,False,False
490866,2017-05-29,Busch Stadium,,,,False,False
490888,2017-05-30,AT&T Park,,,,False,False
490871,2017-05-29,Coors Field,,,,False,False
490893,2017-05-31,Rogers Centre,,0.0,,False,True
490861,2017-05-29,Guaranteed Rate Field,,,,False,False
490901,2017-05-31,Marlins Park,,0.0,,False,True
490867,2017-05-29,Citi Field,,,,False,False
490859,2017-05-29,PNC Park,,,,False,False
490869,2017-05-29,Progressive Field,,,,False,False
490862,2017-05-29,Petco Park,,,,False,False
490872,2017-05-29,Globe Life Park in Arlington,,,,False,False
490884,2017-05-30,Progressive Field,,,,False,False
490864,2017-05-29,Kauffman Stadium,,,,False,False
490881,2017-05-30,Busch Stadium,,,,False,False
490890,2017-05-31,Angel Stadium of Anaheim,,,,False,False
490894,2017-05-31,Safeco Field,,,,False,False
490903,2017-05-31,AT&T Park,,,,False,False
490874,2017-05-30,PNC Park,,,,False,False
490883,2017-05-30,Oriole Park at Camden Yards,,,,False,False
490886,2017-05-30,Coors Field,,,,False,False
490906,2017-06-01,Safeco Field,,,,False,False
490882,2017-05-30,Citi Field,,,,False,False
490910,2017-06-01,Rogers Centre,,0.0,,False,True
490904,2017-06-01,Marlins Park,,0.0,,False,True
490909,2017-06-01,Angel Stadium of Anaheim,,,,False,False
490887,2017-05-30,Globe Life Park in Arlington,,,,False,False
490880,2017-05-30,Target Field,,,,False,False
490876,2017-05-30,Guaranteed Rate Field,,,,False,False
490921,2017-06-02,Rogers Centre,,0.0,,False,True
490879,2017-05-30,Kauffman Stadium,,,,False,False
490898,2017-05-31,Citi Field,,,,False,False
490900,2017-05-31,Progressive Field,,,,False,False
490912,2017-06-02,Marlins Park,,0.0,,False,True
490902,2017-05-31,Globe Life Park in Arlington,,,,False,False
490919,2017-06-02,Miller Park,,,,False,False
490895,2017-05-31,Kauffman Stadium,,,,False,False
490891,2017-05-31,Guaranteed Rate Field,,,,False,False
490920,2017-06-02,Angel Stadium of Anaheim,,,,False,False
490897,2017-05-31,Busch Stadium,,,,False,False
490925,2017-06-02,Safeco Field,,,,False,False
490936,2017-06-03,Rogers Centre,,0.0,,False,True
490908,2017-06-01,Citi Field,,,,False,False
490911,2017-06-01,Progressive Field,,,,False,False
490907,2017-06-01,Busch Stadium,,,,False,False
490923,2017-06-02,Citizens Bank Park,,,,False,False
490905,2017-06-01,Oriole Park at Camden Yards,,,,False,False
490922,2017-06-02,Citi Field,,,,False,False
490914,2017-06-02,Oriole Park at Camden Yards,,,,False,False
490927,2017-06-03,Marlins Park,,0.0,,False,True
490934,2017-06-03,Miller Park,,,,False,False
490924,2017-06-02,Wrigley Field,,,,False,False
490913,2017-06-02,Great American Ball Park,,,,False,False
490877,2017-05-30,Petco Park,62.7,6.6,208.0,False,False
490935,2017-06-03,Angel Stadium of Anaheim,,,,False,False
490940,2017-06-03,Safeco Field,,,,False,False
490951,2017-06-04,Rogers Centre,,0.0,,False,True
490892,2017-05-31,Petco Park,62.3,6.2,210.0,False,False
490889,2017-05-31,PNC Park,67.7,6.5,211.0,False,False
490899,2017-05-31,Oriole Park at Camden Yards,74.2,5.1,146.0,False,False
490942,2017-06-04,Marlins Park,,0.0,,False,True
490896,2017-05-31,Target Field,68.7,4.9,300.0,False,False
490915,2017-06-02,Comerica Park,71.2,4.9,204.0,False,False
490949,2017-06-04,Miller Park,,,,False,False
490918,2017-06-02,Globe Life Park in Arlington,72.8,3.9,59.0,False,False
490916,2017-06-02,Kauffman Stadium,79.3,4.6,194.0,False,False
490950,2017-06-04,Angel Stadium of Anaheim,,,,False,False
490926,2017-06-02,Oakland Coliseum,62.5,5.1,209.0,False,False
490955,2017-06-04,Safeco Field,,,,False,False
490931,2017-06-03,Kauffman Stadium,79.9,2.4,139.0,False,False
490917,2017-06-02,Petco Park,65.4,5.9,252.0,True,False
490941,2017-06-03,Oakland Coliseum,59.2,8.6,213.0,False,False
490938,2017-06-03,Citizens Bank Park,71.2,6.5,276.0,False,False
490960,2017-06-05,Miller Park,,,,False,False
490939,2017-06-03,Wrigley Field,73.8,4.7,161.0,False,False
490932,2017-06-03,Petco Park,63.8,5.5,227.0,True,False
490929,2017-06-03,Oriole Park at Camden Yards,73.8,4.5,9.0,False,False
490933,2017-06-03,Globe Life Park in Arlington,77.4,1.6,124.0,False,False
490930,2017-06-03,Comerica Park,67.9,9.1,140.0,False,False
490928,2017-06-03,Great American Ball Park,81.1,3.8,159.0,False,False
490937,2017-06-03,Citi Field,68.1,8.2,315.0,True,False
490943,2017-06-04,Great American Ball Park,80.8,2.0,243.0,True,False
490965,2017-06-06,Tropicana Field,,0.0,,False,True
490952,2017-06-04,Citi Field,62.5,10.8,159.0,False,False
490975,2017-06-06,Miller Park,,,,False,False
490944,2017-06-04,Oriole Park at Camden Yards,76.1,11.9,164.0,False,False
490953,2017-06-04,Citizens Bank Park,75.6,4.8,169.0,True,False
490945,2017-06-04,Comerica Park,79.8,6.9,268.0,False,False
490946,2017-06-04,Kauffman Stadium,76.7,3.0,167.0,False,False
490974,2017-06-06,Chase Field,,0.0,,False,True
490948,2017-06-04,Globe Life Park in Arlington,75.6,1.6,74.0,False,False
490947,2017-06-04,Petco Park,63.6,5.5,249.0,True,False
490970,2017-06-06,Safeco Field,,,,False,False
490956,2017-06-04,Oakland Coliseum,59.4,9.0,207.0,False,False
490954,2017-06-04,Wrigley Field,71.6,10.2,40.0,False,False
490961,2017-06-05,Great American Ball Park,72.4,1.4,18.0,False,False
490959,2017-06-05,SunTrust Park,75.0,4.8,236.0,False,False
490957,2017-06-05,Kauffman Stadium,86.7,7.3,40.0,True,False
490958,2017-06-05,Wrigley Field,55.1,13.0,357.0,True,False
490962,2017-06-05,Oakland Coliseum,63.5,4.3,223.0,False,False
490980,2017-06-07,Tropicana Field,,0.0,,False,True
490973,2017-06-06,Oriole Park at Camden Yards,72.5,9.0,284.0,False,False
490968,2017-06-06,Comerica Park,59.3,17.1,15.0,True,False
490976,2017-06-06,Great American Ball Park,70.7,9.4,5.0,False,False
490990,2017-06-07,Miller Park,,,,False,False
490964,2017-06-06,Yankee Stadium,55.8,9.3,46.0,False,False
490989,2017-06-07,Chase Field,,0.0,,False,True
490985,2017-06-07,Safeco Field,,,,False,False
490963,2017-06-05,Dodger Stadium,67.5,6.9,209.0,False,False
490971,2017-06-06,Globe Life Park in Arlington,85.1,3.4,32.0,True,False
491003,2017-06-08,Miller Park,,,,False,False
491002,2017-06-08,Chase Field,,0.0,,False,True
490972,2017-06-06,SunTrust Park,78.4,2.5,27.0,True,False
490967,2017-06-06,Kauffman Stadium,76.8,6.8,58.0,False,False
490969,2017-06-06,Wrigley Field,61.0,13.9,350.0,True,False
490995,2017-06-08,Tropicana Field,,0.0,,False,True
490966,2017-06-06,Coors Field,68.0,11.6,49.0,False,False
490977,2017-06-06,Oakland Coliseum,57.9,8.9,223.0,False,False
490978,2017-06-06,Dodger Stadium,66.1,6.3,207.0,False,False
491000,2017-06-08,Safeco Field,,,,False,False
490988,2017-06-07,Oriole Park at Camden Yards,63.0,10.7,53.0,False,False
490992,2017-06-07,Oakland Coliseum,57.7,9.0,263.0,True,False
490981,2017-06-07,Coors Field,75.7,2.6,340.0,True,False
490993,2017-06-07,Dodger Stadium,65.6,7.8,226.0,False,False
491016,2017-06-09,Tropicana Field,,0.0,,False,True
490979,2017-06-07,Yankee Stadium,65.5,2.0,333.0,True,False
490991,2017-06-07,Great American Ball Park,62.9,8.4,32.0,False,False
490983,2017-06-07,Comerica Park,67.3,8.9,148.0,False,False
491011,2017-06-09,Minute Maid Park,,0.0,,False,True
490987,2017-06-07,SunTrust Park,75.4,6.5,346.0,True,False
491013,2017-06-09,Chase Field,,0.0,,False,True
491004,2017-06-08,Great American Ball Park,70.1,3.5,305.0,False,False
490982,2017-06-07,Kauffman Stadium,76.4,5.6,34.0,True,False
491019,2017-06-09,Safeco Field,,,,False,False
491014,2017-06-09,AT&T Park,,,,False,False
490986,2017-06-07,Globe Life Park in Arlington,83.0,4.3,35.0,True,False
490998,2017-06-08,Comerica Park,69.6,8.5,180.0,False,False
490984,2017-06-07,Wrigley Field,67.5,8.4,9.0,False,False
491031,2017-06-10,Tropicana Field,,0.0,,False,True
491032,2017-06-10,Tropicana Field,,0.0,,False,True
490999,2017-06-08,PNC Park,66.8,2.1,58.0,False,False
490612,2017-06-08,Nationals Park,69.6,6.2,105.0,False,False
491029,2017-06-10,AT&T Park,,,,False,False
491001,2017-06-08,SunTrust Park,71.5,2.1,347.0,True,False
491026,2017-06-10,Minute Maid Park,,0.0,,False,True
490996,2017-06-08,Wrigley Field,73.1,5.9,110.0,False,False
490994,2017-06-08,Yankee Stadium,60.3,3.9,121.0,False,False
490997,2017-06-08,Kauffman Stadium,79.1,4.6,209.0,False,False
491008,2017-06-09,Wrigley Field,65.8,8.1,39.0,False,False
491018,2017-06-09,Nationals Park,79.5,6.5,301.0,True,False
491035,2017-06-10,Safeco Field,,,,False,False
491028,2017-06-10,Chase Field,,0.0,,False,True
491012,2017-06-09,PNC Park,72.4,5.4,261.0,False,False
491047,2017-06-11,Tropicana Field,,0.0,,False,True
491015,2017-06-09,SunTrust Park,78.3,5.4,210.0,False,False
491006,2017-06-09,Progressive Field,70.4,10.8,197.0,True,False
491009,2017-06-09,Fenway Park,68.6,8.7,244.0,True,False
491042,2017-06-11,Minute Maid Park,,0.0,,False,True
491017,2017-06-09,Busch Stadium,81.1,5.0,201.0,False,False
491005,2017-06-09,Yankee Stadium,72.8,7.4,263.0,False,False
491007,2017-06-09,Dodger Stadium,66.2,9.9,245.0,False,False
491045,2017-06-11,AT&T Park,,,,False,False
491010,2017-06-09,Petco Park,67.1,7.1,290.0,True,False
491050,2017-06-11,Safeco Field,,,,False,False
491044,2017-06-11,Chase Field,,0.0,,False,True
491034,2017-06-10,Nationals Park,85.2,6.7,195.0,False,False
491033,2017-06-10,Busch Stadium,82.5,12.0,190.0,False,False
490524,2017-06-10,SunTrust Park,78.0,7.4,164.0,False,False
491030,2017-06-10,SunTrust Park,78.0,7.4,164.0,False,False
491023,2017-06-10,Wrigley Field,82.5,17.5,203.0,False,False
491027,2017-06-10,PNC Park,78.9,6.2,210.0,False,False
491059,2017-06-12,Minute Maid Park,,0.0,,False,True
491025,2017-06-10,Petco Park,61.8,8.8,216.0,False,False
491024,2017-06-10,Fenway Park,74.8,9.7,222.0,False,False
491056,2017-06-12,Angel Stadium of Anaheim,,,,False,False
491021,2017-06-10,Progressive Field,80.6,11.3,232.0,True,False
491020,2017-06-10,Yankee Stadium,77.0,8.9,192.0,False,False
491022,2017-06-10,Dodger Stadium,67.4,6.3,182.0,False,False
491037,2017-06-11,Progressive Field,82.7,10.5,228.0,True,False
491036,2017-06-11,Yankee Stadium,84.6,7.1,215.0,False,False
491073,2017-06-13,Rogers Centre,,0.0,,False,True
491043,2017-06-11,PNC Park,83.4,5.5,243.0,False,False
491046,2017-06-11,SunTrust Park,81.0,8.1,143.0,False,False
491048,2017-06-11,Busch Stadium,85.6,11.7,188.0,False,False
491049,2017-06-11,Nationals Park,90.2,5.3,213.0,False,False
491070,2017-06-13,Marlins Park,,0.0,,False,True
491074,2017-06-13,Minute Maid Park,,0.0,,False,True
491039,2017-06-11,Wrigley Field,85.9,14.8,195.0,False,False
491038,2017-06-11,Dodger Stadium,63.8,7.0,239.0,False,False
491069,2017-06-13,Angel Stadium of Anaheim,,,,False,False
491041,2017-06-11,Petco Park,62.2,7.7,216.0,False,False
491066,2017-06-13,AT&T Park,,,,False,False
491086,2017-06-14,Marlins Park,,0.0,,False,True
491051,2017-06-12,Nationals Park,89.3,9.5,187.0,False,False
491082,2017-06-14,AT&T Park,,,,False,False
491040,2017-06-11,Fenway Park,82.5,10.6,245.0,True,False
491055,2017-06-12,PNC Park,83.5,5.3,258.0,False,False
491053,2017-06-12,Citi Field,78.2,3.2,155.0,False,False
491088,2017-06-14,Rogers Centre,,0.0,,False,True
491057,2017-06-12,Fenway Park,85.6,9.7,261.0,True,False
491058,2017-06-12,Target Field,72.9,4.0,34.0,True,False
491052,2017-06-12,Guaranteed Rate Field,91.3,13.5,204.0,False,False
491089,2017-06-14,Minute Maid Park,,0.0,,False,True
490508,2017-06-13,Busch Stadium,88.9,7.7,187.0,False,False
491054,2017-06-12,Petco Park,65.1,8.8,297.0,True,False
491068,2017-06-13,Busch Stadium,88.9,7.7,187.0,False,False
491085,2017-06-14,Angel Stadium of Anaheim,,,,False,False
491065,2017-06-13,PNC Park,80.6,3.7,205.0,False,False
491061,2017-06-13,Nationals Park,90.4,4.9,223.0,False,False
491060,2017-06-13,Comerica Park,77.4,12.8,61.0,False,False
491063,2017-06-13,Citi Field,77.4,2.2,135.0,False,False
491071,2017-06-13,Fenway Park,82.6,5.8,306.0,True,False
491067,2017-06-13,Progressive Field,75.1,7.3,348.0,False,False
491062,2017-06-13,Guaranteed Rate Field,70.8,8.9,100.0,True,False
491072,2017-06-13,Target Field,77.9,8.2,119.0,False,False
491064,2017-06-13,Petco Park,69.0,8.2,299.0,True,False
491092,2017-06-15,Angel Stadium of Anaheim,,,,False,False
491080,2017-06-14,Petco Park,67.9,6.4,245.0,True,False
491076,2017-06-14,Nationals Park,83.0,2.7,132.0,False,False
491078,2017-06-14,Citizens Bank Park,79.8,7.6,133.0,False,False
491103,2017-06-16,Rogers Centre,,0.0,,False,True
491081,2017-06-14,PNC Park,75.6,1.6,196.0,False,False
491075,2017-06-14,Comerica Park,76.6,12.8,119.0,False,False
491083,2017-06-14,Progressive Field,74.0,7.6,43.0,False,False
491079,2017-06-14,Citi Field,71.0,6.9,176.0,False,False
491087,2017-06-14,Target Field,77.5,5.8,178.0,False,False
491101,2017-06-16,Minute Maid Park,,0.0,,False,True
491077,2017-06-14,Guaranteed Rate Field,70.1,6.7,53.0,False,False
491109,2017-06-16,Miller Park,,,,False,False
491084,2017-06-14,Busch Stadium,78.9,6.7,217.0,False,False
491093,2017-06-15,Progressive Field,76.5,4.8,193.0,True,False
491105,2017-06-16,Angel Stadium of Anaheim,,,,False,False
491118,2017-06-17,Rogers Centre,,0.0,,False,True
491097,2017-06-15,Target Field,76.4,3.7,295.0,False,False
491090,2017-06-15,Guaranteed Rate Field,86.5,2.7,95.0,True,False
491091,2017-06-15,Citizens Bank Park,75.1,10.0,132.0,False,False
491098,2017-06-15,Comerica Park,76.9,6.9,241.0,False,False
491099,2017-06-15,Citi Field,66.1,9.5,146.0,False,False
491094,2017-06-15,Busch Stadium,84.9,2.7,90.0,False,False
491096,2017-06-15,Coors Field,83.3,8.5,78.0,False,False
491095,2017-06-15,Oakland Coliseum,71.1,6.2,221.0,False,False
491102,2017-06-16,PNC Park,76.3,4.5,143.0,True,False
491112,2017-06-16,Oriole Park at Camden Yards,77.4,8.4,112.0,False,False
491124,2017-06-17,Miller Park,,,,False,False
491100,2017-06-16,Citizens Bank Park,79.5,4.9,60.0,False,False
491116,2017-06-17,Minute Maid Park,,0.0,,False,True
491120,2017-06-17,Angel Stadium of Anaheim,,,,False,False
491106,2017-06-16,Great American Ball Park,84.1,5.7,135.0,False,False
491133,2017-06-18,Rogers Centre,,0.0,,False,True
491114,2017-06-16,Citi Field,69.8,3.2,124.0,False,False
491113,2017-06-16,Comerica Park,78.2,10.7,213.0,False,False
491107,2017-06-16,SunTrust Park,78.1,3.1,240.0,False,False
491111,2017-06-16,Globe Life Park in Arlington,90.7,10.7,168.0,False,False
491104,2017-06-16,Target Field,73.9,2.9,274.0,False,False
491110,2017-06-16,Coors Field,88.2,7.7,306.0,True,False
491108,2017-06-16,Oakland Coliseum,73.9,5.9,198.0,False,False
490314,2017-06-17,Target Field,68.8,3.8,320.0,True,False
491139,2017-06-18,Miller Park,,,,False,False
491119,2017-06-17,Target Field,68.8,3.8,320.0,True,False
491127,2017-06-17,Oriole Park at Camden Yards,78.7,7.8,162.0,False,False
491135,2017-06-18,Angel Stadium of Anaheim,,,,False,False
491123,2017-06-17,Oakland Coliseum,75.7,3.0,193.0,False,False
491131,2017-06-18,Minute Maid Park,,0.0,,False,True
491115,2017-06-17,Citizens Bank Park,78.7,4.7,197.0,True,False
491146,2017-06-19,Tropicana Field,,0.0,,False,True
491155,2017-06-19,Marlins Park,,0.0,,False,True
491125,2017-06-17,Coors Field,66.3,11.6,23.0,False,False
491151,2017-06-19,Miller Park,,,,False,False
491121,2017-06-17,Great American Ball Park,85.8,7.8,193.0,True,False
491129,2017-06-17,Citi Field,68.4,10.8,159.0,False,False
491128,2017-06-17,Comerica Park,85.3,14.1,205.0,False,False
491122,2017-06-17,SunTrust Park,82.2,4.4,210.0,False,False
491126,2017-06-17,Globe Life Park in Arlington,89.6,12.0,170.0,False,False
491148,2017-06-19,Safeco Field,,,,False,False
491117,2017-06-17,PNC Park,81.8,5.3,158.0,True,False
491143,2017-06-18,Comerica Park,79.4,15.0,280.0,False,False
491136,2017-06-18,Great American Ball Park,72.9,6.3,222.0,True,False
491159,2017-06-20,Tropicana Field,,0.0,,False,True
491170,2017-06-20,Marlins Park,,0.0,,False,True
491144,2017-06-18,Citi Field,73.7,16.6,182.0,False,False
491165,2017-06-20,Miller Park,,,,False,False
491132,2017-06-18,PNC Park,80.4,5.4,222.0,False,False
491130,2017-06-18,Citizens Bank Park,83.0,12.7,197.0,True,False
491142,2017-06-18,Oriole Park at Camden Yards,83.8,13.6,193.0,True,False
491141,2017-06-18,Globe Life Park in Arlington,90.9,6.5,131.0,False,False
491137,2017-06-18,SunTrust Park,79.8,7.8,217.0,False,False
491134,2017-06-18,Target Field,69.2,8.4,304.0,False,False
491140,2017-06-18,Coors Field,82.2,8.0,36.0,False,False
491161,2017-06-20,Safeco Field,,,,False,False
491174,2017-06-21,Tropicana Field,,0.0,,False,True
491185,2017-06-21,Marlins Park,,0.0,,False,True
491138,2017-06-18,Oakland Coliseum,73.3,5.4,265.0,True,False
491145,2017-06-19,Kauffman Stadium,80.4,2.1,302.0,False,False
491152,2017-06-19,Wrigley Field,68.5,10.4,255.0,False,False
491154,2017-06-19,Globe Life Park in Arlington,85.6,8.9,100.0,False,False
491149,2017-06-19,Oakland Coliseum,68.2,4.8,242.0,True,False
491153,2017-06-19,SunTrust Park,80.0,4.5,273.0,False,False
491147,2017-06-19,Oriole Park at Camden Yards,77.3,10.1,217.0,True,False
491150,2017-06-19,Dodger Stadium,72.5,7.0,225.0,False,False
491180,2017-06-21,Miller Park,,,,False,False
491160,2017-06-20,Oriole Park at Camden Yards,81.5,6.5,224.0,True,False
491168,2017-06-20,Citizens Bank Park,81.6,3.8,230.0,False,False
491163,2017-06-20,Yankee Stadium,78.4,4.5,261.0,False,False
491176,2017-06-21,Safeco Field,,,,False,False
491169,2017-06-20,Globe Life Park in Arlington,88.1,5.8,86.0,False,False
491166,2017-06-20,Wrigley Field,64.2,4.9,60.0,False,False
491167,2017-06-20,SunTrust Park,72.3,6.1,188.0,False,False
491194,2017-06-22,Miller Park,,,,False,False
491157,2017-06-20,Kauffman Stadium,87.4,2.2,233.0,False,False
491158,2017-06-20,Target Field,71.9,1.9,249.0,False,False
491156,2017-06-20,Coors Field,88.3,7.8,329.0,True,False
491162,2017-06-20,Oakland Coliseum,66.5,9.2,183.0,False,False
491187,2017-06-22,Marlins Park,,0.0,,False,True
491164,2017-06-20,Dodger Stadium,77.3,7.8,224.0,False,False
491172,2017-06-21,Kauffman Stadium,87.2,12.5,178.0,False,False
491190,2017-06-22,Safeco Field,,,,False,False
491181,2017-06-21,Wrigley Field,70.6,6.0,63.0,False,False
491182,2017-06-21,SunTrust Park,75.3,6.2,150.0,False,False
491173,2017-06-21,Target Field,76.5,8.1,161.0,False,False
491198,2017-06-23,Tropicana Field,,0.0,,False,True
491184,2017-06-21,Globe Life Park in Arlington,84.8,8.4,81.0,False,False
491199,2017-06-23,Marlins Park,,0.0,,False,True
491178,2017-06-21,Yankee Stadium,74.8,8.7,222.0,False,False
491175,2017-06-21,Oriole Park at Camden Yards,80.3,7.3,315.0,False,False
491183,2017-06-21,Citizens Bank Park,76.4,6.0,292.0,False,False
491171,2017-06-21,Coors Field,90.8,3.6,11.0,False,False
491209,2017-06-23,Chase Field,,0.0,,False,True
491179,2017-06-21,Dodger Stadium,78.2,5.9,205.0,False,False
491177,2017-06-21,Oakland Coliseum,71.3,4.7,301.0,True,False
491203,2017-06-23,Safeco Field,,,,False,False
491207,2017-06-23,AT&T Park,,,,False,False
491196,2017-06-22,Citizens Bank Park,83.9,6.4,234.0,False,False
491188,2017-06-22,Target Field,68.8,3.8,306.0,False,False
491197,2017-06-22,Globe Life Park in Arlington,86.6,3.5,315.0,True,False
491186,2017-06-22,Coors Field,75.3,3.6,11.0,False,False
491213,2017-06-24,Tropicana Field,,0.0,,False,True
491189,2017-06-22,Oriole Park at Camden Yards,84.6,3.2,262.0,True,False
491214,2017-06-24,Marlins Park,,0.0,,False,True
491191,2017-06-22,Oakland Coliseum,61.5,11.0,302.0,True,False
491195,2017-06-22,SunTrust Park,72.8,7.2,166.0,False,False
491222,2017-06-24,AT&T Park,,,,False,False
491192,2017-06-22,Yankee Stadium,74.7,8.6,165.0,False,False
491200,2017-06-23,Nationals Park,84.6,13.3,213.0,False,False
491193,2017-06-22,Dodger Stadium,72.0,6.6,213.0,False,False
491218,2017-06-24,Safeco Field,,,,False,False
491224,2017-06-24,Chase Field,,0.0,,False,True
491228,2017-06-25,Tropicana Field,,0.0,,False,True
491211,2017-06-23,Yankee Stadium,80.9,16.0,217.0,False,False
491229,2017-06-25,Marlins Park,,0.0,,False,True
491212,2017-06-23,Kauffman Stadium,75.6,10.5,318.0,True,False
491204,2017-06-23,Fenway Park,76.7,14.0,202.0,False,False
491205,2017-06-23,SunTrust Park,82.9,12.4,228.0,False,False
491208,2017-06-23,Guaranteed Rate Field,75.5,2.7,246.0,False,False
491206,2017-06-23,Progressive Field,72.8,10.6,252.0,True,False
491210,2017-06-23,Busch Stadium,79.8,8.4,314.0,True,False
491237,2017-06-25,AT&T Park,,,,False,False
491201,2017-06-23,Dodger Stadium,67.3,8.6,229.0,False,False
491233,2017-06-25,Safeco Field,,,,False,False
491239,2017-06-25,Chase Field,,0.0,,False,True
491226,2017-06-24,Yankee Stadium,80.6,5.5,282.0,False,False
491202,2017-06-23,Petco Park,66.7,6.7,296.0,True,False
491248,2017-06-26,Chase Field,,0.0,,False,True
491223,2017-06-24,Guaranteed Rate Field,69.3,14.1,284.0,False,False
491227,2017-06-24,Kauffman Stadium,75.7,5.4,272.0,False,False
491215,2017-06-24,Nationals Park,83.8,7.0,343.0,False,False
491219,2017-06-24,Fenway Park,78.1,11.2,282.0,True,False
491221,2017-06-24,Progressive Field,70.8,11.4,274.0,False,False
491244,2017-06-26,AT&T Park,,,,False,False
491220,2017-06-24,SunTrust Park,77.8,0.7,90.0,False,False
491225,2017-06-24,Busch Stadium,74.9,9.6,344.0,True,False
491216,2017-06-24,Dodger Stadium,71.9,5.9,205.0,False,False
491251,2017-06-27,Rogers Centre,,0.0,,False,True
491217,2017-06-24,Petco Park,68.2,6.9,295.0,True,False
491236,2017-06-25,Progressive Field,65.7,15.4,280.0,False,False
491234,2017-06-25,Fenway Park,74.4,10.1,229.0,True,False
491258,2017-06-27,Marlins Park,,0.0,,False,True
491238,2017-06-25,Guaranteed Rate Field,67.0,13.0,282.0,False,False
491260,2017-06-27,Minute Maid Park,,0.0,,False,True
491242,2017-06-25,Kauffman Stadium,65.8,6.2,255.0,False,False
491262,2017-06-27,Chase Field,,0.0,,False,True
491230,2017-06-25,Nationals Park,82.2,11.1,308.0,True,False
491261,2017-06-27,Safeco Field,,,,False,False
491241,2017-06-25,Yankee Stadium,76.9,3.4,266.0,False,False
491253,2017-06-27,AT&T Park,,,,False,False
491276,2017-06-28,Safeco Field,,,,False,False
491268,2017-06-28,AT&T Park,,,,False,False
491235,2017-06-25,SunTrust Park,73.0,8.5,315.0,True,False
491232,2017-06-25,Petco Park,75.0,8.4,328.0,False,False
491266,2017-06-28,Rogers Centre,,0.0,,False,True
491231,2017-06-25,Dodger Stadium,76.8,5.4,204.0,False,False
491240,2017-06-25,Busch Stadium,77.6,10.4,315.0,True,False
490449,2017-06-26,Busch Stadium,68.8,3.6,227.0,False,False
491273,2017-06-28,Marlins Park,,0.0,,False,True
491243,2017-06-26,Nationals Park,79.7,4.7,180.0,False,False
491275,2017-06-28,Minute Maid Park,,0.0,,False,True
491249,2017-06-26,Progressive Field,64.2,12.1,259.0,True,False
491277,2017-06-28,Chase Field,,0.0,,False,True
491270,2017-06-28,Angel Stadium of Anaheim,,,,False,False
491246,2017-06-26,Fenway Park,72.3,4.5,250.0,True,False
491252,2017-06-27,Nationals Park,76.2,9.7,302.0,True,False
491245,2017-06-26,Dodger Stadium,79.1,4.9,204.0,False,False
491289,2017-06-29,Minute Maid Park,,0.0,,False,True
491290,2017-06-29,Chase Field,,0.0,,False,True
491247,2017-06-26,Guaranteed Rate Field,65.6,13.9,339.0,False,False
491263,2017-06-27,PNC Park,65.3,8.2,325.0,False,False
491281,2017-06-29,Rogers Centre,,0.0,,False,True
491254,2017-06-27,Comerica Park,69.7,9.6,292.0,True,False
491287,2017-06-29,Marlins Park,,0.0,,False,True
491257,2017-06-27,Fenway Park,63.8,10.3,231.0,True,False
491264,2017-06-27,Progressive Field,67.4,12.8,285.0,False,False
491256,2017-06-27,Great American Ball Park,69.0,6.3,343.0,False,False
491284,2017-06-29,Angel Stadium of Anaheim,,,,False,False
491259,2017-06-27,Guaranteed Rate Field,71.9,9.6,121.0,True,False
491250,2017-06-27,Petco Park,68.6,6.0,272.0,True,False
491294,2017-06-30,Rogers Centre,,0.0,,False,True
491255,2017-06-27,Dodger Stadium,74.7,7.6,225.0,False,False
491278,2017-06-28,PNC Park,73.3,6.2,193.0,False,False
491269,2017-06-28,Comerica Park,74.8,12.8,187.0,False,False
491301,2017-06-30,Minute Maid Park,,0.0,,False,True
491299,2017-06-30,Miller Park,,,,False,False
491267,2017-06-28,Nationals Park,79.3,7.0,121.0,False,False
491279,2017-06-28,Progressive Field,76.3,8.6,200.0,True,False
