Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Alec Marsh,26,622,Maj-AL,Kansas City,26,25,9.0,9.0,,129.0,123,70,65,39,123,19,11,4.53,493,28,3,1,9,4,9,2,5,548,2161,0.64,0.17,0.1,0.39,0.26,0.09,1.256,0.293,8.6,3.15,679525,2024
Davis Martin,27,626,Maj-AL,Chicago,11,10,,5.0,,50.0,50,25,24,23,47,5,5,4.32,192,5,0,0,5,0,2,3,0,220,892,0.63,0.15,0.12,0.47,0.18,0.08,1.46,0.321,8.5,2.04,663436,2024
Nick Martinez,33,624,Maj-NL,Cincinnati,42,16,10.0,7.0,,142.1,128,56,49,18,116,13,5,3.1,539,32,2,0,9,3,10,3,4,570,2125,0.68,0.16,0.11,0.38,0.25,0.1,1.026,0.278,7.3,6.44,607259,2024
Zebby Matthews,24,623,Maj-AL,Minnesota,9,9,1.0,4.0,,37.2,51,31,28,11,43,11,2,6.69,164,9,0,0,1,0,1,0,0,177,717,0.65,0.15,0.11,0.38,0.23,0.09,1.646,0.364,10.3,3.91,805673,2024
Steven Matz,33,622,Maj-NL,St. Louis,12,7,1.0,2.0,,44.1,49,28,25,15,33,7,2,5.08,171,10,0,1,7,1,2,1,0,190,754,0.65,0.16,0.08,0.41,0.29,0.09,1.444,0.318,6.7,2.2,571927,2024
Adam Mazur,23,687,Maj-NL,San Diego,8,8,1.0,3.0,,33.2,40,28,28,21,22,6,2,7.49,133,11,1,0,5,2,2,0,1,158,585,0.6,0.16,0.07,0.33,0.29,0.11,1.812,0.318,5.9,1.05,800049,2024
Darren McCaughan,28,623,"Maj-AL,Maj-NL","Cleveland,Miami",12,5,,,2.0,42.0,53,32,29,15,28,9,6,6.21,171,9,1,0,2,3,5,3,1,195,714,0.64,0.19,0.06,0.36,0.22,0.07,1.619,0.321,6.0,1.87,670766,2024
Chayce McDermott,25,689,Maj-AL,Baltimore,1,1,,,,4.0,5,3,3,2,3,1,0,6.75,15,0,0,0,1,1,0,0,0,18,82,0.63,0.11,0.12,0.62,0.08,0.0,1.75,0.333,6.8,1.5,694646,2024
Scott McGough,34,623,Maj-NL,Arizona,26,2,1.0,3.0,,32.2,34,30,27,21,25,6,1,7.44,124,10,2,0,4,4,4,0,0,150,580,0.62,0.13,0.12,0.42,0.25,0.05,1.684,0.289,6.9,1.19,543518,2024
Michael McGreevy,23,622,Maj-NL,St. Louis,4,3,3.0,,,23.0,16,5,5,2,18,1,1,1.96,83,3,1,0,3,0,0,0,0,86,311,0.66,0.19,0.1,0.65,0.25,0.03,0.783,0.234,7.0,9.0,700241,2024
Triston McKenzie,26,715,Maj-AL,Cleveland,16,16,3.0,5.0,,75.2,69,46,43,49,74,19,1,5.11,288,10,1,1,8,1,9,0,2,340,1304,0.59,0.17,0.09,0.35,0.2,0.1,1.559,0.255,8.8,1.51,663474,2024
John Means,31,752,Maj-AL,Baltimore,4,4,2.0,,,20.2,16,6,6,2,16,2,1,2.61,76,4,1,0,0,1,0,0,0,80,320,0.65,0.17,0.12,0.23,0.33,0.13,0.871,0.237,7.0,8.0,607644,2024
Luis Medina,25,702,Maj-AL,Oakland,8,8,2.0,4.0,,40.0,43,24,23,20,32,4,1,5.18,156,10,0,1,2,3,1,1,2,180,720,0.63,0.14,0.09,0.39,0.25,0.09,1.575,0.317,7.2,1.6,665622,2024
Tylor Megill,28,605,Maj-NL,New York,18,15,4.0,6.0,,82.1,76,44,40,37,96,10,4,4.37,318,15,1,0,3,2,5,2,3,362,1471,0.64,0.15,0.13,0.4,0.27,0.07,1.372,0.308,10.5,2.59,656731,2024
Cristian Mena,21,710,Maj-NL,Arizona,1,1,,,,3.0,4,4,4,3,2,2,0,12.0,12,0,0,0,0,0,0,0,0,15,70,0.57,0.09,0.13,0.4,0.1,0.1,2.333,0.25,6.0,0.67,691441,2024
Michael Mercado,25,654,Maj-NL,Philadelphia,5,2,1.0,2.0,,13.0,16,16,16,9,10,9,1,11.08,54,2,0,0,0,0,1,1,0,64,260,0.61,0.15,0.09,0.3,0.18,0.02,1.923,0.2,6.9,1.11,675650,2024
Max Meyer,25,648,Maj-NL,Miami,11,11,3.0,5.0,,57.0,62,38,36,19,46,14,3,5.68,225,18,2,0,5,1,3,2,1,248,968,0.62,0.14,0.1,0.51,0.18,0.06,1.421,0.289,7.3,2.42,676974,2024
Miles Mikolas,35,624,Maj-NL,St. Louis,32,32,10.0,11.0,,171.2,194,106,102,25,122,26,5,5.35,683,51,4,0,18,6,8,2,0,720,2705,0.69,0.19,0.07,0.42,0.25,0.08,1.276,0.311,6.4,4.88,571945,2024
Wade Miley,37,788,Maj-NL,Milwaukee,2,2,,1.0,,7.0,6,5,5,4,2,1,1,6.43,24,0,0,0,2,0,0,0,0,30,118,0.6,0.16,0.04,0.61,0.17,0.0,1.429,0.238,2.6,0.5,489119,2024
Bobby Miller,25,634,Maj-NL,Los Angeles,13,13,2.0,4.0,,56.0,69,53,53,30,52,17,2,8.52,226,7,1,0,9,0,5,1,0,258,1053,0.6,0.14,0.1,0.45,0.25,0.05,1.768,0.331,8.4,1.73,676272,2024
Bryce Miller,25,628,Maj-AL,Seattle,31,31,12.0,8.0,,180.1,131,62,59,45,171,21,3,2.94,654,25,1,1,6,2,10,7,2,704,2749,0.65,0.16,0.11,0.39,0.21,0.07,0.976,0.237,8.5,3.8,682243,2024
Erik Miller,26,623,Maj-NL,San Francisco,73,10,4.0,5.0,,67.1,50,33,29,38,87,7,1,3.88,244,9,2,0,5,1,8,3,2,284,1272,0.59,0.16,0.13,0.52,0.15,0.06,1.307,0.285,11.6,2.29,669062,2024
Hoby Milner,33,622,Maj-NL,Milwaukee,61,1,5.0,1.0,1.0,64.2,63,38,34,14,64,6,2,4.73,244,11,2,2,7,4,3,1,1,268,1044,0.65,0.22,0.07,0.54,0.21,0.05,1.191,0.32,8.9,4.57,571948,2024
Casey Mize,27,622,Maj-AL,Detroit,22,20,2.0,6.0,,102.1,121,57,51,29,78,11,2,4.49,417,20,4,0,13,4,11,4,0,452,1789,0.65,0.16,0.1,0.5,0.24,0.05,1.466,0.331,6.9,2.69,663554,2024
Carmen Mlodzinski,25,622,Maj-NL,Pittsburgh,40,4,5.0,5.0,,50.2,41,22,19,19,46,3,2,3.38,184,8,0,1,2,4,6,0,0,209,866,0.63,0.15,0.11,0.46,0.18,0.06,1.184,0.273,8.2,2.42,669387,2024
Anthony Molina,22,624,Maj-NL,Colorado,35,1,1.0,1.0,,59.2,72,46,45,22,41,5,2,6.79,236,16,1,1,6,4,6,2,0,264,1049,0.63,0.16,0.08,0.41,0.33,0.07,1.575,0.345,6.2,1.86,683627,2024
Frankie Montas,31,619,Maj-NL,"Cincinnati,Milwaukee",31,31,7.0,11.0,,154.1,146,92,82,67,151,24,6,4.78,592,28,1,0,7,6,18,7,1,673,2693,0.63,0.15,0.11,0.42,0.26,0.07,1.38,0.288,8.8,2.25,593423,2024
Keider Montero,23,612,Maj-AL,Detroit,21,17,6.0,6.0,,101.1,101,54,52,31,80,19,3,4.62,388,15,2,0,12,0,6,4,0,422,1570,0.66,0.18,0.1,0.4,0.25,0.09,1.303,0.284,7.1,2.58,672456,2024
Jordan Montgomery,31,629,Maj-NL,Arizona,25,21,8.0,7.0,1.0,117.0,149,83,81,44,83,14,2,6.23,478,40,3,3,9,4,14,4,3,532,1931,0.63,0.13,0.12,0.43,0.28,0.04,1.65,0.351,6.4,1.89,656756,2024
Charlie Morton,40,622,Maj-NL,Atlanta,30,30,8.0,10.0,,165.1,154,85,77,65,167,23,18,4.19,613,35,2,1,20,4,12,7,9,701,2791,0.63,0.17,0.11,0.47,0.25,0.04,1.325,0.307,9.1,2.57,450203,2024
Roddery Munoz,24,655,Maj-NL,Miami,18,17,2.0,7.0,,82.2,89,66,60,42,70,26,5,6.53,327,17,2,0,4,5,6,5,2,379,1485,0.61,0.15,0.1,0.35,0.27,0.06,1.585,0.267,7.6,1.67,682610,2024
Joe Musgrove,31,619,Maj-NL,San Diego,20,20,6.0,5.0,,103.1,95,45,44,23,105,14,10,3.83,386,22,0,0,11,3,7,4,3,422,1623,0.66,0.18,0.12,0.42,0.23,0.06,1.142,0.3,9.1,4.57,605397,2024
Tobias Myers,25,618,Maj-NL,Milwaukee,28,26,9.0,6.0,,143.0,128,52,46,36,132,18,6,2.9,537,20,1,0,11,5,5,5,4,587,2218,0.66,0.16,0.1,0.37,0.29,0.09,1.147,0.281,8.3,3.67,668964,2024
Nick Nastrini,24,642,Maj-AL,Chicago,9,8,,7.0,,35.2,32,33,28,36,26,7,1,7.07,137,6,1,0,3,0,15,0,0,174,734,0.54,0.14,0.1,0.32,0.18,0.14,1.907,0.24,6.6,0.72,680897,2024
Ryne Nelson,26,622,Maj-NL,Arizona,28,25,10.0,6.0,1.0,150.2,155,73,71,34,126,17,5,4.24,583,36,9,2,18,7,2,0,0,630,2407,0.68,0.16,0.08,0.42,0.28,0.06,1.254,0.309,7.5,3.71,669194,2024
Aaron Nola,31,613,Maj-NL,Philadelphia,34,34,14.0,9.0,,204.1,194,88,83,52,205,32,3,3.66,784,39,2,0,10,3,12,6,1,842,3277,0.65,0.17,0.11,0.44,0.25,0.07,1.204,0.295,9.0,3.94,605400,2024
Bailey Ober,28,622,Maj-AL,Minnesota,31,31,12.0,9.0,,178.2,136,81,79,43,191,27,6,3.98,655,29,5,0,9,4,3,2,1,709,2696,0.68,0.15,0.14,0.34,0.2,0.1,1.002,0.247,9.6,4.44,641927,2024
Steven Okert,32,659,Maj-AL,Minnesota,44,1,3.0,2.0,1.0,35.1,37,22,20,16,33,6,3,5.09,139,7,1,3,0,1,6,1,1,160,617,0.65,0.19,0.1,0.32,0.26,0.17,1.5,0.307,8.4,2.06,595345,2024
Adam Oller,29,624,Maj-NL,Miami,8,8,2.0,4.0,,42.1,43,25,25,22,36,7,2,5.31,165,8,0,0,5,0,1,2,0,189,711,0.6,0.17,0.08,0.39,0.19,0.11,1.535,0.295,7.7,1.64,670124,2024
Reese Olson,24,611,Maj-AL,Detroit,24,23,4.0,8.0,,121.1,108,53,46,35,109,8,5,3.41,456,21,2,0,9,7,12,1,1,503,2000,0.63,0.15,0.13,0.51,0.24,0.05,1.179,0.289,8.1,3.11,681857,2024
Luis Ortiz,25,626,Maj-NL,Pittsburgh,37,15,7.0,6.0,1.0,135.2,109,56,50,42,107,16,9,3.32,500,21,4,3,14,5,7,1,1,556,2143,0.64,0.16,0.09,0.4,0.22,0.08,1.113,0.243,7.1,2.55,682847,2024
Chris Paddack,28,699,Maj-AL,Minnesota,17,17,5.0,3.0,,88.1,102,50,49,21,79,14,1,4.99,360,16,0,0,5,2,3,1,0,384,1460,0.66,0.16,0.11,0.39,0.29,0.07,1.392,0.327,8.0,3.76,663978,2024
Emilio Pagan,33,626,Maj-NL,Cincinnati,38,1,4.0,5.0,1.0,38.0,40,20,19,11,44,6,0,4.5,144,6,0,0,4,3,4,2,0,158,591,0.69,0.15,0.14,0.32,0.25,0.11,1.342,0.351,10.4,4.0,641941,2024
Andre Pallante,25,623,Maj-NL,St. Louis,29,20,8.0,8.0,,121.1,110,55,51,48,94,8,2,3.78,458,21,0,0,12,0,26,6,3,509,1978,0.62,0.16,0.08,0.62,0.19,0.03,1.302,0.287,7.0,1.96,669467,2024
Mitchell Parker,24,627,Maj-NL,Washington,29,29,7.0,10.0,,151.0,154,82,72,43,133,18,2,4.29,595,31,2,0,9,5,4,1,2,646,2404,0.67,0.15,0.1,0.39,0.27,0.06,1.305,0.303,7.9,3.09,680730,2024
James Paxton,35,671,"Maj-AL,Maj-NL","Boston,Los Angeles",21,21,9.0,3.0,,100.1,95,53,49,50,73,12,1,4.4,379,18,2,0,9,5,6,3,1,437,1708,0.62,0.15,0.09,0.39,0.23,0.09,1.445,0.278,6.5,1.46,572020,2024
Nate Pearson,27,622,"Maj-AL,Maj-NL","Chicago,Toronto",60,1,2.0,2.0,2.0,66.1,67,34,33,21,74,12,3,4.48,255,14,0,0,4,6,7,2,0,285,1067,0.65,0.18,0.12,0.37,0.26,0.09,1.327,0.314,10.0,3.52,663878,2024
Walter Pennington,26,630,Maj-AL,"Kansas City,Texas",16,1,1.0,,,18.0,19,7,6,11,17,1,2,3.0,71,3,1,0,1,0,4,0,0,84,330,0.62,0.16,0.1,0.48,0.3,0.0,1.667,0.34,8.5,1.55,679156,2024
Ryan Pepiot,26,622,Maj-AL,Tampa Bay,26,26,8.0,8.0,,130.0,102,58,52,48,142,17,7,3.6,481,18,2,0,6,2,9,4,0,539,2150,0.64,0.16,0.13,0.35,0.24,0.12,1.154,0.262,9.8,2.96,686752,2024
Freddy Peralta,28,618,Maj-NL,Milwaukee,34,33,11.0,9.0,,178.2,145,77,74,69,205,26,10,3.73,655,24,2,0,8,5,17,5,3,743,3147,0.61,0.14,0.13,0.38,0.24,0.1,1.198,0.277,10.3,2.97,642547,2024
Martin Perez,33,622,Maj-NL,"Pittsburgh,San Diego",26,26,5.0,6.0,,135.0,151,71,68,49,107,22,5,4.53,533,28,0,0,18,1,4,4,0,590,2204,0.65,0.19,0.09,0.44,0.27,0.06,1.481,0.319,7.1,2.18,527048,2024
David Peterson,28,603,Maj-NL,New York,26,22,11.0,3.0,1.0,133.1,124,48,42,54,109,9,7,2.84,501,23,1,0,13,3,5,2,7,567,2072,0.64,0.17,0.11,0.51,0.24,0.05,1.335,0.298,7.4,2.02,656849,2024
Brandon Pfaadt,25,622,Maj-NL,Arizona,32,32,11.0,10.0,,181.2,183,103,95,42,185,24,4,4.71,707,31,6,1,16,5,7,3,1,760,2794,0.67,0.18,0.11,0.42,0.23,0.06,1.239,0.316,9.2,4.4,694297,2024
Tyler Phillips,26,648,Maj-NL,Philadelphia,8,7,4.0,1.0,,36.2,45,28,28,7,28,9,2,6.87,150,7,0,0,4,1,4,0,0,160,578,0.66,0.14,0.11,0.42,0.27,0.07,1.418,0.316,6.9,4.0,663969,2024
Nick Pivetta,31,624,Maj-AL,Boston,26,26,6.0,11.0,,139.2,124,67,65,36,162,27,1,4.19,531,23,4,1,8,4,9,3,1,572,2294,0.66,0.16,0.11,0.34,0.25,0.09,1.146,0.28,10.4,4.5,601713,2024
Zach Plesac,29,715,Maj-AL,Los Angeles,3,3,1.0,1.0,,12.0,12,11,11,7,5,4,0,8.25,47,3,0,0,0,0,1,0,1,54,208,0.6,0.14,0.07,0.21,0.17,0.14,1.583,0.211,3.8,0.71,668676,2024
Cody Poteet,29,626,Maj-AL,New York,5,4,3.0,,,24.1,18,7,6,8,16,2,1,2.22,87,3,0,0,4,0,0,0,1,96,384,0.61,0.17,0.06,0.42,0.27,0.04,1.068,0.232,5.9,2.0,547001,2024
Cade Povich,24,624,Maj-AL,Baltimore,16,16,3.0,9.0,,79.2,80,49,46,34,69,12,3,5.2,313,22,2,1,4,2,6,1,1,352,1389,0.65,0.17,0.1,0.35,0.23,0.09,1.431,0.291,7.8,2.03,700249,2024
Quinn Priester,23,622,"Maj-AL,Maj-NL","Boston,Pittsburgh",11,7,3.0,6.0,,49.2,56,30,26,14,33,7,3,4.71,202,6,1,0,3,2,4,0,0,221,811,0.66,0.16,0.1,0.57,0.22,0.04,1.409,0.299,6.0,2.36,682990,2024
A.J. Puk,29,623,Maj-NL,"Arizona,Miami",62,4,4.0,9.0,3.0,71.1,51,31,25,28,88,5,2,3.15,262,17,1,2,2,1,5,1,0,294,1173,0.67,0.17,0.14,0.38,0.23,0.09,1.107,0.271,11.1,3.14,640462,2024
Cal Quantrill,29,624,Maj-NL,Colorado,29,29,8.0,11.0,,148.1,156,83,82,69,110,23,11,4.98,571,26,6,0,17,3,14,9,3,656,2644,0.61,0.15,0.09,0.44,0.26,0.05,1.517,0.302,6.7,1.59,615698,2024
Jose Quintana,35,604,Maj-NL,New York,34,34,10.0,11.0,,184.2,161,79,76,70,148,23,12,3.7,689,33,3,0,19,5,11,2,0,780,3086,0.59,0.16,0.09,0.48,0.22,0.06,1.251,0.264,7.2,2.11,500779,2024
Cole Ragans,26,614,Maj-AL,Kansas City,34,34,12.0,9.0,,196.1,153,72,66,71,236,15,6,3.03,722,34,3,1,11,1,9,3,2,803,3285,0.64,0.15,0.15,0.41,0.23,0.08,1.141,0.292,10.8,3.32,666142,2024
Drew Rasmussen,28,623,Maj-AL,Tampa Bay,16,4,,2.0,1.0,28.2,25,10,9,6,35,0,0,2.83,109,5,0,0,1,1,4,1,0,116,459,0.68,0.2,0.14,0.53,0.19,0.04,1.081,0.333,11.0,5.83,656876,2024
Robbie Ray,32,657,Maj-NL,San Francisco,7,7,3.0,2.0,,30.2,20,16,16,15,43,6,6,4.7,106,3,0,0,1,1,9,3,1,129,566,0.63,0.14,0.16,0.28,0.23,0.13,1.141,0.241,12.6,2.87,592662,2024
Colin Rea,33,622,Maj-NL,Milwaukee,32,27,12.0,6.0,1.0,167.2,169,83,80,43,135,29,10,4.29,656,33,2,1,13,4,16,2,6,714,2650,0.65,0.18,0.08,0.4,0.24,0.06,1.264,0.282,7.2,3.14,607067,2024
Trevor Richards,31,656,Maj-AL,"Minnesota,Toronto",55,2,2.0,2.0,1.0,65.1,44,36,33,35,62,7,2,4.55,234,7,0,0,0,4,5,2,1,277,1187,0.61,0.17,0.09,0.36,0.21,0.09,1.209,0.219,8.5,1.77,670950,2024
Kumar Rocker,24,625,Maj-AL,Texas,3,3,,2.0,,11.2,12,6,5,6,14,1,1,3.86,45,0,0,0,0,2,1,0,0,55,218,0.63,0.15,0.13,0.53,0.24,0.0,1.543,0.344,10.8,2.33,677958,2024
Carlos Rodon,31,595,Maj-AL,New York,36,36,17.0,11.0,,192.2,178,92,88,58,220,36,10,4.11,741,35,4,0,8,2,23,4,2,811,3415,0.64,0.14,0.14,0.33,0.24,0.08,1.225,0.292,10.3,3.79,607074,2024
Carlos Rodriguez,22,721,Maj-NL,Milwaukee,3,3,,3.0,,12.1,19,11,10,3,9,3,0,7.3,52,1,1,0,0,1,0,0,1,57,233,0.62,0.13,0.09,0.31,0.27,0.11,1.784,0.39,6.6,3.0,692230,2024
Eduardo Rodriguez,31,623,Maj-NL,Arizona,10,10,3.0,4.0,,50.0,56,29,28,19,47,8,1,5.04,202,14,1,1,2,1,2,2,1,224,866,0.64,0.17,0.09,0.38,0.27,0.06,1.5,0.324,8.5,2.47,593958,2024
Grayson Rodriguez,24,682,Maj-AL,Baltimore,20,20,13.0,4.0,,116.2,109,52,50,36,130,15,5,3.86,449,24,2,0,10,1,5,2,0,491,1879,0.66,0.16,0.14,0.41,0.26,0.06,1.243,0.308,10.0,3.61,680570,2024
Randy Rodriguez,24,622,Maj-NL,San Francisco,35,1,3.0,2.0,,52.1,47,29,25,18,53,4,3,4.3,196,10,2,0,3,2,4,2,1,221,879,0.65,0.17,0.14,0.42,0.21,0.05,1.242,0.305,9.1,2.94,678495,2024
Yariel Rodriguez,27,623,Maj-AL,Toronto,21,21,1.0,8.0,,86.2,74,46,43,40,85,11,3,4.47,323,16,1,0,6,1,8,2,0,368,1502,0.62,0.17,0.11,0.38,0.2,0.1,1.315,0.276,8.8,2.13,684320,2024
Trevor Rogers,26,663,"Maj-AL,Maj-NL","Baltimore,Miami",25,25,2.0,11.0,,124.1,140,74,68,56,97,14,4,4.92,491,37,3,2,8,10,14,6,5,562,2243,0.62,0.16,0.09,0.47,0.23,0.06,1.576,0.323,7.0,1.73,669432,2024
Kenny Rosenberg,28,625,Maj-AL,Los Angeles,7,1,,1.0,,24.0,28,17,16,8,17,5,0,6.0,96,6,0,1,3,0,2,1,1,104,403,0.63,0.16,0.1,0.37,0.25,0.1,1.5,0.311,6.4,2.13,670046,2024
Joe Ross,31,618,Maj-NL,Milwaukee,27,10,4.0,6.0,,75.2,72,35,31,30,66,7,1,3.69,291,10,0,1,4,3,2,1,0,326,1210,0.66,0.16,0.12,0.41,0.2,0.07,1.348,0.294,7.9,2.2,605452,2024
Landen Roupp,25,624,Maj-NL,San Francisco,23,4,1.0,2.0,,50.1,43,21,20,26,47,2,1,3.58,190,13,0,0,3,0,3,0,0,217,907,0.62,0.21,0.1,0.48,0.27,0.07,1.371,0.291,8.4,1.81,694738,2024
Jackson Rutledge,25,622,Maj-NL,Washington,3,1,,,,8.1,8,3,3,2,9,1,1,3.24,31,3,0,0,1,0,1,2,0,34,139,0.65,0.2,0.09,0.5,0.23,0.09,1.2,0.333,9.7,4.5,671131,2024
Joe Ryan,28,675,Maj-AL,Minnesota,23,23,7.0,7.0,,135.0,110,59,54,23,147,19,5,3.6,507,24,6,0,6,3,11,2,2,538,2102,0.68,0.17,0.12,0.36,0.23,0.12,0.985,0.265,9.8,6.39,657746,2024
River Ryan,25,672,Maj-NL,Los Angeles,4,4,1.0,,,20.1,15,4,3,9,18,1,0,1.33,72,2,0,0,2,0,4,0,1,81,291,0.63,0.15,0.11,0.5,0.19,0.06,1.18,0.264,8.0,2.0,689981,2024
Chris Sale,35,632,Maj-NL,Atlanta,29,29,18.0,3.0,,177.2,141,48,47,39,225,9,8,2.38,652,32,4,0,9,1,12,4,2,702,2817,0.67,0.18,0.14,0.46,0.26,0.04,1.013,0.315,11.4,5.77,519242,2024
Cristopher Sanchez,27,615,Maj-NL,Philadelphia,32,32,11.0,9.0,,186.2,187,78,69,45,158,12,0,3.33,726,35,2,0,18,1,14,6,1,775,2885,0.68,0.16,0.12,0.58,0.24,0.02,1.243,0.314,7.6,3.51,650911,2024
Sixto Sanchez,25,743,Maj-NL,Miami,14,7,,3.0,,35.2,43,29,24,14,17,3,3,6.06,142,9,0,0,6,1,4,1,0,162,621,0.64,0.18,0.06,0.5,0.2,0.03,1.598,0.325,4.3,1.21,664350,2024
Nick Sandlin,27,624,Maj-AL,Cleveland,68,1,8.0,,1.0,57.2,46,29,24,27,68,12,6,3.75,207,8,0,2,6,3,6,2,1,246,1004,0.61,0.14,0.15,0.4,0.19,0.1,1.266,0.262,10.6,2.52,680704,2024
Patrick Sandoval,27,722,Maj-AL,Los Angeles,16,16,2.0,8.0,,79.2,85,49,45,35,81,8,3,5.08,312,16,0,2,11,2,4,2,2,353,1445,0.63,0.17,0.12,0.46,0.26,0.04,1.506,0.342,9.2,2.31,663776,2024
Tony Santillan,27,622,Maj-NL,Cincinnati,29,1,3.0,3.0,,30.0,21,11,10,9,46,4,0,3.0,113,3,0,0,1,0,0,0,1,122,505,0.67,0.16,0.14,0.34,0.27,0.06,1.0,0.27,13.8,5.11,663574,2024
Max Scherzer,39,637,Maj-AL,Texas,9,9,2.0,4.0,,43.1,40,20,19,10,40,7,1,3.95,165,11,0,0,0,1,3,2,0,177,669,0.69,0.14,0.15,0.34,0.24,0.13,1.154,0.277,8.3,4.0,453286,2024
Clarke Schmidt,28,593,Maj-AL,New York,19,19,5.0,6.0,,97.1,82,38,34,37,102,10,10,3.14,355,15,3,0,10,5,6,7,1,407,1671,0.62,0.18,0.12,0.41,0.22,0.08,1.223,0.29,9.4,2.76,657376,2024
Spencer Schwellenbach,24,621,Maj-NL,Atlanta,21,21,8.0,7.0,,123.2,106,49,46,23,127,14,6,3.35,468,27,4,1,7,1,4,1,0,500,1887,0.69,0.16,0.13,0.43,0.25,0.07,1.043,0.28,9.2,5.52,680885,2024
Christian Scott,25,692,Maj-NL,New York,9,9,,3.0,,47.1,45,24,24,12,39,8,2,4.56,180,7,1,0,4,1,1,2,0,197,788,0.65,0.13,0.11,0.34,0.2,0.14,1.204,0.276,7.4,3.25,681035,2024
Tayler Scott,32,635,Maj-AL,Houston,62,1,7.0,3.0,,68.2,45,21,17,35,71,7,4,2.23,239,6,1,1,1,3,16,4,0,282,1203,0.61,0.16,0.12,0.42,0.24,0.08,1.165,0.232,9.3,2.03,605463,2024
JP Sears,28,624,Maj-AL,Oakland,32,32,11.0,13.0,,181.0,172,93,88,49,137,28,14,4.38,685,39,3,0,15,7,23,4,1,758,2857,0.65,0.17,0.1,0.38,0.19,0.11,1.221,0.273,6.8,2.8,676664,2024
Kodai Senga,31,601,Maj-NL,New York,4,3,1.0,1.0,,10.1,8,9,9,8,13,2,2,7.84,37,1,0,0,0,1,0,0,0,49,168,0.58,0.16,0.11,0.38,0.23,0.15,1.548,0.261,11.3,1.63,673540,2024
Antonio Senzatela,29,623,Maj-NL,Colorado,3,3,,1.0,,12.1,15,10,9,8,7,3,0,6.57,46,1,1,0,3,0,2,1,0,54,218,0.58,0.17,0.06,0.41,0.26,0.1,1.865,0.333,5.1,0.88,622608,2024
Luis Severino,30,605,Maj-NL,New York,34,34,12.0,8.0,,198.2,183,95,85,66,174,25,12,3.85,749,26,2,0,16,2,18,6,7,834,3182,0.65,0.15,0.09,0.46,0.2,0.09,1.253,0.286,7.9,2.64,622663,2024
Jared Shuster,25,624,Maj-AL,Chicago,39,4,2.0,5.0,,73.1,74,38,35,33,56,9,0,4.3,283,13,1,0,6,5,7,2,1,321,1290,0.61,0.13,0.1,0.35,0.28,0.1,1.459,0.291,6.9,1.7,694363,2024
Chase Silseth,24,797,Maj-AL,Los Angeles,2,2,,1.0,,8.0,8,7,6,4,12,3,0,6.75,33,1,0,0,0,0,1,0,0,38,167,0.63,0.21,0.13,0.24,0.38,0.0,1.5,0.278,13.5,3.0,681217,2024
Brady Singer,27,612,Maj-AL,Kansas City,33,32,9.0,13.0,,180.0,175,77,74,54,171,22,10,3.7,694,34,3,0,14,1,3,6,1,763,2975,0.63,0.18,0.1,0.48,0.27,0.04,1.272,0.305,8.6,3.17,663903,2024
Paul Skenes,22,623,Maj-NL,Pittsburgh,23,23,11.0,3.0,,133.0,94,31,29,32,170,10,6,1.96,475,14,1,0,15,1,6,1,4,514,2127,0.66,0.16,0.13,0.52,0.2,0.07,0.947,0.284,11.5,5.31,694973,2024
Tarik Skubal,27,609,Maj-AL,Detroit,34,34,19.0,5.0,,211.0,155,59,56,37,248,16,11,2.39,774,26,4,1,14,3,3,3,0,826,3130,0.7,0.18,0.15,0.46,0.22,0.07,0.91,0.271,10.6,6.7,669373,2024
AJ Smith-Shawver,21,620,Maj-NL,Atlanta,2,2,,1.0,,5.2,7,3,3,2,5,1,1,4.76,23,0,0,0,0,1,1,0,0,27,116,0.64,0.16,0.09,0.32,0.26,0.11,1.588,0.333,7.9,2.5,700363,2024
Blake Snell,31,629,Maj-NL,San Francisco,20,20,5.0,3.0,,104.0,65,38,36,44,145,6,1,3.12,373,13,1,0,2,0,13,3,2,418,1772,0.63,0.17,0.16,0.43,0.22,0.09,1.048,0.266,12.5,3.3,605483,2024
Jose Soriano,25,666,Maj-AL,Los Angeles,22,20,6.0,7.0,,113.0,91,50,43,45,97,8,9,3.42,407,17,1,1,16,5,2,2,0,468,1737,0.63,0.17,0.1,0.6,0.22,0.02,1.204,0.27,7.7,2.16,667755,2024
Michael Soroka,26,623,Maj-AL,Chicago,25,9,,10.0,,79.2,66,49,42,44,84,13,3,4.74,294,9,4,1,2,4,13,4,2,347,1442,0.6,0.17,0.1,0.42,0.21,0.1,1.381,0.264,9.5,1.91,647336,2024
Mitch Spence,26,622,Maj-AL,Oakland,35,24,8.0,10.0,,151.1,165,79,77,44,126,20,6,4.58,598,41,3,0,12,2,15,7,0,651,2482,0.64,0.14,0.11,0.48,0.22,0.06,1.381,0.319,7.5,2.86,687765,2024
Carson Spiers,26,627,Maj-NL,Cincinnati,22,10,5.0,7.0,,90.2,112,59,55,27,80,20,5,5.46,377,24,3,0,8,1,2,2,0,410,1554,0.65,0.17,0.09,0.36,0.23,0.08,1.533,0.331,7.9,2.96,686730,2024
