game_pk,date,season,home_team,away_team,predicted,open_total,close_total,actual_total,edge,bet,won,push,profit_units,clv,edge_bucket
530166,2018-05-25,2018,Pittsburgh Pirates,St. Louis Cardinals,7.739233282112022,8.5,9.0,9,-1.2607667178879778,UNDER,False,True,0.0,-0.5,0-0.5
530157,2018-05-25,2018,Detroit Tigers,Chicago White Sox,8.188397672675988,9.0,9.0,9,-0.811602327324012,UNDER,False,True,0.0,-0.0,
530180,2018-05-26,2018,Chicago Cubs,San Francisco Giants,8.682149198554894,9.0,10.0,9,-1.3178508014451058,UNDER,True,False,1.0,-1.0,0.5-1.0
530175,2018-05-26,2018,Texas Rangers,Kansas City Royals,11.36107089807882,10.0,10.5,7,0.86107089807882,OVER,False,False,-1.1,0.5,0-0.5
530170,2018-05-26,2018,Boston Red Sox,Atlanta Braves,9.254712369941611,9.5,10.5,14,-1.2452876300583888,UNDER,False,False,-1.1,-1.0,0.5-1.0
530195,2018-05-27,2018,Chicago Cubs,San Francisco Giants,9.187809255622764,9.5,10.0,11,-0.8121907443772365,UNDER,False,False,-1.1,-0.5,0-0.5
530188,2018-05-27,2018,Colorado Rockies,Cincinnati Reds,11.051060941718957,11.5,12.5,10,-1.4489390582810433,UNDER,True,False,1.0,-1.0,0.5-1.0
530193,2018-05-27,2018,Milwaukee Brewers,New York Mets,7.722600725196739,9.0,9.0,15,-1.277399274803261,UNDER,False,False,-1.1,-0.0,
530197,2018-05-27,2018,Philadelphia Phillies,Toronto Blue Jays,8.831264760993859,8.5,8.0,8,0.831264760993859,OVER,False,True,0.0,-0.5,0-0.5
530196,2018-05-27,2018,Pittsburgh Pirates,St. Louis Cardinals,6.604952123664757,8.5,8.0,10,-1.3950478763352434,UNDER,False,False,-1.1,0.5,0-0.5
530186,2018-05-27,2018,Tampa Bay Rays,Baltimore Orioles,8.768327978156945,8.0,8.0,11,0.768327978156945,OVER,True,False,1.0,0.0,
530191,2018-05-27,2018,New York Yankees,Los Angeles Angels,9.40280273249044,9.5,8.0,4,1.4028027324904393,OVER,False,False,-1.1,-1.5,1.0-1.5
530185,2018-05-27,2018,Boston Red Sox,Atlanta Braves,8.94366195490255,8.0,7.5,8,1.4436619549025504,OVER,True,False,1.0,-0.5,0-0.5
530205,2018-05-28,2018,Kansas City Royals,Minnesota Twins,7.98374870111837,9.5,9.0,13,-1.0162512988816301,UNDER,False,False,-1.1,0.5,0-0.5
530199,2018-05-28,2018,Pittsburgh Pirates,Chicago Cubs,7.958506849311729,9.0,9.0,7,-1.0414931506882708,UNDER,True,False,1.0,-0.0,
530202,2018-05-28,2018,New York Yankees,Houston Astros,9.64583709528341,8.5,8.5,6,1.1458370952834098,OVER,False,False,-1.1,0.0,
530226,2018-05-29,2018,Seattle Mariners,Texas Rangers,9.303343084358117,8.5,8.5,14,0.8033430843581169,OVER,True,False,1.0,0.0,
530225,2018-05-29,2018,Oakland Athletics,Tampa Bay Rays,8.858959463142297,8.0,7.5,7,1.3589594631422965,OVER,False,False,-1.1,-0.5,0-0.5
530228,2018-05-29,2018,Baltimore Orioles,Washington Nationals,10.302711751960656,9.0,9.0,5,1.302711751960656,OVER,False,False,-1.1,0.0,
530234,2018-05-30,2018,San Diego Padres,Miami Marlins,8.188349988960168,7.0,7.0,5,1.1883499889601676,OVER,False,False,-1.1,0.0,
530236,2018-05-30,2018,Atlanta Braves,New York Mets,10.112412717842004,9.0,9.0,5,1.1124127178420036,OVER,False,False,-1.1,0.0,
530241,2018-05-30,2018,Seattle Mariners,Texas Rangers,8.280329015754601,8.0,7.5,13,0.7803290157546012,OVER,True,False,1.0,-0.5,0-0.5
530243,2018-05-30,2018,Baltimore Orioles,Washington Nationals,8.151063230537316,8.5,9.0,2,-0.8489367694626839,UNDER,True,False,1.0,-0.5,0-0.5
530253,2018-05-31,2018,Seattle Mariners,Texas Rangers,8.293203619026086,8.5,7.5,7,0.7932036190260856,OVER,False,False,-1.1,-1.0,0.5-1.0
530248,2018-05-31,2018,San Diego Padres,Miami Marlins,8.928560522102257,7.5,7.5,11,1.4285605221022575,OVER,True,False,1.0,0.0,
530265,2018-06-01,2018,St. Louis Cardinals,Pittsburgh Pirates,6.763188627265831,8.0,8.0,4,-1.2368113727341692,UNDER,True,False,1.0,-0.0,
530264,2018-06-01,2018,San Francisco Giants,Philadelphia Phillies,9.104006078742882,8.5,8.0,4,1.1040060787428825,OVER,False,False,-1.1,-0.5,0-0.5
530259,2018-06-01,2018,Colorado Rockies,Los Angeles Dodgers,10.624914434455771,11.0,11.5,19,-0.8750855655442287,UNDER,False,False,-1.1,-0.5,0-0.5
530263,2018-06-01,2018,Kansas City Royals,Oakland Athletics,8.454339292549035,9.0,9.5,16,-1.0456607074509652,UNDER,False,False,-1.1,-0.5,0-0.5
530269,2018-06-01,2018,Atlanta Braves,Washington Nationals,8.866047170661828,8.5,8.0,4,0.8660471706618278,OVER,False,False,-1.1,-0.5,0-0.5
530268,2018-06-01,2018,Detroit Tigers,Toronto Blue Jays,8.222081449531457,9.0,9.0,7,-0.7779185504685433,UNDER,True,False,1.0,-0.0,
530284,2018-06-02,2018,Atlanta Braves,Washington Nationals,9.835966375373742,9.0,9.0,8,0.8359663753737419,OVER,False,False,-1.1,0.0,
530283,2018-06-02,2018,Detroit Tigers,Toronto Blue Jays,7.921007421516319,8.5,9.0,11,-1.078992578483681,UNDER,False,False,-1.1,-0.5,0-0.5
530277,2018-06-02,2018,Baltimore Orioles,New York Yankees,7.858654764198204,9.5,9.0,13,-1.1413452358017961,UNDER,False,False,-1.1,0.5,0-0.5
530280,2018-06-02,2018,St. Louis Cardinals,Pittsburgh Pirates,9.288453367256066,9.0,8.5,5,0.7884533672560661,OVER,False,False,-1.1,-0.5,0-0.5
530278,2018-06-02,2018,Kansas City Royals,Oakland Athletics,7.985839155219932,9.0,9.0,9,-1.0141608447800676,UNDER,False,True,0.0,-0.0,
530296,2018-06-03,2018,Seattle Mariners,Tampa Bay Rays,8.63699748804464,8.0,7.5,3,1.1369974880446403,OVER,False,False,-1.1,-0.5,0-0.5
530293,2018-06-03,2018,Kansas City Royals,Oakland Athletics,10.189560201667687,9.0,9.0,6,1.1895602016676872,OVER,False,False,-1.1,0.0,
530301,2018-06-04,2018,San Diego Padres,Atlanta Braves,8.61152198603048,7.5,7.5,15,1.1115219860304801,OVER,True,False,1.0,0.0,
529619,2018-06-04,2018,Detroit Tigers,New York Yankees,7.902105596565147,9.0,9.0,11,-1.0978944034348528,UNDER,False,False,-1.1,-0.0,
529634,2018-06-04,2018,Detroit Tigers,New York Yankees,7.94623592188253,9.0,9.0,6,-1.05376407811747,UNDER,True,False,1.0,-0.0,
530303,2018-06-05,2018,San Francisco Giants,Arizona Diamondbacks,7.625302103065391,7.0,6.5,5,1.1253021030653914,OVER,False,False,-1.1,-0.5,0-0.5
530316,2018-06-05,2018,Houston Astros,Seattle Mariners,8.299967077278039,7.0,7.5,8,0.7999670772780387,OVER,True,False,1.0,0.5,0-0.5
530315,2018-06-05,2018,Chicago Cubs,Philadelphia Phillies,8.737934377693078,8.0,7.5,7,1.2379343776930778,OVER,False,False,-1.1,-0.5,0-0.5
530307,2018-06-05,2018,Cincinnati Reds,Colorado Rockies,9.297601011299037,9.0,8.5,15,0.7976010112990366,OVER,True,False,1.0,-0.5,0-0.5
530317,2018-06-05,2018,Washington Nationals,Tampa Bay Rays,7.509947088264366,7.0,6.5,6,1.009947088264366,OVER,False,False,-1.1,-0.5,0-0.5
529600,2018-06-05,2018,Minnesota Twins,Chicago White Sox,10.549917486213586,9.5,9.5,9,1.0499174862135856,OVER,False,False,-1.1,0.0,
530330,2018-06-06,2018,Chicago Cubs,Philadelphia Phillies,8.688601758979699,7.5,7.5,12,1.1886017589796989,OVER,True,False,1.0,0.0,
530332,2018-06-06,2018,Washington Nationals,Tampa Bay Rays,8.364815977119347,8.5,7.5,13,0.8648159771193473,OVER,True,False,1.0,-1.0,0.5-1.0
530335,2018-06-07,2018,Cincinnati Reds,Colorado Rockies,10.477360990547082,9.0,9.0,12,1.4773609905470817,OVER,True,False,1.0,0.0,
530340,2018-06-07,2018,St. Louis Cardinals,Miami Marlins,7.698443201087852,8.5,8.5,5,-0.8015567989121477,UNDER,True,False,1.0,-0.0,
530348,2018-06-08,2018,Texas Rangers,Houston Astros,10.135489728950402,9.0,9.0,10,1.135489728950402,OVER,True,False,1.0,0.0,
530352,2018-06-08,2018,New York Mets,New York Yankees,5.951377180122276,7.5,7.0,5,-1.0486228198777239,UNDER,True,False,1.0,0.5,0-0.5
530346,2018-06-08,2018,Boston Red Sox,Chicago White Sox,8.788646963142297,8.0,8.0,1,0.7886469631422965,OVER,False,False,-1.1,0.0,
530351,2018-06-08,2018,Philadelphia Phillies,Milwaukee Brewers,9.000702169441125,8.0,8.0,16,1.0007021694411247,OVER,True,False,1.0,0.0,
530355,2018-06-08,2018,Washington Nationals,San Francisco Giants,8.373565938972375,7.5,7.5,14,0.8735659389723747,OVER,True,False,1.0,0.0,
530353,2018-06-08,2018,Chicago Cubs,Pittsburgh Pirates,8.850143697761437,8.0,8.0,4,0.8501436977614372,OVER,False,False,-1.1,0.0,
530364,2018-06-09,2018,Oakland Athletics,Kansas City Royals,7.784438398383995,8.0,9.0,2,-1.2155616016160051,UNDER,True,False,1.0,-1.0,0.5-1.0
530360,2018-06-09,2018,Toronto Blue Jays,Baltimore Orioles,8.189707067512414,9.0,9.0,7,-0.8102929324875863,UNDER,True,False,1.0,-0.0,
530366,2018-06-09,2018,Philadelphia Phillies,Milwaukee Brewers,8.821218755744836,8.0,8.0,15,0.8212187557448356,OVER,True,False,1.0,0.0,
530370,2018-06-09,2018,Washington Nationals,San Francisco Giants,8.202739980720422,8.0,9.0,12,-0.7972600192795785,UNDER,False,False,-1.1,-1.0,0.5-1.0
530374,2018-06-10,2018,Los Angeles Dodgers,Atlanta Braves,8.028741148017785,7.5,7.0,9,1.0287411480177848,OVER,True,False,1.0,-0.5,0-0.5
530385,2018-06-10,2018,Washington Nationals,San Francisco Giants,8.123900678657433,7.5,7.0,2,1.1239006786574333,OVER,False,False,-1.1,-0.5,0-0.5
530378,2018-06-10,2018,Texas Rangers,Houston Astros,9.54426124384298,10.5,10.5,15,-0.9557387561570199,UNDER,False,False,-1.1,-0.0,
530383,2018-06-10,2018,Chicago Cubs,Pittsburgh Pirates,8.018765714668175,8.5,9.0,8,-0.9812342853318246,UNDER,True,False,1.0,-0.5,0-0.5
530384,2018-06-10,2018,Miami Marlins,San Diego Padres,8.17771842768087,8.0,7.0,4,1.1777184276808708,OVER,False,False,-1.1,-1.0,0.5-1.0
530376,2018-06-10,2018,Boston Red Sox,Chicago White Sox,8.629768636726281,9.0,9.5,7,-0.8702313632737191,UNDER,True,False,1.0,-0.5,0-0.5
530388,2018-06-11,2018,Baltimore Orioles,Boston Red Sox,9.808115270637414,9.0,8.5,2,1.3081152706374137,OVER,False,False,-1.1,-0.5,0-0.5
530408,2018-06-12,2018,Los Angeles Dodgers,Texas Rangers,9.454830434821984,8.5,8.5,17,0.954830434821984,OVER,True,False,1.0,0.0,
530401,2018-06-12,2018,Oakland Athletics,Houston Astros,7.415755060218712,8.0,8.5,9,-1.0842449397812883,UNDER,False,False,-1.1,-0.5,0-0.5
530397,2018-06-12,2018,Milwaukee Brewers,Chicago Cubs,10.454402235053918,9.5,9.0,4,1.4544022350539176,OVER,False,False,-1.1,-0.5,0-0.5
530400,2018-06-12,2018,Philadelphia Phillies,Colorado Rockies,8.375391271613976,7.5,7.0,9,1.3753912716139762,OVER,True,False,1.0,-0.5,0-0.5
530396,2018-06-12,2018,Baltimore Orioles,Boston Red Sox,8.331613805793664,9.0,9.5,10,-1.1683861942063363,UNDER,False,False,-1.1,-0.5,0-0.5
530418,2018-06-13,2018,Detroit Tigers,Minnesota Twins,8.145755079292199,8.5,9.0,7,-0.8542449207078011,UNDER,True,False,1.0,-0.5,0-0.5
530420,2018-06-13,2018,Arizona Diamondbacks,Pittsburgh Pirates,8.327082899116418,8.0,7.5,9,0.8270828991164176,OVER,True,False,1.0,-0.5,0-0.5
530412,2018-06-13,2018,Milwaukee Brewers,Chicago Cubs,7.996488836311241,9.0,9.0,1,-1.003511163688759,UNDER,True,False,1.0,-0.0,
530419,2018-06-13,2018,Atlanta Braves,New York Mets,8.380780485175988,8.0,7.5,2,0.880780485175988,OVER,False,False,-1.1,-0.5,0-0.5
530434,2018-06-14,2018,New York Yankees,Tampa Bay Rays,9.463557508491418,8.5,8.5,7,0.9635575084914176,OVER,False,False,-1.1,0.0,
530430,2018-06-14,2018,Detroit Tigers,Minnesota Twins,8.001429822944543,8.5,9.0,4,-0.9985701770554574,UNDER,True,False,1.0,-0.5,0-0.5
530444,2018-06-15,2018,Arizona Diamondbacks,New York Mets,9.35236671259298,8.0,8.0,10,1.3523667125929801,OVER,True,False,1.0,0.0,
530440,2018-06-15,2018,Kansas City Royals,Houston Astros,7.881657388709923,9.5,9.0,10,-1.1183426112900774,UNDER,False,False,-1.1,0.5,0-0.5
530449,2018-06-15,2018,Toronto Blue Jays,Washington Nationals,8.59026077082052,8.5,9.5,11,-0.9097392291794808,UNDER,False,False,-1.1,-1.0,0.5-1.0
530464,2018-06-16,2018,Toronto Blue Jays,Washington Nationals,8.726357725166222,8.0,7.5,2,1.2263577251662223,OVER,False,False,-1.1,-0.5,0-0.5
530451,2018-06-16,2018,St. Louis Cardinals,Chicago Cubs,7.875417020820518,8.5,9.0,9,-1.1245829791794817,UNDER,False,True,0.0,-0.5,0-0.5
530465,2018-06-17,2018,Seattle Mariners,Boston Red Sox,7.598064687751671,8.0,8.5,12,-0.9019353122483293,UNDER,False,False,-1.1,-0.5,0-0.5
530476,2018-06-17,2018,Atlanta Braves,San Diego Padres,9.256729391120812,8.5,8.5,5,0.7567293911208122,OVER,False,False,-1.1,0.0,
530479,2018-06-17,2018,Toronto Blue Jays,Washington Nationals,8.595020559333703,9.5,9.5,14,-0.9049794406662972,UNDER,False,False,-1.1,-0.0,
530483,2018-06-18,2018,San Francisco Giants,Miami Marlins,8.25175979425802,7.5,7.5,9,0.7517597942580192,OVER,True,False,1.0,0.0,
530480,2018-06-18,2018,Los Angeles Angels,Arizona Diamondbacks,8.584541585945031,8.5,7.5,11,1.084541585945031,OVER,True,False,1.0,-1.0,0.5-1.0
530485,2018-06-18,2018,Colorado Rockies,New York Mets,10.834909704231164,9.5,9.5,14,1.3349097042311637,OVER,True,False,1.0,0.0,
530488,2018-06-18,2018,Kansas City Royals,Texas Rangers,8.565840032600304,9.5,9.5,9,-0.9341599673996956,UNDER,True,False,1.0,-0.0,
530484,2018-06-18,2018,Pittsburgh Pirates,Milwaukee Brewers,7.979018476508995,8.5,9.0,1,-1.0209815234910051,UNDER,True,False,1.0,-0.5,0-0.5
530486,2018-06-18,2018,Philadelphia Phillies,St. Louis Cardinals,9.515511777900596,8.5,8.5,11,1.0155117779005955,OVER,True,False,1.0,0.0,
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.548704412483117,9.0,9.5,8,-0.9512955875168831,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.548704412483117,9.0,9.5,8,-0.9512955875168831,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.363497045539757,9.0,9.5,8,-1.1365029544602425,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.363497045539757,9.0,9.5,8,-1.1365029544602425,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.467785146736047,9.0,9.5,8,-1.0322148532639535,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.467785146736047,9.0,9.5,8,-1.0322148532639535,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.282577779792687,9.0,9.5,8,-1.2174222202073128,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.282577779792687,9.0,9.5,8,-1.2174222202073128,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.518227842353722,9.0,9.5,8,-0.9817721576462777,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.518227842353722,9.0,9.5,8,-0.9817721576462777,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.333020475410363,9.0,9.5,8,-1.166979524589637,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.333020475410363,9.0,9.5,8,-1.166979524589637,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.437308576606652,9.0,9.5,8,-1.062691423393348,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.437308576606652,9.0,9.5,8,-1.062691423393348,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.252101209663293,9.0,9.5,8,-1.2478987903367074,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.252101209663293,9.0,9.5,8,-1.2478987903367074,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.538089063667199,9.0,9.5,8,-0.9619109363328011,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.538089063667199,9.0,9.5,8,-0.9619109363328011,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.35288169672384,9.0,9.5,8,-1.1471183032761605,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.35288169672384,9.0,9.5,8,-1.1471183032761605,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.457169797920129,9.0,9.5,8,-1.0428302020798714,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.457169797920129,9.0,9.5,8,-1.0428302020798714,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.27196243097677,9.0,9.5,8,-1.2280375690232308,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.27196243097677,9.0,9.5,8,-1.2280375690232308,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.64388397028341,9.0,9.5,8,-0.8561160297165902,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.64388397028341,9.0,9.5,8,-0.8561160297165902,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.45867660334005,9.0,9.5,8,-1.0413233966599496,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.45867660334005,9.0,9.5,8,-1.0413233966599496,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.56296470453634,9.0,9.5,8,-0.9370352954636605,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.56296470453634,9.0,9.5,8,-0.9370352954636605,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.37775733759298,9.0,9.5,8,-1.1222426624070199,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.37775733759298,9.0,9.5,8,-1.1222426624070199,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.360421445869347,9.0,9.5,8,-1.1395785541306527,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.360421445869347,9.0,9.5,8,-1.1395785541306527,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.175214078925988,9.0,9.5,8,-1.324785921074012,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.175214078925988,9.0,9.5,8,-1.324785921074012,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.319113996528527,9.0,9.5,8,-1.180886003471473,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.319113996528527,9.0,9.5,8,-1.180886003471473,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.133906629585168,9.0,9.5,8,-1.3660933704148324,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.133906629585168,9.0,9.5,8,-1.3660933704148324,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.329944875739953,9.0,9.5,8,-1.1700551242600472,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.329944875739953,9.0,9.5,8,-1.1700551242600472,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.144737508796593,9.0,9.5,8,-1.3552624912034066,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.144737508796593,9.0,9.5,8,-1.3552624912034066,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.288637426399132,9.0,9.5,8,-1.2113625736008675,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.288637426399132,9.0,9.5,8,-1.2113625736008675,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.103430059455773,9.0,9.5,8,-1.396569940544227,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.103430059455773,9.0,9.5,8,-1.396569940544227,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.34980609705343,9.0,9.5,8,-1.1501939029465706,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.34980609705343,9.0,9.5,8,-1.1501939029465706,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.16459873011007,9.0,9.5,8,-1.33540126988993,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.16459873011007,9.0,9.5,8,-1.33540126988993,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.308498647712609,9.0,9.5,8,-1.191501352287391,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.308498647712609,9.0,9.5,8,-1.191501352287391,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.12329128076925,9.0,9.5,8,-1.3767087192307503,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.12329128076925,9.0,9.5,8,-1.3767087192307503,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.45560100366964,9.0,9.5,8,-1.0443989963303597,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.45560100366964,9.0,9.5,8,-1.0443989963303597,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.270393636726281,9.0,9.5,8,-1.229606363273719,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.270393636726281,9.0,9.5,8,-1.229606363273719,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.41429355432882,9.0,9.5,8,-1.08570644567118,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.41429355432882,9.0,9.5,8,-1.08570644567118,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.22908618738546,9.0,9.5,8,-1.2709138126145394,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.22908618738546,9.0,9.5,8,-1.2709138126145394,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.299143102668664,9.0,9.5,8,-1.2008568973313363,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.299143102668664,9.0,9.5,8,-1.2008568973313363,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.202279356025597,9.0,9.5,8,-1.2977206439744027,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.202279356025597,9.0,9.5,8,-1.2977206439744027,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.218223836921593,9.0,9.5,8,-1.2817761630784066,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.218223836921593,9.0,9.5,8,-1.2817761630784066,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.121360090278527,9.0,9.5,8,-1.378639909721473,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.121360090278527,9.0,9.5,8,-1.378639909721473,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.191622045539757,9.0,9.5,8,-1.3083779544602425,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.191622045539757,9.0,9.5,8,-1.3083779544602425,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.094758298896691,9.0,9.5,8,-1.405241701103309,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.094758298896691,9.0,9.5,8,-1.405241701103309,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.110702779792687,9.0,9.5,8,-1.3892972202073128,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.110702779792687,9.0,9.5,8,-1.3892972202073128,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.01383903314962,9.0,9.5,8,-1.4861609668503792,UNDER,True,False,1.0,-0.5,0-0.5
530032,2018-06-18,2018,Washington Nationals,New York Yankees,8.01383903314962,9.0,9.5,8,-1.4861609668503792,UNDER,True,False,1.0,-0.5,0-0.5
