game_pk,date,season,home_team,away_team,predicted,open_total,close_total,actual_total,edge,bet,won,push,profit_units,clv,edge_bucket
490430,2017-04-28,2017,Milwaukee Brewers,Atlanta Braves,9.375523139681002,8.5,8.5,18,0.8755231396810021,OVER,True,False,1.0,0.0,
490456,2017-04-29,2017,Miami Marlins,Pittsburgh Pirates,8.458797496156066,7.5,7.5,4,0.9587974961560661,OVER,False,False,-1.1,0.0,
490459,2017-04-29,2017,Toronto Blue Jays,Tampa Bay Rays,9.002484779524506,8.5,8.0,5,1.0024847795245062,OVER,False,False,-1.1,-0.5,0-0.5
490465,2017-04-30,2017,Arizona Diamondbacks,Colorado Rockies,9.383822343368784,9.5,10.5,2,-1.1161776566312156,UNDER,True,False,1.0,-1.0,0.5-1.0
490464,2017-04-30,2017,St. Louis Cardinals,Cincinnati Reds,9.366023434715329,8.5,8.5,9,0.8660234347153288,OVER,True,False,1.0,0.0,
490460,2017-04-30,2017,Milwaukee Brewers,Atlanta Braves,10.195114395758518,9.5,9.0,7,1.1951143957585177,OVER,False,False,-1.1,-0.5,0-0.5
490468,2017-04-30,2017,Washington Nationals,New York Mets,8.579694796510855,7.5,7.5,28,1.0796947965108554,OVER,True,False,1.0,0.0,
490476,2017-05-01,2017,Kansas City Royals,Chicago White Sox,9.757566957796566,8.0,8.5,7,1.2575669577965662,OVER,False,False,-1.1,0.5,0-0.5
490485,2017-05-01,2017,New York Yankees,Toronto Blue Jays,8.551767018769178,8.0,7.5,8,1.051767018769178,OVER,True,False,1.0,-0.5,0-0.5
490510,2017-05-03,2017,Minnesota Twins,Oakland Athletics,9.468959455990182,8.5,8.5,11,0.9689594559901824,OVER,True,False,1.0,0.0,
490515,2017-05-03,2017,New York Yankees,Toronto Blue Jays,9.369835819718674,8.5,8.0,14,1.3698358197186735,OVER,True,False,1.0,-0.5,0-0.5
490523,2017-05-04,2017,St. Louis Cardinals,Milwaukee Brewers,8.296003806329484,7.5,7.5,9,0.7960038063294839,OVER,True,False,1.0,0.0,
490534,2017-05-05,2017,Los Angeles Angels,Houston Astros,8.739111125747732,8.0,7.5,13,1.2391111257477316,OVER,True,False,1.0,-0.5,0-0.5
490533,2017-05-05,2017,Oakland Athletics,Detroit Tigers,8.515782794085206,7.5,7.5,9,1.0157827940852062,OVER,True,False,1.0,0.0,
490536,2017-05-05,2017,New York Mets,Miami Marlins,10.494302307082348,8.5,9.0,15,1.4943023070823482,OVER,True,False,1.0,0.5,0-0.5
490549,2017-05-06,2017,Los Angeles Angels,Houston Astros,8.52474005230711,8.0,7.5,3,1.0247400523071093,OVER,False,False,-1.1,-0.5,0-0.5
490544,2017-05-06,2017,Colorado Rockies,Arizona Diamondbacks,12.366962454016411,11.5,11.5,10,0.8669624540164111,OVER,False,False,-1.1,0.0,
490560,2017-05-07,2017,Minnesota Twins,Boston Red Sox,8.48690890819013,7.5,7.0,23,1.4869089081901308,OVER,True,False,1.0,-0.5,0-0.5
490570,2017-05-07,2017,Atlanta Braves,St. Louis Cardinals,9.90649473631857,8.5,9.0,10,0.9064947363185691,OVER,True,False,1.0,0.5,0-0.5
490623,2017-05-08,2017,Miami Marlins,St. Louis Cardinals,9.594685895909256,8.0,8.5,13,1.0946858959092562,OVER,True,False,1.0,0.5,0-0.5
490585,2017-05-09,2017,Colorado Rockies,Chicago Cubs,11.324000915105122,11.0,10.5,9,0.8240009151051222,OVER,False,False,-1.1,-0.5,0-0.5
490622,2017-05-11,2017,Toronto Blue Jays,Seattle Mariners,9.593236898292089,9.0,8.5,9,1.0932368982920888,OVER,True,False,1.0,-0.5,0-0.5
490617,2017-05-11,2017,Tampa Bay Rays,Kansas City Royals,8.604019371846778,7.5,7.5,6,1.1040193718467783,OVER,False,False,-1.1,0.0,
490628,2017-05-12,2017,Los Angeles Angels,Detroit Tigers,9.464713792744584,8.5,8.5,7,0.9647137927445844,OVER,False,False,-1.1,0.0,
490633,2017-05-12,2017,Texas Rangers,Oakland Athletics,8.634157817686472,9.0,9.5,7,-0.8658421823135285,UNDER,True,False,1.0,-0.5,0-0.5
490637,2017-05-12,2017,Toronto Blue Jays,Seattle Mariners,9.461293816034628,9.0,8.5,4,0.9612938160346278,OVER,False,False,-1.1,-0.5,0-0.5
490629,2017-05-12,2017,New York Yankees,Houston Astros,9.18921307544052,8.5,8.0,6,1.1892130754405201,OVER,False,False,-1.1,-0.5,0-0.5
490657,2017-05-14,2017,San Francisco Giants,Cincinnati Reds,9.076333462339704,8.5,8.0,11,1.0763334623397043,OVER,True,False,1.0,-0.5,0-0.5
490667,2017-05-14,2017,Toronto Blue Jays,Seattle Mariners,10.095693206695511,8.5,9.0,5,1.0956932066955112,OVER,False,False,-1.1,0.5,0-0.5
490671,2017-05-15,2017,Miami Marlins,Houston Astros,9.418020399362536,9.0,8.5,9,0.9180203993625362,OVER,True,False,1.0,-0.5,0-0.5
490688,2017-05-16,2017,Seattle Mariners,Oakland Athletics,9.76410651572288,8.0,8.5,15,1.2641065157228795,OVER,True,False,1.0,0.5,0-0.5
490702,2017-05-17,2017,Seattle Mariners,Oakland Athletics,9.579371716085712,8.5,8.5,4,1.0793717160857117,OVER,False,False,-1.1,0.0,
490697,2017-05-17,2017,Miami Marlins,Houston Astros,9.095407852423833,8.5,8.0,3,1.0954078524238327,OVER,False,False,-1.1,-0.5,0-0.5
490716,2017-05-18,2017,Atlanta Braves,Toronto Blue Jays,8.933413422804431,7.5,8.0,9,0.9334134228044313,OVER,True,False,1.0,0.5,0-0.5
490711,2017-05-18,2017,Minnesota Twins,Colorado Rockies,9.484711464960665,8.5,8.0,6,1.4847114649606645,OVER,False,False,-1.1,-0.5,0-0.5
490732,2017-05-19,2017,Atlanta Braves,Washington Nationals,8.808825025313531,8.5,10.0,11,-1.1911749746864686,UNDER,False,False,-1.1,-1.5,1.0-1.5
490727,2017-05-19,2017,Tampa Bay Rays,New York Yankees,9.033081407774784,8.0,8.0,9,1.0330814077747839,OVER,True,False,1.0,0.0,
490734,2017-05-20,2017,Oakland Athletics,Boston Red Sox,7.756739821526457,8.5,9.0,11,-1.2432601784735429,UNDER,False,False,-1.1,-0.5,0-0.5
490742,2017-05-20,2017,Tampa Bay Rays,New York Yankees,9.610543306755966,8.0,8.5,14,1.1105433067559662,OVER,True,False,1.0,0.5,0-0.5
490756,2017-05-21,2017,Chicago Cubs,Milwaukee Brewers,9.162115747341826,10.0,10.5,19,-1.3378842526581742,UNDER,False,False,-1.1,-0.5,0-0.5
490771,2017-05-22,2017,Chicago Cubs,San Francisco Giants,9.103663864145126,8.5,10.0,10,-0.8963361358548738,UNDER,False,True,0.0,-1.5,1.0-1.5
490772,2017-05-23,2017,Arizona Diamondbacks,Chicago White Sox,9.790305015178168,10.5,11.0,9,-1.209694984821832,UNDER,True,False,1.0,-0.5,0-0.5
490787,2017-05-24,2017,Arizona Diamondbacks,Chicago White Sox,7.522183140270968,9.5,9.0,14,-1.4778168597290318,UNDER,False,False,-1.1,0.5,0-0.5
490813,2017-05-25,2017,Boston Red Sox,Texas Rangers,10.375485822882093,10.0,9.0,8,1.3754858228820925,OVER,False,False,-1.1,-1.0,0.5-1.0
490814,2017-05-26,2017,Milwaukee Brewers,Arizona Diamondbacks,10.478124808697617,9.0,9.0,6,1.4781248086976166,OVER,False,False,-1.1,0.0,
490819,2017-05-26,2017,Chicago White Sox,Detroit Tigers,10.866541806992323,9.5,9.5,10,1.3665418069923234,OVER,True,False,1.0,0.0,
490834,2017-05-27,2017,Chicago White Sox,Detroit Tigers,8.320433309351175,8.5,9.5,3,-1.1795666906488247,UNDER,True,False,1.0,-1.0,0.5-1.0
490857,2017-05-28,2017,Minnesota Twins,Tampa Bay Rays,8.228261594993802,9.0,9.5,14,-1.2717384050061984,UNDER,False,False,-1.1,-0.5,0-0.5
490848,2017-05-28,2017,Philadelphia Phillies,Cincinnati Reds,10.25380714608665,9.0,9.0,12,1.2538071460866504,OVER,True,False,1.0,0.0,
490872,2017-05-29,2017,Texas Rangers,Tampa Bay Rays,10.377103643177444,9.5,9.5,18,0.8771036431774437,OVER,True,False,1.0,0.0,
490864,2017-05-29,2017,Kansas City Royals,Detroit Tigers,8.027786831348447,9.0,9.0,17,-0.9722131686515532,UNDER,False,False,-1.1,-0.0,
490859,2017-05-29,2017,Pittsburgh Pirates,Arizona Diamondbacks,8.063907136219223,9.0,9.5,7,-1.436092863780777,UNDER,True,False,1.0,-0.5,0-0.5
490865,2017-05-29,2017,Minnesota Twins,Houston Astros,8.235871703253775,8.5,9.0,24,-0.7641282967462253,UNDER,False,False,-1.1,-0.5,0-0.5
490875,2017-05-30,2017,Los Angeles Angels,Atlanta Braves,9.442772732875166,8.5,8.5,12,0.9427727328751665,OVER,True,False,1.0,0.0,
490893,2017-05-31,2017,Toronto Blue Jays,Cincinnati Reds,10.607263914372826,10.0,9.5,9,1.107263914372826,OVER,False,False,-1.1,-0.5,0-0.5
490889,2017-05-31,2017,Pittsburgh Pirates,Arizona Diamondbacks,7.893737729405384,9.0,9.0,11,-1.1062622705946161,UNDER,False,False,-1.1,-0.0,
490937,2017-06-03,2017,New York Mets,Pittsburgh Pirates,9.867128903312423,9.0,9.0,6,0.8671289033124232,OVER,False,False,-1.1,0.0,
490939,2017-06-03,2017,Chicago Cubs,St. Louis Cardinals,7.634391370398093,9.0,9.0,8,-1.3656086296019074,UNDER,True,False,1.0,-0.0,
490930,2017-06-03,2017,Detroit Tigers,Chicago White Sox,9.177974323320276,10.0,10.0,11,-0.8220256766797238,UNDER,False,False,-1.1,-0.0,
490944,2017-06-04,2017,Baltimore Orioles,Boston Red Sox,10.145238960904209,8.5,9.0,10,1.1452389609042086,OVER,True,False,1.0,0.5,0-0.5
490965,2017-06-06,2017,Tampa Bay Rays,Chicago White Sox,8.4489491729616,7.5,7.5,6,0.9489491729615995,OVER,False,False,-1.1,0.0,
490998,2017-06-08,2017,Detroit Tigers,Los Angeles Angels,7.429338037003168,9.0,8.5,15,-1.070661962996832,UNDER,False,False,-1.1,0.5,0-0.5
491004,2017-06-08,2017,Cincinnati Reds,St. Louis Cardinals,9.753731071451186,9.0,9.0,7,0.7537310714511865,OVER,False,False,-1.1,0.0,
491015,2017-06-09,2017,Atlanta Braves,New York Mets,10.337593639399069,9.5,9.5,5,0.8375936393990688,OVER,False,False,-1.1,0.0,
491031,2017-06-10,2017,Tampa Bay Rays,Oakland Athletics,8.78971753472564,8.0,8.0,11,0.7897175347256393,OVER,True,False,1.0,0.0,
490524,2017-06-10,2017,Atlanta Braves,New York Mets,8.227708577015118,10.0,9.5,7,-1.2722914229848818,UNDER,True,False,1.0,0.5,0-0.5
491034,2017-06-10,2017,Washington Nationals,Texas Rangers,8.169501714066916,9.5,9.5,9,-1.3304982859330838,UNDER,True,False,1.0,-0.0,
491040,2017-06-11,2017,Boston Red Sox,Detroit Tigers,9.153277737706684,10.0,10.5,11,-1.3467222622933157,UNDER,False,False,-1.1,-0.5,0-0.5
491045,2017-06-11,2017,San Francisco Giants,Minnesota Twins,10.149756788129809,8.5,9.0,21,1.1497567881298085,OVER,True,False,1.0,0.5,0-0.5
491070,2017-06-13,2017,Miami Marlins,Oakland Athletics,10.074797207794331,9.0,9.0,9,1.0747972077943313,OVER,False,True,0.0,0.0,
491064,2017-06-13,2017,San Diego Padres,Cincinnati Reds,9.919717867353894,8.5,8.5,8,1.419717867353894,OVER,False,False,-1.1,0.0,
491069,2017-06-13,2017,Los Angeles Angels,New York Yankees,9.690604490973293,8.5,8.5,5,1.1906044909732927,OVER,False,False,-1.1,0.0,
491082,2017-06-14,2017,San Francisco Giants,Kansas City Royals,9.180606841374969,7.5,8.0,9,1.1806068413749689,OVER,True,False,1.0,0.5,0-0.5
491094,2017-06-15,2017,St. Louis Cardinals,Milwaukee Brewers,7.641799107268152,9.0,9.0,10,-1.3582008927318476,UNDER,False,False,-1.1,-0.0,
491114,2017-06-16,2017,New York Mets,Washington Nationals,8.714221062763933,7.5,7.5,9,1.214221062763933,OVER,True,False,1.0,0.0,
491103,2017-06-16,2017,Toronto Blue Jays,Chicago White Sox,8.004544685925623,8.5,9.0,15,-0.9954553140743769,UNDER,False,False,-1.1,-0.5,0-0.5
491113,2017-06-16,2017,Detroit Tigers,Tampa Bay Rays,9.071206563534703,9.5,10.0,17,-0.9287934364652966,UNDER,False,False,-1.1,-0.5,0-0.5
491126,2017-06-17,2017,Texas Rangers,Seattle Mariners,10.82113628695471,11.0,12.0,14,-1.1788637130452901,UNDER,False,False,-1.1,-1.0,0.5-1.0
491129,2017-06-17,2017,New York Mets,Washington Nationals,7.473000057664276,8.0,8.5,11,-1.0269999423357241,UNDER,False,False,-1.1,-0.5,0-0.5
491128,2017-06-17,2017,Detroit Tigers,Tampa Bay Rays,8.634973280616428,8.5,10.0,5,-1.3650267193835717,UNDER,True,False,1.0,-1.5,1.0-1.5
491142,2017-06-18,2017,Baltimore Orioles,St. Louis Cardinals,12.1806075850376,9.5,11.0,13,1.1806075850376008,OVER,True,False,1.0,1.5,1.0-1.5
491143,2017-06-18,2017,Detroit Tigers,Tampa Bay Rays,9.318199838383936,9.0,10.5,10,-1.1818001616160636,UNDER,True,False,1.0,-1.5,1.0-1.5
491152,2017-06-19,2017,Chicago Cubs,San Diego Padres,8.98231858310085,8.5,8.0,5,0.9823185831008505,OVER,False,False,-1.1,-0.5,0-0.5
491153,2017-06-19,2017,Atlanta Braves,San Francisco Giants,9.75450275852736,9.0,9.0,9,0.7545027585273605,OVER,False,True,0.0,0.0,
491159,2017-06-20,2017,Tampa Bay Rays,Cincinnati Reds,10.344415382994606,9.0,9.5,11,0.8444153829946064,OVER,True,False,1.0,0.5,0-0.5
491181,2017-06-21,2017,Chicago Cubs,San Diego Padres,10.41154865784449,9.0,9.5,5,0.9115486578444898,OVER,False,False,-1.1,0.5,0-0.5
491188,2017-06-22,2017,Minnesota Twins,Chicago White Sox,11.32226574514208,10.0,10.0,9,1.3222657451420794,OVER,False,False,-1.1,0.0,
491203,2017-06-23,2017,Seattle Mariners,Houston Astros,10.819124836313728,9.0,9.5,16,1.319124836313728,OVER,True,False,1.0,0.5,0-0.5
491240,2017-06-25,2017,St. Louis Cardinals,Pittsburgh Pirates,9.287483918480792,9.0,8.5,12,0.7874839184807918,OVER,True,False,1.0,-0.5,0-0.5
491242,2017-06-25,2017,Kansas City Royals,Toronto Blue Jays,8.120129056829029,9.5,9.0,10,-0.879870943170971,UNDER,False,False,-1.1,0.5,0-0.5
491281,2017-06-29,2017,Toronto Blue Jays,Baltimore Orioles,8.94999577618192,10.0,10.0,2,-1.05000422381808,UNDER,True,False,1.0,-0.0,
491297,2017-06-30,2017,Arizona Diamondbacks,Colorado Rockies,8.03826617930388,9.0,9.0,9,-0.9617338206961197,UNDER,False,True,0.0,-0.0,
491294,2017-06-30,2017,Toronto Blue Jays,Boston Red Sox,8.204133557014098,10.0,9.0,11,-0.7958664429859024,UNDER,False,False,-1.1,1.0,0.5-1.0
490452,2017-07-01,2017,Kansas City Royals,Minnesota Twins,10.352921833258446,9.5,9.0,15,1.3529218332584456,OVER,True,False,1.0,-0.5,0-0.5
491315,2017-07-01,2017,Kansas City Royals,Minnesota Twins,8.818658234701521,9.5,10.0,17,-1.1813417652984786,UNDER,False,False,-1.1,-0.5,0-0.5
491320,2017-07-01,2017,Baltimore Orioles,Tampa Bay Rays,9.935578314706149,10.5,11.0,13,-1.0644216852938513,UNDER,False,False,-1.1,-0.5,0-0.5
491329,2017-07-02,2017,Milwaukee Brewers,Miami Marlins,9.433956975075557,9.5,10.5,13,-1.0660430249244435,UNDER,False,False,-1.1,-1.0,0.5-1.0
491324,2017-07-02,2017,Toronto Blue Jays,Boston Red Sox,8.09433762284353,9.0,9.0,16,-0.9056623771564691,UNDER,False,False,-1.1,-0.0,
491349,2017-07-04,2017,Milwaukee Brewers,Baltimore Orioles,8.042013137256454,10.0,9.5,8,-1.457986862743546,UNDER,True,False,1.0,0.5,0-0.5
491362,2017-07-04,2017,New York Yankees,Toronto Blue Jays,9.609045629919104,9.5,10.5,5,-0.8909543700808964,UNDER,True,False,1.0,-1.0,0.5-1.0
491380,2017-07-06,2017,Minnesota Twins,Baltimore Orioles,8.470253785524807,9.5,9.5,10,-1.0297462144751925,UNDER,False,False,-1.1,-0.0,
491410,2017-07-08,2017,Toronto Blue Jays,Houston Astros,9.89504112356994,9.5,9.0,9,0.8950411235699391,OVER,False,True,0.0,-0.5,0-0.5
491414,2017-07-08,2017,New York Yankees,Milwaukee Brewers,8.729134192156714,9.5,10.0,8,-1.2708658078432862,UNDER,True,False,1.0,-0.5,0-0.5
491457,2017-07-15,2017,Milwaukee Brewers,Philadelphia Phillies,7.406316946047492,8.5,8.5,5,-1.0936830539525078,UNDER,True,False,1.0,-0.0,
491476,2017-07-16,2017,Los Angeles Angels,Tampa Bay Rays,7.766182221486807,9.0,9.0,7,-1.2338177785131927,UNDER,True,False,1.0,-0.0,
491485,2017-07-17,2017,Miami Marlins,Philadelphia Phillies,9.570443657376815,9.0,8.5,11,1.0704436573768152,OVER,True,False,1.0,-0.5,0-0.5
491496,2017-07-18,2017,Kansas City Royals,Detroit Tigers,9.533859339317512,10.5,10.5,12,-0.9661406606824876,UNDER,False,False,-1.1,-0.0,
491506,2017-07-18,2017,Boston Red Sox,Toronto Blue Jays,8.778140514705902,10.0,10.0,9,-1.2218594852940985,UNDER,True,False,1.0,-0.0,
491509,2017-07-19,2017,Atlanta Braves,Chicago Cubs,8.647753166578656,9.5,10.0,10,-1.3522468334213436,UNDER,False,True,0.0,-0.5,0-0.5
491528,2017-07-20,2017,San Francisco Giants,San Diego Padres,7.878384803352986,7.0,7.0,7,0.8783848033529864,OVER,False,True,0.0,0.0,
491529,2017-07-20,2017,New York Mets,St. Louis Cardinals,8.809885473771597,9.0,10.0,5,-1.1901145262284025,UNDER,True,False,1.0,-1.0,0.5-1.0
491549,2017-07-22,2017,Kansas City Royals,Chicago White Sox,9.615675458377693,10.0,11.0,9,-1.3843245416223073,UNDER,True,False,1.0,-1.0,0.5-1.0
491576,2017-07-23,2017,Arizona Diamondbacks,Washington Nationals,7.679374766946238,8.5,8.5,8,-0.8206252330537618,UNDER,True,False,1.0,-0.0,
491588,2017-07-24,2017,San Francisco Giants,Pittsburgh Pirates,9.176508044461388,8.0,8.0,13,1.1765080444613876,OVER,True,False,1.0,0.0,
491586,2017-07-24,2017,San Diego Padres,New York Mets,8.795000712293104,7.5,7.5,8,1.2950007122931044,OVER,True,False,1.0,0.0,
491577,2017-07-24,2017,Arizona Diamondbacks,Atlanta Braves,8.081133776765565,9.0,9.5,12,-1.418866223234435,UNDER,False,False,-1.1,-0.5,0-0.5
491581,2017-07-24,2017,St. Louis Cardinals,Colorado Rockies,8.163862392989673,9.0,9.0,10,-0.8361376070103272,UNDER,False,False,-1.1,-0.0,
491587,2017-07-24,2017,Toronto Blue Jays,Oakland Athletics,10.389556576134122,9.5,9.5,6,0.8895565761341224,OVER,False,False,-1.1,0.0,
491603,2017-07-25,2017,San Francisco Giants,Pittsburgh Pirates,8.32706542099134,7.0,7.5,14,0.8270654209913406,OVER,True,False,1.0,0.5,0-0.5
491596,2017-07-25,2017,Detroit Tigers,Kansas City Royals,7.699770753080396,8.5,9.0,4,-1.3002292469196037,UNDER,True,False,1.0,-0.5,0-0.5
491613,2017-07-26,2017,Texas Rangers,Miami Marlins,9.181306860802133,10.0,10.5,32,-1.3186931391978671,UNDER,False,False,-1.1,-0.5,0-0.5
491623,2017-07-27,2017,Washington Nationals,Milwaukee Brewers,10.469195576800535,8.0,9.0,17,1.4691955768005354,OVER,True,False,1.0,1.0,0.5-1.0
491641,2017-07-28,2017,New York Yankees,Tampa Bay Rays,8.227075941477581,9.0,9.0,7,-0.7729240585224186,UNDER,True,False,1.0,-0.0,
491628,2017-07-28,2017,Philadelphia Phillies,Atlanta Braves,10.988490578660778,9.5,9.5,13,1.4884905786607785,OVER,True,False,1.0,0.0,
491654,2017-07-29,2017,San Diego Padres,Pittsburgh Pirates,8.78740975748413,8.5,8.0,6,0.7874097574841308,OVER,False,False,-1.1,-0.5,0-0.5
491651,2017-07-29,2017,Toronto Blue Jays,Los Angeles Angels,8.258266535020086,9.5,9.5,11,-1.241733464979914,UNDER,False,False,-1.1,-0.0,
491667,2017-07-30,2017,Oakland Athletics,Minnesota Twins,9.123450946693684,9.0,10.0,11,-0.8765490533063165,UNDER,False,False,-1.1,-1.0,0.5-1.0
491633,2017-07-30,2017,Washington Nationals,Colorado Rockies,10.36318675863716,10.0,9.0,4,1.3631867586371609,OVER,False,False,-1.1,-1.0,0.5-1.0
491674,2017-07-31,2017,New York Yankees,Detroit Tigers,7.178865774318509,8.5,8.0,10,-0.8211342256814911,UNDER,False,False,-1.1,0.5,0-0.5
491672,2017-07-31,2017,Philadelphia Phillies,Atlanta Braves,9.32861780317534,9.0,8.5,13,0.8286178031753408,OVER,True,False,1.0,-0.5,0-0.5
491705,2017-08-02,2017,Los Angeles Angels,Philadelphia Phillies,10.088457804357544,9.0,9.0,7,1.0884578043575441,OVER,False,False,-1.1,0.0,
491706,2017-08-02,2017,Texas Rangers,Seattle Mariners,11.212641311987422,11.0,10.0,6,1.2126413119874222,OVER,False,False,-1.1,-1.0,0.5-1.0
491704,2017-08-02,2017,San Francisco Giants,Oakland Athletics,9.456791606913928,8.5,8.5,7,0.956791606913928,OVER,False,False,-1.1,0.0,
491711,2017-08-03,2017,Chicago Cubs,Arizona Diamondbacks,7.567953980609289,8.0,9.0,18,-1.432046019390711,UNDER,False,False,-1.1,-1.0,0.5-1.0
491728,2017-08-04,2017,Atlanta Braves,Miami Marlins,10.42565728590279,9.5,9.5,8,0.9256572859027905,OVER,False,False,-1.1,0.0,
491736,2017-08-04,2017,Minnesota Twins,Texas Rangers,9.348600499452688,10.5,10.5,12,-1.1513995005473117,UNDER,False,False,-1.1,-0.0,
491765,2017-08-06,2017,Cincinnati Reds,St. Louis Cardinals,8.643492496491838,9.5,9.5,17,-0.856507503508162,UNDER,False,False,-1.1,-0.0,
491767,2017-08-06,2017,Houston Astros,Toronto Blue Jays,10.220681134217976,9.5,9.0,13,1.2206811342179762,OVER,True,False,1.0,-0.5,0-0.5
491773,2017-08-07,2017,Minnesota Twins,Milwaukee Brewers,7.733299263298821,9.0,9.0,9,-1.2667007367011793,UNDER,False,True,0.0,-0.0,
491776,2017-08-08,2017,Los Angeles Angels,Baltimore Orioles,10.271745197053562,9.0,9.0,5,1.271745197053562,OVER,False,False,-1.1,0.0,
491788,2017-08-08,2017,Oakland Athletics,Seattle Mariners,9.997760054714606,9.0,9.0,13,0.9977600547146057,OVER,True,False,1.0,0.0,
491793,2017-08-09,2017,San Francisco Giants,Chicago Cubs,8.179870778116134,8.0,7.0,4,1.1798707781161344,OVER,False,False,-1.1,-1.0,0.5-1.0
491816,2017-08-10,2017,Detroit Tigers,Pittsburgh Pirates,9.15872319256532,9.5,10.0,12,-0.8412768074346797,UNDER,False,False,-1.1,-0.5,0-0.5
491871,2017-08-14,2017,Miami Marlins,San Francisco Giants,8.227341197621021,8.5,9.0,11,-0.7726588023789791,UNDER,False,False,-1.1,-0.5,0-0.5
491888,2017-08-16,2017,Houston Astros,Arizona Diamondbacks,7.521674946717947,9.0,9.0,14,-1.4783250532820533,UNDER,False,False,-1.1,-0.0,
491894,2017-08-16,2017,Texas Rangers,Detroit Tigers,10.061127850987154,10.5,11.5,18,-1.4388721490128464,UNDER,False,False,-1.1,-1.0,0.5-1.0
491890,2017-08-16,2017,Seattle Mariners,Baltimore Orioles,10.710026494808629,10.0,9.5,13,1.2100264948086288,OVER,True,False,1.0,-0.5,0-0.5
491905,2017-08-17,2017,Texas Rangers,Chicago White Sox,10.169970485674922,11.0,11.0,17,-0.8300295143250782,UNDER,False,False,-1.1,-0.0,
491908,2017-08-17,2017,New York Mets,New York Yankees,8.050694915405947,8.0,7.0,12,1.0506949154059466,OVER,True,False,1.0,-1.0,0.5-1.0
491943,2017-08-20,2017,Minnesota Twins,Arizona Diamondbacks,9.510229349860063,10.5,10.5,17,-0.9897706501399366,UNDER,False,False,-1.1,-0.0,
491975,2017-08-22,2017,Baltimore Orioles,Oakland Athletics,10.076670393192876,10.5,11.0,10,-0.9233296068071244,UNDER,True,False,1.0,-0.5,0-0.5
490396,2017-08-22,2017,Philadelphia Phillies,Miami Marlins,10.784909178573187,9.0,10.0,11,0.7849091785731872,OVER,True,False,1.0,1.0,0.5-1.0
491986,2017-08-23,2017,Philadelphia Phillies,Miami Marlins,10.847302361213442,10.0,10.0,8,0.8473023612134423,OVER,False,False,-1.1,0.0,
492037,2017-08-26,2017,Oakland Athletics,Texas Rangers,8.186631312493628,9.0,9.5,11,-1.3133686875063724,UNDER,False,False,-1.1,-0.5,0-0.5
492042,2017-08-27,2017,Los Angeles Angels,Houston Astros,8.354971594840018,9.5,9.5,12,-1.145028405159982,UNDER,False,False,-1.1,-0.0,
492051,2017-08-27,2017,St. Louis Cardinals,Tampa Bay Rays,9.269643858895344,8.5,8.0,5,1.2696438588953445,OVER,False,False,-1.1,-0.5,0-0.5
492067,2017-08-29,2017,Colorado Rockies,Detroit Tigers,9.663395913490936,11.0,11.0,10,-1.3366040865090643,UNDER,True,False,1.0,-0.0,
492077,2017-08-29,2017,Houston Astros,Texas Rangers,8.690198043433233,10.0,9.5,14,-0.8098019565667673,UNDER,False,False,-1.1,0.5,0-0.5
492072,2017-08-29,2017,Chicago Cubs,Pittsburgh Pirates,9.387588716340929,8.0,8.0,5,1.3875887163409288,OVER,False,False,-1.1,0.0,
492102,2017-08-31,2017,Milwaukee Brewers,Washington Nationals,7.690165077646782,8.5,9.0,9,-1.3098349223532182,UNDER,False,True,0.0,-0.5,0-0.5
492100,2017-08-31,2017,Houston Astros,Texas Rangers,8.74605136016012,8.5,9.5,6,-0.75394863983988,UNDER,True,False,1.0,-1.0,0.5-1.0
492097,2017-08-31,2017,Cincinnati Reds,New York Mets,9.9689672330402,9.0,8.5,9,1.4689672330401997,OVER,True,False,1.0,-0.5,0-0.5
492108,2017-09-01,2017,Minnesota Twins,Kansas City Royals,8.608722147362347,9.5,9.5,13,-0.8912778526376535,UNDER,False,False,-1.1,-0.0,
492124,2017-09-02,2017,Texas Rangers,Los Angeles Angels,11.795388565472493,11.0,11.0,11,0.7953885654724928,OVER,False,True,0.0,0.0,
492128,2017-09-02,2017,Miami Marlins,Philadelphia Phillies,8.455087517965477,8.0,7.5,19,0.9550875179654774,OVER,True,False,1.0,-0.5,0-0.5
492129,2017-09-02,2017,San Francisco Giants,St. Louis Cardinals,8.43525375246807,8.5,9.5,3,-1.0647462475319305,UNDER,True,False,1.0,-1.0,0.5-1.0
492136,2017-09-03,2017,Pittsburgh Pirates,Cincinnati Reds,7.80115836528092,9.0,9.0,4,-1.1988416347190798,UNDER,True,False,1.0,-0.0,
492169,2017-09-05,2017,Cincinnati Reds,Milwaukee Brewers,8.283332414986331,9.5,9.5,12,-1.2166675850136688,UNDER,False,False,-1.1,-0.0,
492172,2017-09-05,2017,New York Mets,Philadelphia Phillies,8.946868610546074,8.0,8.0,10,0.9468686105460744,OVER,True,False,1.0,0.0,
492176,2017-09-05,2017,Boston Red Sox,Toronto Blue Jays,8.793021840424158,9.5,10.0,5,-1.2069781595758418,UNDER,True,False,1.0,-0.5,0-0.5
492205,2017-09-08,2017,Oakland Athletics,Houston Astros,10.322439548380537,9.0,9.5,17,0.8224395483805367,OVER,True,False,1.0,0.5,0-0.5
492214,2017-09-08,2017,Chicago White Sox,San Francisco Giants,9.773212741373811,9.0,9.0,11,0.7732127413738112,OVER,True,False,1.0,0.0,
